expression,reading,meaning,tags,guid,example_jp,example_reading_hiragana,example_ko
研ぐ,とぐ,갈다·닦다,JLPT_1 JLPT,lUJgFysD==,料理の前に包丁をよく研いだ。,りょうりのまえにほうちょうをよくといだ。,요리하기 전에 식칼을 잘 갈았다.
特技,とくぎ,특기,JLPT_1 JLPT Intermediate_Japanese_Ln.8 Intermediate_Japanese,"iyF,MXDXX4",私の特技は初対面の人の顔を覚えることだ。,わたしのとくぎはしょたいめんのひとのかおをおぼえることだ。,내 특기는 처음 만난 사람의 얼굴을 기억하는 것이다.
独裁,どくさい,독재,JLPT_1 JLPT,"c+G[A,i*M0",国民は長年の独裁に反対して立ち上がった。,こくみんはながねんのどくさいにはんたいしてたちあがった。,국민은 오랜 독재에 반대해 일어섰다.
特産,とくさん,특산물,JLPT_1 JLPT,Cyr8}5s:<j,甘いりんごはこの地方の特産だ。,あまいりんごはこのちほうのとくさんだ。,달콤한 사과는 이 지방의 특산물이다.
独自,どくじ,독자적인,JLPT_1 JLPT,iCBdeKS#GI,各社が独自の技術を競っている。,かくしゃがどくじのぎじゅつをきそっている。,각 회사가 독자적인 기술을 겨루고 있다.
特集,とくしゅう,특집,JLPT_1 JLPT,wi!>SN]gEF,雑誌で地域の伝統料理が特集された。,ざっしでちいきのでんとうりょうりがとくしゅうされた。,잡지에서 지역 전통 요리가 특집으로 다뤄졌다.
独占,どくせん,독점,JLPT_1 JLPT,j~8Pw]-mt@,一社が市場を独占するのは望ましくない。,いっしゃがしじょうをどくせんするのはのぞましくない。,한 회사가 시장을 독점하는 것은 바람직하지 않다.
独創,どくそう,독창,JLPT_1 JLPT,gXnxl+EiHr,彼の作品には豊かな独創性がある。,かれのさくひんにはゆたかなどくそうせいがある。,그의 작품에는 풍부한 독창성이 있다.
得点,とくてん,득점,JLPT_1 JLPT,"u`t,J1?=>5",後半の得点で試合を逆転した。,こうはんのとくてんでしあいをぎゃくてんした。,후반의 득점으로 경기를 뒤집었다.
特派,とくは,특파,JLPT_1 JLPT,HzEPo`9b]p,新聞社は現地に特派記者を送った。,しんぶんしゃはげんちにとくはきしゃをおくった。,신문사는 현지에 특파 기자를 보냈다.
特有,とくゆう,특유,JLPT_1 JLPT,s!rvO*5;{%,この花には特有の強い香りがある。,このはなにはとくゆうのつよいかおりがある。,이 꽃에는 특유의 강한 향기가 있다.
刺·棘 (をさす),とげ (をさす),가시,JLPT_1 JLPT,hJ#iZ92?#q,バラの棘が指に刺さった。,ばらのとげがゆびにささった。,장미 가시가 손가락에 박혔다.
遂げる,とげる,이루다·성취하다,JLPT_1 JLPT,xrXbhn4rr4,彼は長年の努力で目的を遂げた。,かれはながねんのどりょくでもくてきをとげた。,그는 오랜 노력으로 목적을 이루었다.
～どころか,～どころか,~은커녕,JLPT_1 JLPT,EHH{[82H7I,彼は謝るどころか、私を責め始めた。,かれはあやまるどころか、わたしをせめはじめた。,그는 사과하기는커녕 나를 탓하기 시작했다.
年頃,としごろ,나이 때·적령기,JLPT_1 JLPT,etGaTJBp9c,彼はちょうど進路に悩む年頃だ。,かれはちょうどしんろになやむとしごろだ。,그는 한창 진로를 고민할 나이다.
戸締り,とじまり,문단속,JLPT_1 JLPT,br8:Ms=|$#,外出前に戸締りを確かめた。,がいしゅつまえにとじまりをたしかめた。,외출 전에 문단속을 확인했다.
途上,とじょう,도상-도중,JLPT_1 JLPT,u0JdXEY0c~,その国は経済発展の途上にある。,そのくにはけいざいはってんのとじょうにある。,그 나라는 경제가 발전하는 과정에 있다.
土台,どだい,토대,JLPT_1 JLPT,cvkea1V_|{,信頼が協力関係の土台になる。,しんらいがきょうりょくかんけいのどだいになる。,신뢰가 협력 관계의 토대가 된다.
途絶える,とだえる,끊기다·두절되다,JLPT_1 JLPT,G6Wu+!]SF@,大雪で村への交通が途絶えた。,おおゆきでむらへのこうつうがとだえた。,폭설로 마을로 향하는 교통이 두절되었다.
特許,とっきょ,특허,JLPT_1 JLPT,y;*Z>uq]4W,新しい技術で特許を取得した。,あたらしいぎじゅつでとっきょをしゅとくした。,새로운 기술로 특허를 취득했다.
特権,とっけん,특권,JLPT_1 JLPT,k%B0csu$EA,地位を利用して特権を得るべきではない。,ちいをりようしてとっけんをえるべきではない。,지위를 이용해 특권을 얻어서는 안 된다.
とっさに,とっさに,순간적으로·즉시,JLPT_1 JLPT,q}5LIfDsGB,ボールが飛んできて、とっさに身を伏せた。,ぼーるがとんできて、とっさにみをふせた。,공이 날아와 순간적으로 몸을 숙였다.
突如,とつじょ,돌연·갑자기,JLPT_1 JLPT,vs{$6V?ZhH,晴れた空に突如黒い雲が現れた。,はれたそらにとつじょくろいくもがあらわれた。,맑은 하늘에 갑자기 검은 구름이 나타났다.
とって,とって,손잡이,JLPT_1 JLPT,G05L%<Kvt?,鍋のとってが熱くなっていた。,なべのとってがあつくなっていた。,냄비 손잡이가 뜨거워져 있었다.
突破,とっぱ,돌파,JLPT_1 JLPT,BUU#!_nB`?,チームは予選を突破して決勝へ進んだ。,ちーむはよせんをとっぱしてけっしょうへすすんだ。,팀은 예선을 통과해 결승에 진출했다.
土手,どて,제방·둑,JLPT_1 JLPT,P7Y3[uoFO/,子どもたちが土手に座って川を眺めた。,こどもたちがどてにすわってかわをながめた。,아이들이 둑에 앉아 강을 바라봤다.
届,とどけ,신고·신고서,JLPT_1 JLPT,k&rtuoJHn+,引っ越したら住所変更の届を出してください。,ひっこしたらじゅうしょへんこうのとどけをだしてください。,이사하면 주소 변경 신고서를 제출해 주세요.
滞る,とどこおる,정체되다·지체되다,JLPT_1 JLPT,K*Hz>u1V/7,事故の影響で荷物の配送が滞っている。,じこのえいきょうでにもつのはいそうがとどこおっている。,사고의 영향으로 화물 배송이 지체되고 있다.
整える,ととのえる,조절하다·정돈하다·마련하다,JLPT_1 JLPT,yz)tg)bvJH,客を迎える前に部屋を整えた。,きゃくをむかえるまえにへやをととのえた。,손님을 맞기 전에 방을 정돈했다.
止める,とどめる,그치다·멈추다·머무르게 하다,JLPT_1 JLPT,IgE:xC]C-g,被害を最小限に止める努力が必要だ。,ひがいをさいしょうげんにとどめるどりょくがひつようだ。,피해를 최소한으로 억제하려는 노력이 필요하다.
唱える,となえる,주창하다·읊다,JLPT_1 JLPT,Gg`8L(I3?q,市民団体は制度の改革を唱えた。,しみんだんたいはせいどのかいかくをとなえた。,시민 단체는 제도 개혁을 주장했다.
殿様,とのさま,영주·어르신,JLPT_1 JLPT,xjLi|(N)Y!,昔の殿様が暮らした屋敷が残っている。,むかしのとのさまがくらしたやしきがのこっている。,옛 영주가 살던 저택이 남아 있다.
土俵,どひょう,씨름판 (도표),JLPT_1 JLPT,kt7if2NoDZ,力士が土俵に上がると歓声が響いた。,りきしがどひょうにあがるとかんせいがひびいた。,스모 선수가 씨름판에 오르자 함성이 울렸다.
扉,とびら,문·속표지,JLPT_1 JLPT,I24=_qRNG{,重い扉をゆっくり押し開けた。,おもいとびらをゆっくりおしあけた。,무거운 문을 천천히 밀어 열었다.
溝,どぶ,도랑·시궁창,JLPT_1 JLPT,Hzol[}&YZl,大雨で道路脇の溝があふれた。,おおあめでどうろわきのどぶがあふれた。,폭우로 길가의 도랑이 넘쳤다.
徒歩,とほ,도보,JLPT_1 JLPT,Fjm7hAD%fu,駅から会場まで徒歩で十分かかる。,えきからかいじょうまでとほでじゅっぷんかかる。,역에서 행사장까지 걸어서 10분 걸린다.
土木,どぼく,토목,JLPT_1 JLPT,jgd#[Gmw^^,大規模な土木工事が川沿いで始まった。,だいきぼなどぼくこうじがかわぞいではじまった。,대규모 토목 공사가 강변에서 시작되었다.
恍ける·惚ける,とぼける,시치미 떼다·얼빠진 짓을 하다,JLPT_1 JLPT,HA39$4<O7S,彼は事情を知っているのにとぼけた。,かれはじじょうをしっているのにとぼけた。,그는 사정을 알면서도 시치미를 뗐다.
乏しい,とぼしい,부족한·가난한,JLPT_1 JLPT,"wt#tsoF,$N",この地域は水資源に乏しい。,このちいきはみずしげんにとぼしい。,이 지역은 수자원이 부족하다.
富,とみ,부·재산,JLPT_1 JLPT,kl&?2R4Ul?,健康はお金では買えない大切な富だ。,けんこうはおかねではかえないたいせつなとみだ。,건강은 돈으로 살 수 없는 소중한 재산이다.
富む,とむ,풍부하다·부유하다,JLPT_1 JLPT,Q?~wK|+t|p,この海は多様な生物に富んでいる。,このうみはたようなせいぶつにとんでいる。,이 바다는 다양한 생물이 풍부하다.
共稼ぎ,ともかせぎ,맞벌이,JLPT_1 JLPT,"K<|&apg,,5",共稼ぎの夫婦が家事を分担している。,ともかせぎのふうふがかじをぶんたんしている。,맞벌이 부부가 집안일을 분담하고 있다.
伴う,ともなう,동반하다·수반하다,JLPT_1 JLPT,ntk-`u.Caj,技術の進歩には新たな危険が伴う。,ぎじゅつのしんぽにはあらたなきけんがともなう。,기술의 발전에는 새로운 위험이 따른다.
共働き,ともばたらき,맞벌이,JLPT_1 Intermediate_Japanese_Ln.14 JLPT Intermediate_Japanese,KsJK.WMk9k,共働きなので朝は二人とも忙しい。,ともばたらきなのであさはふたりともいそがしい。,맞벌이라 아침에는 두 사람 모두 바쁘다.
ドライ,ドライ,드라이·건조한,JLPT_1 JLPT,uyF82nwuCT,彼は感情に流されないドライな性格だ。,かれはかんじょうにながされないどらいなせいかくだ。,그는 감정에 휩쓸리지 않는 냉정한 성격이다.
ドライクリーニング,ドライクリーニング,드라이클리닝,JLPT_1 JLPT,hI<4F;7$M(,このコートはドライクリーニングに出した。,このこーとはどらいくりーにんぐにだした。,이 코트는 드라이클리닝을 맡겼다.
ドライバー,ドライバー,드라이버,JLPT_1 JLPT,JR*AC1{b!P,ネジをドライバーでしっかり締めた。,ねじをどらいばーでしっかりしめた。,나사를 드라이버로 단단히 조였다.
ドライブイン,ドライブイン,드라이브인,JLPT_1 JLPT,lGQ5H]umJ,高速道路沿いのドライブインで休憩した。,こうそくどうろぞいのどらいぶいんできゅうけいした。,고속도로변의 드라이브인에서 쉬었다.
トラブル,トラブル,트러블·분쟁,JLPT_1 JLPT,fF~?5;]hHp,旅先で財布をなくすトラブルに遭った。,たびさきでさいふをなくすとらぶるにあった。,여행지에서 지갑을 잃어버리는 문제를 겪었다.
トランジスター,トランジスター,트랜지스터,JLPT_1 JLPT,G8*[Jm%i5[,ラジオには小型のトランジスターが使われている。,らじおにはこがたのとらんじすたーがつかわれている。,라디오에는 소형 트랜지스터가 사용되고 있다.
とりあえず,とりあえず,우선·당분간,JLPT_1 JLPT,"A3E,EB~Q2G",とりあえず必要な資料だけ先に送ります。,とりあえずひつようなしりょうだけさきにおくります。,우선 필요한 자료만 먼저 보내겠습니다.
取扱,とりあつかい,취급,JLPT_1 JLPT,rBTr^DU*Cx,商品の取扱には十分注意してください。,しょうひんのとりあつかいにはじゅうぶんちゅういしてください。,상품 취급에 충분히 주의해 주세요.
取り扱う,とりあつかう,취급하다·다루다,JLPT_1 JLPT,f<xt2FJB#W,当店では海外の商品も取り扱っている。,とうてんではかいがいのしょうひんもとりあつかっている。,이 가게에서는 해외 상품도 취급한다.
鳥居,とりい,토리이,JLPT_1 JLPT,bwgFGu0jgU,石段を上ると赤い鳥居が見えた。,いしだんをのぼるとあかいとりいがみえた。,돌계단을 오르자 붉은 토리이가 보였다.
取り替え,とりかえ,교체,JLPT_1 JLPT,"LmK#s,9;im",古い部品の取り替えを業者に頼んだ。,ふるいぶひんのとりかえをぎょうしゃにたのんだ。,낡은 부품의 교체를 업체에 부탁했다.
取り組む,とりくむ,맞붙다·몰두하다,JLPT_1 JLPT,FUhxb`Icnx,チーム全体で難しい課題に取り組んだ。,ちーむぜんたいでむずかしいかだいにとりくんだ。,팀 전체가 어려운 과제에 몰두했다.
取締り,とりしまり,단속,JLPT_1 JLPT,Nn_#J1j`cb,警察は飲酒運転の取締りを強化した。,けいさつはいんしゅうんてんのとりしまりをきょうかした。,경찰은 음주 운전 단속을 강화했다.
取り締まる,とりしまる,단속하다·관리하다,JLPT_1 JLPT,u>YtS}dO87,警察が違法な駐車を厳しく取り締まる。,けいさつがいほうなちゅうしゃをきびしくとりしまる。,경찰이 불법 주차를 엄격히 단속한다.
取り調べる,とりしらべる,조사하다·심문하다,JLPT_1 JLPT,"lTv.J/i,RR",警察は容疑者を詳しく取り調べた。,けいさつはようぎしゃをくわしくとりしらべた。,경찰은 용의자를 자세히 심문했다.
取り立てる,とりたてる,징수하다·발탁하다,JLPT_1 JLPT,u]pjW8@;4G,係員が未払いの料金を取り立てた。,かかりいんがみばらいのりょうきんをとりたてた。,담당자가 미납 요금을 징수했다.
取り次ぐ,とりつぐ,중개하다·전하다·접수하다,JLPT_1 JLPT,h81vV]thLx,担当者に電話を取り次いでください。,たんとうしゃにでんわをとりついでください。,담당자에게 전화를 연결해 주세요.
取り付ける,とりつける,설치하다·확정하다,JLPT_1 JLPT,OLVn)Sl<l<,玄関に新しい照明を取り付けた。,げんかんにあたらしいしょうめいをとりつけた。,현관에 새 조명을 설치했다.
取り除く,とりのぞく,제거하다·없애다,JLPT_1 JLPT,hNl.|rVPKI,庭から枯れた枝を取り除いた。,にわからかれたえだをとりのぞいた。,정원에서 마른 가지를 제거했다.
取引,とりひき,거래,JLPT_1 JLPT,QK;D?PC(Iv,海外の会社と新しい取引を始めた。,かいがいのかいしゃとあたらしいとりひきをはじめた。,해외 회사와 새로운 거래를 시작했다.
取り巻く,とりまく,둘러싸다,JLPT_1 JLPT,E%Fl$NJpIJ,記者たちが受賞者を取り巻いた。,きしゃたちがじゅしょうしゃをとりまいた。,기자들이 수상자를 둘러쌌다.
取り混ぜる,とりまぜる,뒤섞다,JLPT_1 JLPT,Bo(wYaa}Ah,赤と白の花を取り混ぜて飾った。,あかとしろのはなをとりまぜてかざった。,빨간 꽃과 흰 꽃을 섞어 장식했다.
取り戻す,とりもどす,되찾다,JLPT_1 JLPT,pPlunQ{V=M,深呼吸して落ち着きを取り戻した。,しんこきゅうしておちつきをとりもどした。,심호흡을 하고 평정을 되찾았다.
取り寄せる,とりよせる,주문하여 가져오다,JLPT_1 JLPT,M^8;v4K?HH,店にない本を出版社から取り寄せた。,みせにないほんをしゅっぱんしゃからとりよせた。,가게에 없는 책을 출판사에서 주문해 받았다.
ドリル,ドリル,드릴·훈련,JLPT_1 JLPT,tLuvrWP-bR,壁に穴を開けるためドリルを使った。,かべにあなをあけるためどりるをつかった。,벽에 구멍을 뚫기 위해 드릴을 사용했다.
取(り)分け,とりわけ,유독·특히,JLPT_1 JLPT,I|~T6euZ&R,今年の夏は取り分け暑い。,ことしのなつはとりわけあつい。,올여름은 유난히 덥다.
蕩ける·盪ける,とろける,녹다·황홀해지다,JLPT_1 JLPT,zCt%1bEngS,口に入れるとチョコレートが蕩けた。,くちにいれるとちょこれーとがとろけた。,입에 넣자 초콜릿이 녹았다.
鈍感,どんかん,둔감,JLPT_1 JLPT,AGgv#X94Iv,彼は周囲の視線に鈍感だ。,かれはしゅういのしせんにどんかんだ。,그는 주변의 시선에 둔감하다.
とんだ,とんだ,엉뚱한·지독한,JLPT_1 JLPT,H?67/UOJ%d,約束を忘れ、とんだ失礼をしました。,やくそくをわすれ、とんだしつれいをしました。,약속을 잊어 큰 실례를 저질렀습니다.
度忘れ,どわすれ,깜빡 잊음,JLPT_1 JLPT,O3@@XzGoQO,知人の名前を度忘れして困った。,ちじんのなまえをどわすれしてこまった。,아는 사람의 이름이 갑자기 생각나지 않아 곤란했다.
問屋,とんや,도매점,JLPT_1 JLPT,L]HWWc9|Rk,問屋から商品をまとめて仕入れた。,とんやからしょうひんをまとめてしいれた。,도매점에서 상품을 한꺼번에 사들였다.
内閣,ないかく,내각,JLPT_1 JLPT,y)df|:D=Sq,内閣は新しい経済対策を発表した。,ないかくはあたらしいけいざいたいさくをはっぴょうした。,내각은 새로운 경제 대책을 발표했다.
乃至,ないし,내지·또는,JLPT_1 JLPT,iAOF?Qa_8q,参加者は十人乃至十五人を見込んでいる。,さんかしゃはじゅうにんないしじゅうごにんをみこんでいる。,참가자는 10명 내지 15명으로 예상하고 있다.
内緒,ないしょ,비밀·내밀함,JLPT_1 JLPT,u~2eY8N1H4,この話は家族にも内緒にしてください。,このはなしはかぞくにもないしょにしてください。,이 이야기는 가족에게도 비밀로 해 주세요.
内心,ないしん,내심,JLPT_1 JLPT,qVMnXwPQkx,内心では結果に納得していなかった。,ないしんではけっかになっとくしていなかった。,내심 결과를 납득하지 못하고 있었다.
内蔵,ないぞう,내장,JLPT_1 JLPT,L]Dm~E_?j[,この機器には小型カメラが内蔵されている。,このききにはこがたかめらがないぞうされている。,이 기기에는 소형 카메라가 내장되어 있다.
ナイター,ナイター,야간 경기·나이터,JLPT_1 JLPT,w71YMp^g^|,雨で今夜のナイターが中止になった。,あめでこんやのないたーがちゅうしになった。,비 때문에 오늘 밤 야간 경기가 취소되었다.
内部,ないぶ,내부,JLPT_1 JLPT,Qc_^Hv.8K<,箱の内部に小さな傷があった。,はこのないぶにちいさなきずがあった。,상자 내부에 작은 흠집이 있었다.
内乱,ないらん,내란,JLPT_1 JLPT,"nyNNE_],O!",長い内乱で多くの町が荒廃した。,ながいないらんでおおくのまちがこうはいした。,오랜 내란으로 많은 도시가 황폐해졌다.
内陸,ないりく,내륙,JLPT_1 JLPT,G}P5V$Jk?4,内陸では海沿いより寒暖差が大きい。,ないりくではうみぞいよりかんだんさがおおきい。,내륙은 해안보다 일교차가 크다.
苗,なえ,모종·벼의 모,JLPT_1 JLPT,D`y6b-_J-},畑に野菜の苗を植えた。,はたけにやさいのなえをうえた。,밭에 채소 모종을 심었다.
なおさら,なおさら,더욱더·한층 더,JLPT_1 JLPT,D3]|seyAVE,雨の日は道が暗く、夜はなおさら危険だ。,あめのひはみちがくらく、よるはなおさらきけんだ。,비 오는 날에는 길이 어둡고 밤에는 더욱 위험하다.
流し,ながし,싱크대·개수대,JLPT_1 JLPT,sUm$!Jp0[},食器を流しに置いた。,しょっきをながしにおいた。,식기를 싱크대에 놓았다.
長々,ながなが,길게·오랫동안,JLPT_1 JLPT,OTwM?YMLfQ,彼は同じ話を長々と続けた。,かれはおなじはなしをながながとつづけた。,그는 같은 이야기를 장황하게 이어 갔다.
中程,なかほど,중간쯤,JLPT_1 JLPT,A)F$iP@]z@,列の中程に空いている席がある。,れつのなかほどにあいているせきがある。,줄 중간쯤에 빈자리가 있다.
渚,なぎさ,바닷가·물가,JLPT_1 JLPT,zd22=yfA9n,夕暮れの渚を裸足で歩いた。,ゆうぐれのなぎさをはだしであるいた。,해 질 녘 물가를 맨발로 걸었다.
嘆く,なげく,한탄하다·슬퍼하다,JLPT_1 JLPT,ilzJ;<!YjV,失敗を嘆くより次の方法を考えよう。,しっぱいをなげくよりつぎのほうほうをかんがえよう。,실패를 한탄하기보다 다음 방법을 생각하자.
投げ出す,なげだす,내던지다·포기하다,JLPT_1 JLPT,vl-:<#dR[!,難しいからと途中で仕事を投げ出した。,むずかしいからととちゅうでしごとをなげだした。,어렵다는 이유로 도중에 일을 내팽개쳤다.
仲人,なこうど,중매인,JLPT_1 JLPT,kknZLw#*&s,仲人の紹介で二人は知り合った。,なこうどのしょうかいでふたりはしりあった。,중매인의 소개로 두 사람은 알게 되었다.
和やか,なごやか,온화한·화기애애한,JLPT_1 JLPT,EbN._V9![%,会議は終始和やかな雰囲気だった。,かいぎはしゅうしなごやかなふんいきだった。,회의는 내내 화기애애한 분위기였다.
名残,なごり,흔적·자취,JLPT_1 JLPT,oz>_]^qFZM,古い町並みに昔の名残が感じられる。,ふるいまちなみにむかしのなごりがかんじられる。,오래된 거리에서 옛 흔적이 느껴진다.
情け,なさけ,인정·자비,JLPT_1 JLPT,D|r~;|9R]k,困っている旅人に情けをかけた。,こまっているたびびとになさけをかけた。,곤경에 처한 여행자에게 자비를 베풀었다.
情無い,なさけない,한심한·비참한,JLPT_1 JLPT,N<_jdqMHiS,こんな簡単な失敗をするとは情無い。,こんなかんたんなしっぱいをするとはなさけない。,이렇게 간단한 실수를 하다니 한심하다.
情深い,なさけぶかい,인정 많은,JLPT_1 JLPT,P:u6w48-M4,彼は困った人を放っておけない情深い人だ。,かれはこまったひとをほうっておけないなさけぶかいひとだ。,그는 어려운 사람을 그냥 지나치지 못하는 인정 많은 사람이다.
詰る,なじる,힐책하다·따지다,JLPT_1 JLPT,m2ug%F|{:P,彼は約束を破った相手を厳しく詰った。,かれはやくそくをやぶったあいてをきびしくなじった。,그는 약속을 어긴 상대를 엄하게 힐책했다.
名高い,なだかい,유명한·이름 높은,JLPT_1 JLPT,CAOqe%9eXa,この町は美しい陶器で名高い。,このまちはうつくしいとうきでなだかい。,이 마을은 아름다운 도자기로 유명하다.
雪崩,なだれ,눈사태,JLPT_1 JLPT,i|el8n-PMm,大雪の後に山で雪崩が発生した。,おおゆきのあとにやまでなだれがはっせいした。,폭설 뒤 산에서 눈사태가 발생했다.
懐く,なつく,따르다·길들다,JLPT_1 JLPT,g];Z(M#sXQ,子犬はすぐに家族に懐いた。,こいぬはすぐにかぞくになついた。,강아지는 금세 가족을 따랐다.
名付ける,なづける,이름 짓다,JLPT_1 JLPT,NJQx_8`$@d,生まれた子を祖父にちなんで名付けた。,うまれたこをそふにちなんでなづけた。,태어난 아이에게 할아버지를 기려 이름을 지어 주었다.
何気ない,なにげない,아무렇지도 않은·무심한,JLPT_1 JLPT,GCR5kv%JGq,何気ない一言が彼を傷つけてしまった。,なにげないひとことがかれをきずつけてしまった。,무심코 한 말 한마디가 그에게 상처를 주고 말았다.
なにとぞ,なにとぞ,부디·제발,JLPT_1 JLPT,lQ*Q=lmCB7,なにとぞご理解くださいますようお願いします。,なにとぞごりかいくださいますようおねがいします。,부디 이해해 주시기를 부탁드립니다.
なにより,なにより,무엇보다도,JLPT_1 JLPT,Ifj=x)`!7.,家族が無事だったことがなにより嬉しい。,かぞくがぶじだったことがなによりうれしい。,가족이 무사했다는 것이 무엇보다 기쁘다.
ナプキン,ナプキン,냅킨,JLPT_1 JLPT,dY;w6ETO=:,食事の前に膝にナプキンを広げた。,しょくじのまえにひざになぷきんをひろげた。,식사 전에 무릎 위에 냅킨을 펼쳤다.
名札,なふだ,명찰,JLPT_1 JLPT,"H,LzU#iC|r",受付で名前の書かれた名札を受け取った。,うけつけでなまえのかかれたなふだをうけとった。,접수처에서 이름이 적힌 명찰을 받았다.
生臭い,なまぐさい,비린내 나는,JLPT_1 JLPT,vDPDWlb?&h,台所に魚の生臭いにおいが残っている。,だいどころにさかなのなまぐさいにおいがのこっている。,부엌에 생선의 비린내가 남아 있다.
生温い,なまぬるい,미지근한,JLPT_1 JLPT,G~a-u$_3U#,お茶が生温くておいしくなかった。,おちゃがなまぬるくておいしくなかった。,차가 미지근해서 맛이 없었다.
生身,なまみ,살아 있는 몸·생신,JLPT_1 JLPT,mdk5@{-d$q,生身の人間には休息が必要だ。,なまみのにんげんにはきゅうそくがひつようだ。,살아 있는 인간에게는 휴식이 필요하다.
鉛,なまり,납,JLPT_1 JLPT,clLq6d~d8L,鉛は重くて柔らかい金属だ。,なまりはおもくてやわらかいきんぞくだ。,납은 무겁고 부드러운 금속이다.
滑らか,なめらか,매끄러움·유창함,JLPT_1 JLPT,F~B/LW)1su,熟練した職人の動きは滑らかだ。,じゅくれんしたしょくにんのうごきはなめらかだ。,숙련된 장인의 움직임은 매끄럽다.
嘗める,なめる,핥다·얕보다·겪다,JLPT_1 JLPT,"h&h,RaX>m(",猫が皿の水を嘗めている。,ねこがさらのみずをなめている。,고양이가 접시의 물을 핥고 있다.
悩ましい,なやましい,매혹적인·괴로운·고민스러운,JLPT_1 JLPT,vf@^4N2dLC,どちらを選ぶべきか悩ましい問題だ。,どちらをえらぶべきかなやましいもんだいだ。,어느 쪽을 골라야 할지 고민스러운 문제다.
悩ます,なやます,괴롭히다,JLPT_1 JLPT,jR2E;(CfhM,夜中の騒音が住民を悩ませている。,よなかのそうおんがじゅうみんをなやませている。,한밤중의 소음이 주민들을 괴롭히고 있다.
悩み,なやみ,고민·괴로움,JLPT_1 JLPT Genki_Ln.19 Genki,"rYH,[!J71-",仕事の悩みを友人に相談した。,しごとのなやみをゆうじんにそうだんした。,직장 고민을 친구에게 상담했다.
並びに,ならびに,및·아울러,JLPT_1 JLPT,Ny*4D`O(3Y,申請書並びに身分証を提出してください。,しんせいしょならびにみぶんしょうをていしゅつしてください。,신청서 및 신분증을 제출해 주세요.
成り立つ,なりたつ,이루어지다·성립하다,JLPT_1 JLPT,m1{^Hc5[&f,この制度は多くの人の協力で成り立っている。,このせいどはおおくのひとのきょうりょくでなりたっている。,이 제도는 많은 사람의 협력으로 성립되어 있다.
なるたけ,なるたけ,될 수 있는 대로,JLPT_1 JLPT,y(q.AD0L#F,なるたけ早く返事をください。,なるたけはやくへんじをください。,되도록 빨리 답해 주세요.
慣れ,なれ,익숙해짐·습관,JLPT_1 JLPT,j7[97Xg7/>,作業には経験と慣れが必要だ。,さぎょうにはけいけんとなれがひつようだ。,작업에는 경험과 익숙함이 필요하다.
馴々しい,なれなれしい,서글서글한·너무 친한 척하는,JLPT_1 JLPT,shT?wsHw[_,初対面なのに馴々しい態度を取られた。,しょたいめんなのになれなれしいたいどをとられた。,처음 만났는데도 지나치게 친한 척하는 태도를 보였다.
～なんか,～なんか,~따위·~같은 건,JLPT_1 JLPT,d.Q@D)R`y/,私なんかにはとても務まらない。,わたしなんかにはとてもつとまらない。,나 같은 사람은 도저히 해낼 수 없다.
ナンセンス,ナンセンス,넌센스·무의미함,JLPT_1 JLPT,moW2Xjtt^+,根拠のないうわさを信じるのはナンセンスだ。,こんきょのないうわさをしんじるのはなんせんすだ。,근거 없는 소문을 믿는 것은 무의미하다.
何だか,なんだか,왠지·어쩐지,JLPT_1 JLPT Intermediate_Japanese Intermediate_Japanese_Ln.11,hYSEqVkL.V,今日は何だか体が重い。,きょうはなんだかからだがおもい。,오늘은 왠지 몸이 무겁다.
なんだかんだ,なんだかんだ,이러쿵저러쿵·이것저것,JLPT_1 JLPT,Hjnd-`9LXB,なんだかんだ言って皆が手伝ってくれた。,なんだかんだいってみんながてつだってくれた。,이러쿵저러쿵하면서도 모두가 도와주었다.
なんなり,なんなり,무엇이든,JLPT_1 JLPT,w_?<3$dc`X,困ったことがあればなんなりとお申し付けください。,こまったことがあればなんなりとおもうしつけください。,어려운 일이 있으면 무엇이든 말씀해 주세요.
荷,に,짐,JLPT_1 JLPT,yqk%}[]JXT,重い荷を背負って山道を登った。,おもいにをせおってやまみちをのぼった。,무거운 짐을 지고 산길을 올랐다.
似通う,にかよう,서로 닮다,JLPT_1 JLPT,Dm9*/_j8S;,二つの案は内容がよく似通っている。,ふたつのあんはないようがよくにかよっている。,두 안은 내용이 매우 비슷하다.
面皰,にきび,여드름,JLPT_1 JLPT,e&g:V:ku_],思春期に顔の面皰が増えた。,ししゅんきにかおのにきびがふえた。,사춘기에 얼굴의 여드름이 늘었다.
賑わう,にぎわう,북적이다·활기를 띠다,JLPT_1 JLPT,g#ovh${-3n,休日の商店街は買い物客で賑わう。,きゅうじつのしょうてんがいはかいものきゃくでにぎわう。,휴일의 상점가는 쇼핑객으로 붐빈다.
憎しみ,にくしみ,증오·미움,JLPT_1 JLPT,QPkVwq]vjj,長年の憎しみを捨てて和解した。,ながねんのにくしみをすててわかいした。,오랜 증오를 버리고 화해했다.
肉親,にくしん,육친·혈육,JLPT_1 JLPT,uWXLxRMJ+O,事故の知らせを聞いて肉親が駆けつけた。,じこのしらせをきいてにくしんがかけつけた。,사고 소식을 듣고 혈육이 달려왔다.
肉体,にくたい,육체,JLPT_1 JLPT,gnN00<v<{9,健全な精神は健康な肉体に宿る。,けんぜんなせいしんはけんこうなにくたいにやどる。,건전한 정신은 건강한 육체에 깃든다.
