expression,reading,meaning,tags,guid
歪む,ゆがむ,비뚤어지다·왜곡되다,JLPT_1 JLPT,O/sWb*b+n=
揺さぶる,ゆさぶる,흔들다·뒤흔들다,JLPT_1 JLPT,o>L:}zi#N(
濯ぐ,ゆすぐ,헹구다,JLPT_1 JLPT,z.SPsly;Tq
ゆとり,ゆとり,여유,JLPT_1 JLPT,NS_6$;R>$L
ユニーク,ユニーク,유니크·독특함,JLPT_1 JLPT,E5Uv4)V5=f
ユニフォーム,ユニフォーム,유니폼,JLPT_1 JLPT,n$7/R&Ww((
指差す,ゆびさす,손가락으로 가리키다,JLPT_1 JLPT,AE`Cr+k?sb
弓,ゆみ,활,JLPT_1 JLPT,mG05Jx(c4U
揺らぐ,ゆらぐ,흔들리다·동요하다,JLPT_1 JLPT,zGZf|<JX8y
緩む,ゆるむ,느슨해지다,JLPT_1 JLPT,m#?_Dh<o@V
緩める,ゆるめる,느슨하게 하다,JLPT_1 JLPT,RfPhr}DF_M
緩やか,ゆるやか,완만함·느릿함,JLPT_1 JLPT,"jM`-s,o~rY"
要因,よういん,요인,JLPT_1 JLPT,"PDhRFT[0+,"
溶液,ようえき,용액,JLPT_1 JLPT,"r|,.l+IJQ{"
用件,ようけん,용건,JLPT_1 JLPT,C-)X0ioICv
養護,ようご,양호·보호,JLPT_1 JLPT,N|{MY>0Lab
用紙,ようし,용지·양식,JLPT_1 JLPT Intermediate_Japanese Intermediate_Japanese_Ln.3,bG0P/-5o6f
様式,ようしき,양식·스타일,JLPT_1 JLPT,xVY.ZL|vDW
要する,ようする,요하다·필요로 하다,JLPT_1 JLPT,P^j;$V:Pev
要請,ようせい,요청,JLPT_1 JLPT,"Dy@,)<4%*N"
様相,ようそう,양상,JLPT_1 JLPT,jpni?rjeGN
用品,ようひん,용품,JLPT_1 JLPT,M7dV_3mZ.d
洋風,ようふう,서양식,JLPT_1 JLPT,tBk{]R??>Z
用法,ようほう,용법,JLPT_1 JLPT,NFkcD+Ao.H
要望,ようぼう,요망,JLPT_1 JLPT,B{KHwh(BxM
余暇,よか,여가,JLPT_1 JLPT,u`/)9|k2cq
予感,よかん,예감,JLPT_1 JLPT,CdRj.vDXXz
余興,よきょう,여흥,JLPT_1 JLPT,se@{9}ijE~
預金,よきん,예금,JLPT_1 JLPT,AT=*3Iv8cw
欲,よく,욕심,JLPT_1 JLPT,wL1+)L#<Om
抑圧,よくあつ,억압,JLPT_1 JLPT,b!*U/^@Y/m
浴室,よくしつ,욕실,JLPT_1 JLPT,H)~?~hPVN<
抑制,よくせい,억제,JLPT_1 JLPT,H)Ghd^1QF6
欲深い,よくふかい,욕심이 많다,JLPT_1 JLPT,e?a3SOn$}u
欲望,よくぼう,욕망,JLPT_1 JLPT Intermediate_Japanese_Ln.13 Intermediate_Japanese,o.og0WiUHF
避ける,よける,피하다,JLPT_1 JLPT,w}V+UOhCI~
予言,よげん,예언,JLPT_1 JLPT,H_Z4P-@?E;
横綱,よこづな,요코즈나,JLPT_1 JLPT,P#D)i6dV;s
汚れ,よごれ,더러움·오염,JLPT_1 JLPT,"jq?[h<.nx,"
よし,よし,좋아·좋았어,JLPT_1 JLPT,u5UVAmt|+p
良し,よし,좋음·알았다,JLPT_1 JLPT,ze3SZ]}-(^
善し悪し,よしあし,선악·좋고 나쁨,JLPT_1 JLPT,ub0?2]DZCo
余所見,よそみ,한눈팔기,JLPT_1 JLPT,rQWf8.vXBd
余地,よち,여지,JLPT_1 JLPT,cFUuXOAAN@
よって,よって,따라서·~에 의해,JLPT_1 JLPT,Jty=:!ShWn
与党,よとう,여당,JLPT_1 JLPT,Pjs4V/6-Tk
呼び止める,よびとめる,불러 세우다,JLPT_1 Intermediate_Japanese_Ln.6 JLPT Intermediate_Japanese,oQ(`IiM1(t
夜更し,よふかし,밤을 새움,JLPT_1 JLPT,b2@Q&QWM~Z
夜更け,よふけ,심야·깊은 밤,JLPT_1 JLPT,EAa.IIVk2{
余程,よほど,상당히·대단히,JLPT_1 JLPT,r:W.A5F_=m
読み上げる,よみあげる,소리 내어 읽다,JLPT_1 JLPT,c2W8@Ns@MB
～寄り,～より,~쪽으로 치우침,JLPT_1 JLPT,AF4/UYB9T5
寄り掛かる,よりかかる,기대다·의지하다,JLPT_1 JLPT,n>&m--dPQu
世論,よろん,여론,JLPT_1 JLPT,gryKv+N</S
弱る,よわる,약해지다·곤란해지다,JLPT_1 JLPT,K>FuuD!+>/
来場,らいじょう,내장·입장,JLPT_1 JLPT,o#f@&YbcYY
ライス,ライス,라이스·밥,JLPT_1 JLPT,q#0OB)RX;*
酪農,らくのう,낙농,JLPT_1 JLPT,ym$h5c;ttT
落下,らっか,낙하,JLPT_1 JLPT,A7]wCr6wWL
楽観,らっかん,낙관,JLPT_1 JLPT,k~>dbLQz-7
ランプ,ランプ,램프,JLPT_1 JLPT,C!7~*Q0J*S
濫用,らんよう,남용,JLPT_1 JLPT,CFNU<F}Co&
リード,リード,리드·선도,JLPT_1 JLPT,f;Gy:Z95DB
理屈,りくつ,이치·핑계·도리,JLPT_1 JLPT,"Mh,Xn3W#yG"
利子,りし,이자,JLPT_1 JLPT,AEJ.8_NM:H
利潤,りじゅん,이윤,JLPT_1 JLPT,LuA(&F@>8^
理性,りせい,이성,JLPT_1 JLPT,hFk%V[}poF
利息,りそく,이속·이자,JLPT_1 JLPT,jiW}gvaFbu
立体,りったい,입체,JLPT_1 JLPT,c$*Ro:kj?0
立方,りっぽう,입방·세제곱,JLPT_1 JLPT,f~_S5!(=mz
立法,りっぽう,입법,JLPT_1 JLPT,Ap&ba>BFUP
利点,りてん,이점,JLPT_1 JLPT,tXy6bul-X8
略奪,りゃくだつ,약탈,JLPT_1 JLPT,gDxp+5=#Xg
略語,りゃくご,약어,JLPT_1 JLPT,K>oKmQ]kga
流通,りゅうつう,유통,JLPT_1 JLPT,H5O$EOa.I6
領域,りょういき,영역,JLPT_1 JLPT,HiA.[31{b|
了解,りょうかい,양해·알았음,JLPT_1 JLPT,kxhJ=)Od=Q
領海,りょうかい,영해,JLPT_1 JLPT,MB@]yC;xab
両極,りょうきょく,양극,JLPT_1 JLPT,I]j83bI=8Q
良好,りょうこう,양호함,JLPT_1 JLPT,d:q8$rI;Jz
良識,りょうしき,양식·좋은 식견,JLPT_1 JLPT,g^(nW>D*vj
良質,りょうしつ,양질,JLPT_1 JLPT,nVu=s-lEz|
了承,りょうしょう,양해·승인,JLPT_1 JLPT,j]m*irzgE:
良心,りょうしん,양심,JLPT_1 JLPT,I#~pygL#h!
領地,りょうち,영지,JLPT_1 JLPT,y}6|eQ/0%E
領土,りょうど,영토,JLPT_1 JLPT,xYhB+8`@i2
両立,りょうりつ,양립,JLPT_1 JLPT,p7by!eTW@3
旅客,りょかく,여객,JLPT_1 JLPT,I8wSM=gOtR
旅券,りょけん,여권,JLPT_1 JLPT,u/udi_w#M!
履歴,りれき,이력,JLPT_1 JLPT,lgw@;Sby)x
理論,りろん,이론,JLPT_1 JLPT,Kkq/Vwo|)`
林業,りんぎょう,임업,JLPT_1 JLPT,l$qH?E<2YH
類,るい,유·종류,JLPT_1 JLPT,o&+Ivn(%oO
類推,るいすい,유추,JLPT_1 JLPT,MG!~-T=}_S
類似,るいじ,유사함,JLPT_1 JLPT,l=?07xJqV=
ルーズ,ルーズ,루즈함·느슨함,JLPT_1 JLPT,t;l^jLhRxc
冷酷,れいこく,냉혹,JLPT_1 JLPT,Gpei)G)?`V
冷蔵,れいぞう,냉장,JLPT_1 JLPT,"IYaX-(,sbM"
冷淡,れいたん,냉담,JLPT_1 JLPT,Q5Ez[qRMa0
レース,レース,레이스·경주,JLPT_1 JLPT,kxs-fAUJum
レギュラー,レギュラー,레귤러·정기적인,JLPT_1 JLPT,"f@``;g,,Yd"
レッスン,レッスン,레슨,JLPT_1 JLPT,JfvUf_?9-:
レディー,レディー,레이디·숙녀,JLPT_1 JLPT,p!9sykDKO0
レバー,レバー,레버·간,JLPT_1 JLPT,Ml*IZFZKKl
恋愛,れんあい,연애,JLPT_1 JLPT,"g0Js_zq8,k"
バッテリー,バッテリー,배터리,JLPT_1 JLPT,p?ZvzxPq%b
バット,バット,배트·방망이,JLPT_1 JLPT,Q^}DTOnkl|
発病,はつびょう,발병,JLPT_1 JLPT,BvVN^85[N;
初耳,はつみみ,처음 듣는 말,JLPT_1 JLPT,DQ%JLcfuZZ
果て,はて,끝·결과,JLPT_1 JLPT,"b57,px8J*K"
果てる,はてる,끝나다·다하다,JLPT_1 JLPT,"bAff*:bf*,"
ばてる,ばてる,지치다·녹초가 되다,JLPT_1 JLPT,r>0SmD(F4h
パトカー,パトカー,순찰차,JLPT_1 JLPT,"EO|xx2G2G,"
甚だ,はなはだ,매우·심히,JLPT_1 JLPT,OQgv[Rp`!?
華々しい,はなばなしい,화려하다·눈부시다,JLPT_1 JLPT,v^@Rm/*uYq
花びら,はなびら,꽃잎,JLPT_1 JLPT,gVEobi&glz
華やか,はなやか,화려함,JLPT_1 JLPT,b*1sjY=VE6
阻む,はばむ,가로막다·저지하다,JLPT_1 JLPT,KW0lr0LPyk
浜,はま,해변·바닷가,JLPT_1 JLPT,gaeewOTy8/
浜辺,はまべ,해변,JLPT_1 JLPT,AL_W(0hn&V
はまる,はまる,빠지다·꼭 끼이다·적합하다,JLPT_1 JLPT,key3o7$aM}
早める,はやめる,앞당기다·서두르다,JLPT_1 JLPT,hS]svbo-ig
腹立ち,はらだち,화가 남,JLPT_1 JLPT,p.*AhT>Yg8
原っぱ,はらっぱ,벌판·들판,JLPT_1 JLPT,BF1(%i;>nB
はらはら,はらはら,아슬아슬·조마조마,JLPT_1 JLPT,m<Y%mFA4zS
ばらまく,ばらまく,흩뿌리다,JLPT_1 JLPT,wmN`A*3CG)
張り紙,はりがみ,벽보,JLPT_1 JLPT,BB7%DI+bc=
遥か,はるか,아득히·멀리,JLPT_1 JLPT,fUD7d;W?9R
破裂,はれつ,파열,JLPT_1 JLPT,"b^2,E+JYkn"
腫れる,はれる,붓다·부어오르다,JLPT_1 JLPT,z8C-Q:96;k
繁栄,はんえい,번영,JLPT_1 JLPT,nH@_ep+1}j
版画,はんが,판화,JLPT_1 JLPT,sBPn!C6|$0
ハンガー,ハンガー,옷걸이·행거,JLPT_1 JLPT,HNMn){L;p@
反感,はんかん,반감,JLPT_1 JLPT,KAT#$^~N=[
反響,はんきょう,반향,JLPT_1 JLPT,(!Sbp/Ryc
パンク,パン크,펑크,JLPT_1 JLPT,LzYO%D<&Ei
反撃,はんげき,반격,JLPT_1 JLPT,BBy/kmWv|!
判決,はんけつ,판결,JLPT_1 JLPT,K@f^#cZ5Q`
反射,はんしゃ,반사,JLPT_1 JLPT,LDqIUH^=vr
繁盛,はんじょう,번성,JLPT_1 JLPT,oD{V&C=!wS
繁殖,はんしょく,번식,JLPT_1 JLPT,Gps#@ydvak
反する,はんする,반하다·위반하다,JLPT_1 JLPT,fVrr[FObH2
判定,はんてい,판정,JLPT_1 JLPT,l.y^yE`fLF
万人,ばんにん,만인·모든 사람,JLPT_1 JLPT,gTmA]f8[{J
晩年,ばんねん,말년,JLPT_1 JLPT,DKi7Lij}b#
反応,はんのう,반응,JLPT_1 JLPT,tmAeij8aDL
万능,ばんのう,만능,JLPT_1 JLPT,z`.g9zaN?
半端,はんぱ,어중간함·나머지,JLPT_1 JLPT,eK}21?Q<uQ
反発,はんぱつ,반발,JLPT_1 JLPT,rHA_.Kqp5U
反乱,はんらん,반란,JLPT_1 JLPT,"JJB,BD9|0D"
氾濫,はんらん,범람,JLPT_1 JLPT,"Im~yS%,7(E"
美,び,미·아름다움,JLPT_1 JLPT,Oi9jkr_JC
ひいては,ひいては,나아가서는·결과적으로,JLPT_1 JLPT,jOz98=%a=I
ビールス,ビールス,바이러스,JLPT_1 JLPT,k4c<|hYsN{
控室,ひかえしつ,대기실,JLPT_1 JLPT,y&_T~x>Y8R
控える,ひかえる,삼가다·대기하다·메모하다,JLPT_1 JLPT,v:A0($lqMw
悲観,ひかん,비관,JLPT_1 JLPT,b5j5UZJ)]S
引き上げる,ひきあげる,끌어올리다·인상하다,JLPT_1 JLPT,N^;oc:0[e;
率いる,ひきいる,이끌다·통솔하다,JLPT_1 JLPT,puJ9X.qkPt
引き起こす,ひきおこす,일으키다·야기하다,JLPT_1 JLPT,wH2wMsnzkj
引下げる,ひきさげる,내리다·인하하다,JLPT_1 JLPT,M7FZ16-#)F
引きずる,ひきずる,질질 끌다,JLPT_1 JLPT,qTp%jki[ap
引取る,ひきとる,물러나다·인수하다·거두다,JLPT_1 JLPT,bqG=Sz>mVR
否決,ひけつ,부결,JLPT_1 JLPT,H=WQ4MO0SN
日頃,ひごろ,평소·평상시,JLPT_1 JLPT,y9J%2)~r.v
久しい,ひさしい,오래간만이다·오래되다,JLPT_1 JLPT,x^qb6Ainn%
悲慘,ひさん,비참함,JLPT_1 JLPT,dkkS+?oHtT
ビジネス,ビジネス,비즈니스,JLPT JLPT_1 Genki_Ln.2 Genki_Ln.1 Genki,stJO[>w5pM
比重,ひじゅう,비중,JLPT_1 JLPT,l4}j=7jzb:
美術,びじゅつ,미술,JLPT_1 JLPT,",I91nlD38"
秘書,ひしょ,비서,JLPT_1 JLPT,HbDP7]^^wK
微笑,びしょう,미소,JLPT_1 JLPT,"y,db|5_YaV"
歪む,ひずむ,비뚤어지다·왜곡되다,JLPT_1 JLPT,KT[PkhY&vP
密か,ひそか,몰래·남모르게,JLPT_1 JLPT,jJ5o@8/`~@
浸す,ひたす,적시다·담그다,JLPT_1 JLPT,g_KlG}!uS#
ひたすら,ひたすら,오로지·한결같이,JLPT_1 JLPT,r_F?uM8zZq
左利き,ひだりきき,왼손잡이,JLPT_1 JLPT,k-sYD9-/$o
引っ掻く,ひっかく,할퀴다,JLPT_1 JLPT,E.o[!3b:Nm
必修,ひっしゅう,필수,JLPT_1 JLPT,v$oSFhOWfe
びっしょり,びっしょり,흠뻑,JLPT_1 JLPT,z/^[4xCt0B
必然,ひつぜん,필연,JLPT_1 JLPT,Q)ow/ypncR
匹敵,ひッテき,필적함,JLPT_1 JLPT,JEil[{vK3q
一息,ひといき,한숨 돌림·잠깐의 휴식,JLPT_1 JLPT,E^BIFQp}ze
人影,ひとかげ,사람의 그림자,JLPT_1 JLPT,lEh{t=A?Px
人柄,ひとがら,인품,JLPT_1 JLPT,dM5AOlir)Y
人気,ひとけ,인기척,JLPT_1 JLPT,NG2)}0vQ0h
一頃,ひところ,한때,JLPT_1 JLPT,g6jcX?>0?e
人質,ひとじち,인질,JLPT_1 JLPT,zJcHfH}ajC
一筋,ひとすじ,한 줄기·일편단심,JLPT_1 JLPT,Iw`AaG(p-#
人目,ひとめ,사람들의 눈·남의 이목,JLPT_1 JLPT,I=B$#9HzY_
日取り,ひどり,날짜를 정함,JLPT_1 JLPT,"E,%=}b)+ea"
雛,ひな,병아리·인형,JLPT_1 JLPT,x|ru;#K_h[
雛祭,ひなまつり,히나마츠리,JLPT_1 JLPT,"ExRH,Fb)`{"
日向,ひなた,양지,JLPT_1 JLPT,"JkB,TYa,o3"
非難,ひなん,비난,JLPT_1 JLPT,Dk(|@/*v__
避難,ひなん,피난,JLPT_1 JLPT,L:}JI$`!GO
日の丸,ひのまる,일장기,JLPT_1 JLPT,t9<.]@%ayT
火花,ひばな,불꽃,JLPT_1 JLPT,um|5.IJ}3z
ひび,ひび,금·균열,JLPT_1 JLPT,"y]|C%f,K4~"
悲鳴,ひめい,비명,JLPT_1 JLPT,"iBM$!,wWJ6"
冷やかす,ひやかす,놀리다·구경만 하고 사지 않다,JLPT_1 JLPT,g|eu{@|Ra<
日焼け,ひやけ,햇볕에 탐,JLPT_1 JLPT,B*x^zGN+6l
標語,ひょうご,표어,JLPT_1 JLPT,q2-le>_XWl
描写,びょうしゃ,묘사,JLPT_1 JLPT,JFYofDRI3{
ひょっと,ひょっと,어쩌면·혹시,JLPT_1 JLPT,H?O[$H2[.i
びら,びら,전단지,JLPT_1 JLPT,t%GemgZ-on
平たい,ひらたい,평평하다,JLPT_1 JLPT,Gv<+$jy(Xp
びり,びり,꼴찌,JLPT_1 JLPT,"B~`,swB&=7"
比率,ひりつ,비율,JLPT_1 JLPT,r*He=~rO@q
