expression,reading,meaning,tags,guid
盛装,せいそう,성장을 함·화려한 옷차림,JLPT_1 JLPT,"NT,a6{jkV^"
盛大,せいだい,성대함,JLPT_1 JLPT,oA#/^#fynU
清濁,せいだく,청탁·맑음과 흐림,JLPT_1 JLPT,LIBty_QSI!
制定,せいてい,제정,JLPT_1 JLPT,w/{{PKSO-l
静的,せいてき,정적임·정적인,JLPT_1 JLPT,qS/}NK^[E0
製鉄,せいてつ,제철,JLPT_1 JLPT,q1#~15/jx^
晴天,せいてん,청천·맑은 날씨,JLPT_1 JLPT,O`AKp9t/nh
正当,せいとう,정당함,JLPT_1 JLPT,KYfFW0c&^H
制服,せいふく,제복·교복,JLPT_1 JLPT,KjpnwgIuCJ
征服,せいふく,정복,JLPT_1 JLPT,UI+/g3/T<
製法,せいほう,제법·만드는 법,JLPT_1 JLPT,r$Viif`6:S
精密,せいみつ,정밀,JLPT_1 JLPT,k?w!_L!izK
税務署,ぜいむしょ,세무서,JLPT_1 JLPT,cu&VjhU0YM
制約,せいやく,제약,JLPT_1 JLPT,eGs}Rjdjyu
勢力,せいりょく,세력,JLPT_1 JLPT,jCKk=3Gx//
整列,せいれつ,정렬,JLPT_1 JLPT,K=?{2[EdLY
セール,セール,세일·판매,JLPT_1 JLPT,bTb.7j.bY0
急かす,せかす,재촉하다·서두르게 하다,JLPT_1 JLPT,r25!gS/G>A
伜,せがれ,아들 (자기 아들의 겸칭),JLPT_1 JLPT,CVmDxN*tGx
責務,せきむ,책무·의무,JLPT_1 JLPT,ct_SCVUYk9
セクション,セクション,섹션,JLPT_1 JLPT,oE+>)~hYZ>
世辞,せじ,빈말·아첨,JLPT_1 JLPT,i2*b#^+2.G
世帯,せたい,세대·가구,JLPT_1 JLPT,M;wkDh)_[-
是正,ぜせい,시정,JLPT_1 JLPT,r4z<%];90$
世代,せだい,세대 (제너레이션),JLPT_1 JLPT,vXhkxYs)ro
切開,せっかい,절개,JLPT_1 JLPT,j3{#e(JGO?
セックス,セックス,섹스·성별,JLPT_1 JLPT,p^XJZeb_m$
切実,せつじつ,절실함·절박함,JLPT_1 JLPT,"b(%wDAP,4<"
接触,せっしょく,접촉,JLPT_1 JLPT,euP9o6khjK
接続詞,せつぞくし,접속사,JLPT_1 JLPT,jxx/dj^^[F
設置,せっち,설치,JLPT_1 JLPT,dTa#ev1!lY
折衷,せっちゅう,절충,JLPT_1 JLPT,z.Jdo5|UwK
設定,せってい,설정,JLPT_1 JLPT,EL[q3!y3K%
説得,せっとく,설득,JLPT_1 JLPT,p@nzS4e%Pe
切ない,せつない,애달프다·애절하다,JLPT_1 JLPT,Op2N@ZY@PL
絶版,ぜっぱん,절판,JLPT_1 JLPT,wscau>2!!B
設立,せつ리つ,설립,JLPT_1 JLPT,nV|*LLs6}!
攻め,せめ,공격,JLPT_1 JLPT,lp+Bg:0JY+
ゼリー,ゼリー,젤리,JLPT_1 JLPT,pUMI]4pC]5
セレ모니,セレ모니,세레모니·의식,JLPT_1 JLPT,ElF~:n|$Dm
世論,せろん,세론·여론,JLPT_1 JLPT,cn7+uG:k{Q
先,せん,앞·먼저·우선권,JLPT_1 JLPT,K[s:+C@-V{
繊維,せんい,섬유,JLPT_1 JLPT,IoI]vI^@?E
全快,ぜんかい,완쾌,JLPT_1 JLPT,jMG%U5Y*b]
宣教,せんきょう,선교,JLPT_1 JLPT,t2!m+EN<kt
宣言,せんげん,선언,JLPT_1 JLPT,N*Sn3]6F}u
戦災,せんさい,전재 (전쟁 피해),JLPT_1 JLPT,g*>*T{UX8V
専修,せんしゅう,전수 (전문적으로 수련함),JLPT_1 JLPT,iF/[EjL/PH
戦術,せんじゅつ,전술,JLPT_1 JLPT,fClOu9u4S.
センス,センス,센스·감각,JLPT_1 JLPT,kOf@Kc#S!?
潜水,せんすい,잠수,JLPT_1 JLPT,kXmApIVn4{
全盛,ぜんせい,전성기,JLPT_1 JLPT,PA4!?*R&)6
先代,せんだい,선대,JLPT_1 JLPT,A@$Xh`C*#q
先だって,せんだって,요전날·얼마 전에,JLPT_1 JLPT,bpeAMs`g=B
先着,せんちゃく,선착,JLPT_1 JLPT,s5`[<)lze/
前提,ぜんてい,전제,JLPT_1 JLPT,M^(]5)Q28q
先天的,せんてんてき,선천적,JLPT_1 JLPT,e8-*cxos*(
前途,ぜんと,전도·장래,JLPT_1 JLPT,rUv_dSLlLH
戦闘,せんとう,전투,JLPT_1 JLPT,LE#Z8!)h7>
潜入,せんにゅう,잠입,JLPT_1 JLPT,jwMP<D<nu+
船舶,せんぱく,선박,JLPT_1 JLPT,yT?Wj-:Bft
全滅,ぜんめつ,전멸,JLPT_1 JLPT,gs]{cpbeS;
専用,せんよう,전용,JLPT_1 JLPT,E|;c&Jmrd8
占領,せんりょう,점령,JLPT_1 JLPT,N-V{tXojX`
善良,ぜんりょう,선량함,JLPT_1 JLPT,eGNEV*g</#
戦力,せんりょく,전력 (전쟁 수행 능력),JLPT_1 JLPT,jsYNJMtfV.
前例,ぜんれい,전례,JLPT_1 JLPT,z6IRT7DoRm
相応,そうおう,상응·어울림,JLPT_1 JLPT,Cm`/n`5$^$
総会,そうかい,총회,JLPT_1 JLPT,v.Q]y8[=}p
創刊,そうかん,창간,JLPT_1 JLPT,k7n}7cIr>q
雑木,ぞうき,잡목,JLPT_1 JLPT,K-dqvXawa`
早急,そうきゅう,긴급·신속,JLPT_1 JLPT,xFEe8[1r^m
早急,さっきゅう,조급·긴급,JLPT_1 JLPT,n`GeYo>FBk
増強,ぞうきょう,증강,JLPT_1 JLPT,"rV,>ZZ=T]Q"
送金,そうきん,송금,JLPT_1 JLPT,bDXNFraL0R
走行,そうこう,주행,JLPT_1 JLPT,E{T/IqjEfE
総合,そうごう,종합,JLPT_1 JLPT,nY;2hmT##_
捜索,そう사く,수색,JLPT_1 JLPT,Q:2J1qwTVc
蔵相,ぞうしょう,재무장관 (장상),JLPT_1 JLPT,fn1-ZB(4T-
装飾,そうしょく,장식,JLPT_1 JLPT,QA)=&Wj6HM
増進,ぞうしん,증진,JLPT_1 JLPT,IZpN7AL;vh
相対,そうたい,상대,JLPT_1 JLPT,I!n?!w[?BY
壮大,そうだい,장대함·웅장함,JLPT_1 JLPT,"mVUTF,w/3&"
騒動,そうどう,소동,JLPT_1 JLPT,f=viWAh8g@
遭難,そうなん,조난,JLPT_1 JLPT,E:/^OnBk`
相場,そうば,시세,JLPT_1 JLPT,sA7SWg(`IK
装備,そうび,장비,JLPT_1 JLPT,k;e~1ueRAo
創立,そうりつ,창립,JLPT_1 JLPT,jki@VUPP0r
添える,そえる,곁들이다·첨부하다,JLPT_1 JLPT,"h,nxD[s(P9"
ソース,ソース,소스,JLPT_1 JLPT,tTpwt)2AmK
即座に,そくざに,즉석에서·당장,JLPT_1 JLPT,P;B^M<8:(U
促進,そくしん,촉진,JLPT_1 JLPT,qh4@1q0m.W
即する,そくする,입각하다·부응하다,JLPT_1 JLPT,t:DoS~nc0!
束縛,そくばく,속박,JLPT_1 JLPT,l|/yaf0Kt?
側面,そくめん,측면,JLPT_1 JLPT,g+c1Ex)t~@
損う,そこなう,손상시키다·해치다,JLPT_1 JLPT,lT+Npb!3tv
そこら,そこら,그 근처·도처,JLPT_1 JLPT,sWp/2)qrjX
素材,そざい,소재,JLPT_1 JLPT,k+jer~`){}
阻止,そし,저지,JLPT_1 JLPT,H_Bg*f2w~u
訴訟,そしょう,소송,JLPT_1 JLPT,r473?K:c)w
育ち,そだち,자라남·성장,JLPT_1 JLPT,I7y!o0nH<>
措置,そち,조치,JLPT_1 JLPT,wm=Ne<1R~K
ソックス,ソックス,양말 (삭스),JLPT_1 JLPT,bW`v0lIx&{
素っ気無い,そっけない,무뚝뚝함,JLPT_1 JLPT,m@~(NcJuf8
外方,そっぽ,외면·다른 곳,JLPT_1 JLPT,mx1|xYC`zo
備え付ける,そなえつける,비치하다·설치하다,JLPT_1 JLPT,?a*256zVd
備わる,そなわる,갖추어지다,JLPT_1 JLPT,f0#k].O9>M
具わる,そなわる,갖추어지다,JLPT_1 JLPT,hS*=fc5g`d
聳える,そびえる,우뚝 솟다,JLPT_1 JLPT,N#XbC.4.6E
素朴,そぼく,소박,JLPT_1 JLPT,i)~;{+Y_4I
背く,そむく,등지다·어기다,JLPT_1 JLPT,lwG+$Mpa}3
染まる,そまる,물들다,JLPT_1 JLPT,D^_/a/#sXJ
染める,そめる,물들이다,JLPT_1 JLPT,"u,7!Dp;dsk"
そらす,そらす,젖히다·빗나가게 하다,JLPT_1 JLPT,O/=U<S;HO[
そり,そり,썰매,JLPT_1 JLPT,oD<qmOFt48
反る,そる,휘다,JLPT_1 JLPT,IJaW-#q2K8
それゆえ,それゆえ,그러므로·그 까닭에,JLPT_1 JLPT,fd1U3Eqd0z
ソロ,ソロ,솔로·독창,JLPT_1 JLPT,r<H?#?:lfS
揃い,そろい,세트·한 벌,JLPT_1 JLPT,d$?[e]vP*A
ぞんざい,ぞんざい,함부로 함·거칠게 대함,JLPT_1 JLPT,IV/~qgGGDy
損失,そんしつ,손실,JLPT_1 JLPT,q}vnE8Gq;U
存続,そんぞく,존속,JLPT_1 JLPT,k--fc+@]/s
ダース,ダース,다스 (타스),JLPT_1 JLPT,LJ)2+[0^`@
対応,たいおう,대응,JLPT_1 JLPT,KZnf.&v={U
大家,たいか,대가·명가,JLPT_1 JLPT,Nrwns(8SbS
退化,たいか,퇴화,JLPT_1 JLPT,gPs^-F*IXX
大概,たいがい,대개·대체로,JLPT_1 JLPT,h9/$[pq28V
体格,たいかく,체격,JLPT_1 JLPT,F<F1njV;[$
大金,たいきん,거금·큰 돈,JLPT_1 JLPT,m_p4U|6#<L
待遇,たいぐう,대우,JLPT_1 JLPT,F5l%#d#e`l
対決,たいけつ,대결,JLPT_1 JLPT,sKn[*vv=gw
体験,たいけん,개인적인 체험,JLPT_1 JLPT Intermediate_Japanese_Ln.13 Intermediate_Japanese,o%)Oc|W=Ka
対抗,たいこう,대항,JLPT_1 JLPT,Rd@pS:`}f/
退治,たいじ,퇴치,JLPT_1 JLPT,pC*Xx^dBSu
大衆,たいしゅう,대중,JLPT_1 JLPT,nog=kohV~>
対処,たいしょ,대처,JLPT_1 JLPT,yMT#3SVsQ>
退職,たいしょく,퇴직,JLPT_1 JLPT,zj2z79]QG@
題する,だいする,제목을 붙이다,JLPT_1 JLPT,"F)V}e,NP?K"
態勢,たいせい,태세,JLPT_1 JLPT,q2.f(w/7&
対談,たいだん,대담,JLPT_1 JLPT,F(U~._UF.|
大胆,だいたん,대담함,JLPT_1 JLPT,NiV/^uCv:g
対等,たいとう,대등,JLPT_1 JLPT,e2@L)L#}Hy
台無し,だいなし,엉망이 됨,JLPT_1 JLPT,O<W!7i{%=i
滯納,たいのう,체납,JLPT_1 JLPT,"EVFf,lL5*1"
対比,たいひ,대비,JLPT_1 JLPT,QS^fJ(5L6U
タイピスト,タイピ스트,타이피스트,JLPT_1 JLPT,rgU6t{db}6
大部,たいぶ,대부분·대단히,JLPT_1 JLPT,M:e6p(bi4/
大便,だいべん,대변·똥,JLPT_1 JLPT,bxG(1E~XYm
代弁,だいべん,대변 (남을 대신해 말함),JLPT_1 JLPT,MRN2]i=t=d
待望,たいぼう,대망·기다리던,JLPT_1 JLPT,qE#$km{TWt
台本,だいほん,대본·시나리오,JLPT_1 JLPT,RgJye)6k}y
타이머,タイマー,타이머,JLPT_1 JLPT,Jpmdj[Dy-8
怠慢,たいまん,태만,JLPT_1 JLPT,o+E(5HE.HE
タイミング,タイミング,타이밍,JLPT_1 JLPT,xPwaZgIXR*
タイム,タイム,타임·시간,JLPT_1 JLPT,jbo*<.eMG[
タイムリー,タイムリー,적시의·타이밍 좋은,JLPT_1 JLPT,yP9[juCnL[
対面,たいめん,대면,JLPT_1 JLPT,i`k./6SP4;
代用,だいよう,대용,JLPT_1 JLPT,mu!!VPGcN/
体力,たいりょく,체력,JLPT_1 JLPT,k5)wZQr4>y
タイル,タイル,타일,JLPT_1 JLPT,ATn!+%/EU;
対話,たいわ,대화,JLPT_1 JLPT,dArvNg;d~A
耐える,たえる,견디다,JLPT_1 JLPT,fX{nWJ2pLZ
堪える,たえる,견디다,JLPT_1 JLPT,Lk-i;aQnR+
絶える,たえる,끊기다·멸절하다,JLPT_1 JLPT,rTE!2k^D@
断える,たえる,끊기다,JLPT_1 JLPT,Qs%N8rxgY7
打開,다かい,타개,JLPT_1 JLPT,mQ|SYI%fP]
焚火,たきび,모닥불,JLPT_1 JLPT,LcA{{ZbodA
妥協,だきょう,타협,JLPT_1 JLPT,"s%Avc+h,O*"
たくましい,たくましい,늠름하다·강인하다,JLPT_1 JLPT,"P8,W5KAJY/"
巧み,たくみ,교묘함·정교함·솜씨 좋음,JLPT_1 JLPT,i]Z*A6(YX(
丈,たけ,길이·키,JLPT_1 JLPT,enuUDdn`y|
打撃,だげき,타격,JLPT_1 JLPT,"t;}gxU%<,g"
妥結,だけつ,타결,JLPT_1 JLPT,l2ZF^5r/@.
駄作,ださく,졸작·보잘것없는 작품,JLPT_1 JLPT,Lw)j7o&?}o
足し算,たしざん,덧셈,JLPT_1 JLPT,iE/CUShX8n
多数決,たすうけつ,다수결,JLPT_1 JLPT,"OJ~&,3EcJ/"
助け,たすけ,도움·구조,JLPT_1 JLPT,j0*?atjOa+
携わる,たずさわる,종사하다·관계하다,JLPT_1 JLPT,McI/Z<qse(
漂う,ただよう,떠돌다·감돌다,JLPT_1 JLPT,bR^R=T^]/Z
立ち去る,たちさる,떠나다,JLPT_1 JLPT,x4xomzb{(l
立ち寄る,たちよる,잠시 들르다,JLPT_1 JLPT,"i~*^/,u.M%"
抱っこ,だっこ,안기·업기,JLPT_1 JLPT,u]W;19*#xC
達者,たっしゃ,능숙함·건강함,JLPT_1 JLPT,QMO]Jn&?Ra
脱出,だっしゅつ,탈출,JLPT_1 JLPT,rfK<qkCIf]
脱する,だっする,벗어나다·탈출하다,JLPT_1 JLPT,t;JPYpd=u$
達成,たっせい,달성,JLPT_1 JLPT,y%qBRcv/jg
脱退,だったい,탈퇴,JLPT_1 JLPT,ncettC@%js
だったら,だったら,그렇다면,JLPT_1 JLPT,C/Y!eNd>%+
立て替える,たてかえる,대납하다·대신 내주다,JLPT_1 JLPT,kf$XJ8^ry/
建前,たてまえ,겉치레·원칙,JLPT_1 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,L3SqCRekB4
奉る,たてまつる,바치다,JLPT_1 JLPT,f5~QK@<Z?-
だと,だと,~라면,JLPT_1 JLPT,AdbIr)ODQy
他動詞,たどうし,타동사,JLPT_1 JLPT,k%4*4&yY`0
辿り着く,たどりつく,간신히 도착하다,JLPT_1 JLPT,g7HZru1rgh
辿る,たどる,더듬어 가다,JLPT_1 JLPT,wGxS[a6&-W
束ねる,たばねる,묶다·통솔하다,JLPT_1 JLPT,f-6#7v|syX
だぶだぶ,だぶだぶ,헐렁헐렁,JLPT_1 JLPT,gN6($!p`)9
他方,たほう,다른 한편,JLPT_1 JLPT,kBVB0U>~W;
多忙,たぼう,다망·매우 바쁨,JLPT_1 JLPT,&tDV5aeSi
給う,たまう,주시다·내리시다,JLPT_1 JLPT,o3qNRs#MmC
魂,たましい,영혼,JLPT_1 JLPT,Lule^<EV8B
溜まり,たまり,고임·쌓임,JLPT_1 JLPT,vn*T!ewBaY
賜る,たまわる,주시다·내리시다,JLPT_1 JLPT,HP!zs26?IS
保つ,たもつ,유지하다,JLPT_1 JLPT,gTbXu)j!`=
たやすい,たやすい,쉽다·용이하다,JLPT_1 JLPT,AG]dUK?GLW
多様,たよう,다양,JLPT_1 JLPT,vtZOkeWk&x
だるい,だるい,나른하다·지루하다,JLPT_1 JLPT Intermediate_Japanese_Ln.12 Intermediate_Japanese,"ssq5O?,bMD"
弛み,たるみ,느슨함,JLPT_1 JLPT,CfA9KvwrNs
弛む,たるむ,느슨해지다·해이해지다,JLPT_1 JLPT,Q3_&mJpm{q
垂れる,たれる,늘어지다·드리워지다,JLPT_1 JLPT,"dR~s,A!paY"
タレント,タレント,탤런트·연예인,JLPT_1 JLPT,lrfU7E]iMP
タワー,タワー,타워·탑,JLPT_1 JLPT,v5:z0AFR9T
単一,たんいつ,단일,JLPT_1 JLPT,h$`k(ir0Rg
短歌,たんか,단가 (31음 절 시),JLPT_1 JLPT,Ir#MY^13Ie
担架,たんか,들것,JLPT_1 JLPT,HV+tZ)Qo19
短気,たんき,성미가 급함,JLPT_1 JLPT,"q,u5ZnTUee"
団結,だんけつ,단결,JLPT_1 JLPT,nY!|1{!OCq
探検,たんけん,탐험,JLPT_1 JLPT,sRi|/nSA`o
断言,だんげん,단언,JLPT_1 JLPT,w+Gv2p_R~h
短縮,たんしゅく,단축,JLPT_1 JLPT,"loQag*w7,y"
断然,だんぜん,단연,JLPT_1 JLPT,i4oX5JR1dF
炭素,たんそ,탄소,JLPT_1 JLPT,x^}A~2~z<O
短大,たんだい,전문대학,JLPT_1 JLPT,q^nCWsg[HX
単調,たんちょう,단조로움,JLPT_1 JLPT,rL$X_?_Pk#
単独,たんどく,단독,JLPT_1 JLPT,esBhRW$7nM
旦那,だんな,남편·주인,JLPT_1 JLPT,Eg]wBS#KM/
短波,たんぱ,단파,JLPT_1 JLPT,i|6Bns+L;/
蛋白質,たんぱくしつ,단백질,JLPT_1 JLPT,Jp^dQ($699
ダンプ,ダンプ,덤프트럭,JLPT_1 JLPT,Nw}Lm}Btbw
断面,だんめん,단면,JLPT_1 JLPT,GKBfUV.8Iw
弾力,だんりょく,탄력,JLPT_1 JLPT,msj@^X&|0|
