expression,reading,meaning,tags,guid
受け止める,うけとめる,받아내다·받아들이다,JLPT_1 JLPT,kQB/rB@6#x
受身,うけみ,수동·피동,JLPT_1 JLPT,AB05ev+c>K
受持ち,うけもち,담당·맡은 바,JLPT_1 JLPT,"DiB3?u$z,A"
動き,うごき,움직임·동향,JLPT_1 JLPT,u]mcX[(LyK
埋める,うずめる,메우다·묻다,JLPT_1 JLPT,s1}PR|XGjV
嘘つき,うそつき,거짓말쟁이,JLPT_1 JLPT,huy&f$4B!!
うたた寝,うたたね,꾸벅꾸벅 졸음,JLPT_1 JLPT,g>}T9.Ly4K
打ち明ける,うちあける,털어놓다·고백하다,JLPT_1 JLPT,m>OKlxKk@!
打ち切る,うちきる,중단하다·끝내다,JLPT_1 JLPT,NY3MFaZc*o
打ち消し,うちけし,부정,JLPT_1 JLPT,FFlOc.L!8+
打ち込む,うちこむ,몰두하다·박다,JLPT_1 JLPT,"iV,JA!*tZ)"
団扇,うちわ,부채,JLPT_1 JLPT,AXix@CPuvn
内訳,うちわけ,내역,JLPT_1 JLPT,"kc.tS5mj},"
写し,うつし,사본·복사본,JLPT_1 JLPT,o]mr>S?=4H
訴え,うったえ,호소·소송,JLPT_1 JLPT,L0%2@MBXxQ
うっとうしい,うっとうしい,음울한·지루한,JLPT_1 JLPT,D_nkEIxjCi
うつむく,うつむく,고개를 숙이다,JLPT_1 JLPT,vZ9f:pDf9{
空ろ,うつろ,공허한·텅 빈,JLPT_1 JLPT,gT)UMo=-nJ
器,うつわ,그릇·기구,JLPT_1 JLPT,wCFSLHrDCy
腕前,うでまえ,솜씨·기량,JLPT_1 JLPT,M#fh/cwlNl
雨天,うてん,우천·비 오는 날씨,JLPT_1 JLPT,w*!:re!1<+
促す,うながす,재촉하다·촉구하다,JLPT_1 JLPT,wV^GWyWg_j
うぬぼれ,うぬぼれ,자만심,JLPT_1 JLPT,m]YR4b{=@z
生まれつき,うまれつき,타고난·태어날 때부터의,JLPT_1 JLPT,vf1rqkwzEV
埋め込む,うめこむ,박아 넣다·매몰하다,JLPT_1 JLPT,xua#+HlIBN
梅干し,うめぼし,우메보시·매실장아찌,JLPT_1 JLPT,y[D$6jL9AV
裏返し,うらがえし,뒤집힘·거꾸로 됨,JLPT_1 JLPT,x!`i3g6fj/
売り出し,う리だし,발매·특가 판매,JLPT_1 JLPT,e#9|l1/ymz
売り出す,う리だす,발매하다·시판하다,JLPT_1 JLPT,gIddcx*`Ct
潤う,うるおう,습해지다·혜택을 입다,JLPT_1 JLPT,iEM[52wf::
浮気,うわき,바람기,JLPT_1 JLPT,niMRrvhuXD
上回る,うわまわる,웃돌다·상회하다,JLPT_1 JLPT,xvIWa_An&S
植わる,うわる,심어지다,JLPT_1 JLPT,q/mwW_I)&k
運営,うんえい,운영,JLPT_1 JLPT,m*%9#Uxp/F
うんざり,うんざり,지긋지긋함·신물 남,JLPT_1 JLPT,G<U}3bYTX=
運送,うんそう,운송,JLPT_1 JLPT,DH/^v}5V5H
運賃,うんちん,운임,JLPT_1 Intermediate_Japanese_Ln.10 Intermediate_Japanese,"OS<,k|.D(5"
云々,うんぬん,운운·이러쿵저러쿵,JLPT_1 JLPT,LiOOViPg]s
運搬,うんぱん,운반,JLPT_1 JLPT,KHqZvxZ@6.
運命,うんめい,운명,JLPT_1 JLPT,l3_#00|#9V
運輸,うんゆ,운수,JLPT_1 JLPT,"M~H0atu}?,"
運用,うんよう,운용,JLPT_1 JLPT,P{!{:>o!_q
エアメール,エアメール,항공 우편,JLPT_1 JLPT,q`%AC;;9Ta
～営,～えい,~영 (경영),JLPT_1 JLPT,dP^UCy0C~l
英字,えいじ,영자,JLPT_1 JLPT,"J1lN,M8$1h"
映写,えいしゃ,영사,JLPT_1 JLPT,x`Mnz)m&qb
映像,えいぞう,영상,JLPT_1 JLPT,m?:Se-SQN4
英雄,えいゆう,영웅,JLPT_1 JLPT,lpc:禮iI>>Z
液,えき,액체·액,JLPT_1 JLPT,r(jP%;ZEI5
閲覧,えつらん,열람,JLPT_1 JLPT,hDsmHpZ7Os
獲物,えもの,사냥감·획득물,JLPT_1 JLPT,5*sGNpi>A
襟,えり,깃·칼라,JLPT_1 JLPT,tRB]@ee=lY
엘레강트,エレガント,우아한·엘레강트,JLPT_1 JLPT,efgo>`$5}C
円滑,えんかつ,원활,JLPT_1 JLPT,Kb_Dvgh:lA
縁側,えんがわ,퇏마루,JLPT_1 JLPT,wyHg^[mZl2
沿岸,えんがん,연안,JLPT_1 JLPT,AovU9kG]Un
婉曲,えんきょく,완곡한,JLPT_1 JLPT,G;:<3(vTfF
演出,えんしゅつ,연출,JLPT_1 JLPT,"wf^,)@RdCb"
엔지니어,エンジニア,엔지니어·기사,JLPT_1 JLPT,B{mLrpXMY9
演じる,えんじる,연기하다,JLPT_1 JLPT,"w/:3TeD,r|"
演ずる,えんずる,연기하다,JLPT_1 JLPT,D7;+x/XKhh
沿線,えんせん,철도 노선 주변,JLPT_1 JLPT,ALo8teWhD7
縁談,えんだん,혼담,JLPT_1 JLPT,noJgGKIj8x
遠方,えんぽう,먼 곳·원방,JLPT_1 JLPT,OzC<9.M=Ar
円満,えんまん,원만,JLPT_1 JLPT,Ct:pLi;{3A
追い込む,おいこむ,몰아넣다,JLPT_1 JLPT,AR1qUDM@P)
追い出す,おいだす,쫓아내다,JLPT_1 JLPT,"riRN3`p,`k"
於いて,おいて,~에서·~에 있어서,JLPT_1 JLPT,ijyE>WQ}KT
老いる,おいる,늙다,JLPT_1 JLPT,Fq*tJ8V7V$
応急,おうきゅう,응급,JLPT_1 JLPT,P7w*v4FZJr
黄金,おうごん,황금,JLPT_1 JLPT,mYt_k*xkZ.
往診,おうしん,왕진,JLPT_1 JLPT,KYeqnnZ=-9
応募,おうぼ,응모,JLPT_1 JLPT,b[VDDlfAs0
おおい,おおい,어이·야,JLPT_1 JLPT,"oI,HaDOI/S"
大方,おおかた,대개·대부분,JLPT_1 JLPT,xJaUka+CN:
大柄,おおがら,큰 체구·큰 무늬,JLPT_1 JLPT,"GWS,d=cM(:"
おおげさ,おおげさ,과장된·허풍 떠는,JLPT_1 JLPT,oddUsiCw^V
大筋,おおすじ,대강·요지,JLPT_1 JLPT,Hs`P|H+T!]
大空,おおぞら,대공·넓은 하늘,JLPT_1 JLPT,x&4e(F[|Hd
오토매틱,オートマチック,오토매틱·자동의,JLPT_1 JLPT,Ma<]_+LJWL
大幅,おおはば,대폭·큰 폭,JLPT JLPT_1 MediaMissing,c`*FbFL7!*
おおまかな,おおまかな,대략적인,JLPT_1 JLPT,h|xK)[LK#`
大水,おおみず,홍수·큰물,JLPT_1 JLPT,lHnH3YrPE%
公,おおやけ,공적인·공식적인,JLPT_1 JLPT,oI.<`;>b`b
犯す,おかす,범하다·어기다,JLPT_1 JLPT,r}qWP|]B{j
侵す,おかす,침범하다·침해하다,JLPT_1 JLPT,JP!&.Z9_)1
臆病,おくびょう,겁·소심함,JLPT_1 JLPT,DR9F4{>w8i
遅らす,おくらす,늦추다,JLPT_1 JLPT,BxX=0Td:Ra
厳か,おごそか,엄숙한,JLPT_1 JLPT,k^}q{Z*:ZU
行い,おこない,행실·행동,JLPT_1 JLPT,EPt}Y|moZw
おごる,おごる,한턱내다,JLPT_1 JLPT,nplO^(LG?d
収まる,おさまる,수습되다·거두어지다,JLPT_1 JLPT,blHU8/+m@I
納まる,おさまる,수납되다·납입되다,JLPT_1 JLPT,cv8FX+R{$0
治まる,おさまる,가라앉다·다스려지다,JLPT_1 JLPT,vn/~]L;$eG
お産,おさん,해산·출산,JLPT_1 JLPT,euz]Ka!XAe
押し切る,おしきる,끝까지 밀어붙이다,JLPT_1 JLPT,djU<$hJj6~
押し込む,おしこむ,밀어넣다·침입하다,JLPT_1 JLPT,xrb|Hb|isj
惜しむ,おしむ,아끼다·아쉬워하다,JLPT_1 JLPT,eSj?}z3f2/
押し寄せる,おしよせる,몰려들다·밀어닥치다,JLPT_1 JLPT,G6S^.J|&^/
雄,おす,수컷,JLPT_1 JLPT,gZ*7YqB0w(
御世辞,おせじ,빈말·아첨,JLPT_1 JLPT,d$tF`<~=wO
襲う,おそう,습격하다·덮치다,JLPT_1 JLPT,d*HJIF;zrC
遅くとも,おそくとも,늦어도,JLPT_1 JLPT,"p,08OPe)d%"
恐れ,おそれ,두려움·우려,JLPT_1 JLPT,mG1{:BxE;
恐れ入る,おそれいる,송구스러워하다·황송해하다,JLPT_1 JLPT,o7$@i&/e=j
おだてる,おだてる,치켜세우다·비행기 태우다,JLPT_1 JLPT,"c}qANB`J7,"
落ち込む,おちこむ,우울해지다·침체되다,JLPT_1 Genki_Ln.16 JLPT Genki,B0Aq~FM[^o
落ち着き,おちつき,침착함·차분함,JLPT_1 JLPT,"k)L1,/cgqd"
落葉,おちば,낙엽,JLPT_1 JLPT,qPS6$v<zNn
乙,おつ,을(두 번째)·세련된,JLPT_1 JLPT,"CTIZFIH,kM"
お使い,おつかい,심부름,JLPT_1 JLPT,"Q3Uu~eV;,,"
おっかない,おっかない,무서운,JLPT_1 JLPT,r<$W[mdg(3
お手上げ,おてあげ,손들다·포기하다,JLPT_1 JLPT,J({SY<_/!4
おどおど,おどおど,쭈뼛쭈뼛·벌벌,JLPT_1 JLPT,hFdj&!1iUO
脅す,おどす,위협하다·협박하다,JLPT_1 JLPT,l9J?^6gNw8
訪れる,おとずれる,방문하다·찾아오다,JLPT_1 JLPT,M;`!*}::|V
お供,おとも,수행·동행,JLPT_1 JLPT,x[kh8D~cRx
衰える,おとろえる,쇠퇴하다·약해지다,JLPT_1 JLPT,pxXWt`7[Xh
同い年,おないどし,동갑,JLPT_1 JLPT,uOL4]ka~4C
自ずから,おのずから,저절로·자연히,JLPT_1 JLPT,CsPmT^E4si
怯える,おびえる,겁내다·주눅 들다,JLPT_1 JLPT,Bil>aIK.P>
おびただしい,おびただしい,엄청난·허다한,JLPT_1 JLPT,F0E@v8v<tK
脅かす,おびやかす,위협하다·위태롭게 하다,JLPT_1 JLPT,y}AqB/U_jH
帯びる,おびる,띠다·머금다,JLPT_1 JLPT,zXZ(?*QD)1
お袋,おふくろ,어머니 (정겨운 표현),JLPT_1 JLPT,Iky=(#jNrr
覚え,おぼえ,기억·평판·경험,JLPT_1 JLPT,z/W-oJ8vaW
おまけ,おまけ,덤·부록,JLPT_1 JLPT,rsBcP;b`Jp
お宮,おみや,신사,JLPT_1 JLPT,COvUCQv?BW
おむつ,おむつ,기저귀,JLPT_1 JLPT,FRkuxmL~/i
思い付き,おもいつき,생각·착상,JLPT_1 JLPT,gk=p@=>B|;
趣,おもむき,정취·풍취,JLPT_1 JLPT,o+otz^p(oN
赴く,おもむく,향하다·가다,JLPT_1 JLPT,E5WffQ+ViL
重んじる,おもんじる,중요시하다·존중하다,JLPT_1 JLPT,"gj_$ok,;mR"
重んずる,おもんずる,중요시하다·존중하다,JLPT_1 JLPT,c;eXv;e7cc
親父,おやじ,아버지·영감님,JLPT_1 JLPT,g;f)J>kju#
及び,および,및·및 그 밖에,JLPT_1 JLPT,"F5z-<*3Tg,"
及ぶ,およぶ,미치다·달하다,JLPT_1 JLPT,Lj7$<D<:Dd
折,おり,기회·때,JLPT_1 JLPT,y[AaTw+T{(
檻,おり,우리·감옥,JLPT_1 JLPT,Lj@q6`R`I<
오리엔테이션,オリエンテーション,오리엔테이션,JLPT_1 JLPT,i;fk@T:&ys
折り返す,おりかえす,되풀이하다·반전시키다,JLPT_1 JLPT,x-(77`TIyH
織物,おりもの,직물,JLPT_1 JLPT,@6F9JKGsN
俺,おれ,나 (남성 일인칭),JLPT_1 JLPT,M3v%b}<>}t
愚か,おろか,어리석은,JLPT_1 JLPT,Ch>U~}L@[9
おろそか,おろそか,소홀히 함,JLPT_1 JLPT,H$%#VMqb~n
おんぶ,おんぶ,어부바·업기,JLPT_1 JLPT,w[CU60-p%`
온라인,オンライン,온라인,JLPT_1 JLPT,i=qSrR2s#(
温和,おんわ,온화함,JLPT_1 JLPT,II+hgA8I:B
我,が,자아·나,JLPT_1 JLPT,KEYq:ht}?d
카펫,カーペット,카펫,JLPT_1 JLPT,fn]9l!yDf>
～界,～かい,~계 (세계),JLPT_1 JLPT,d]il$5=Qs$
～街,～がい,~가 (거리),JLPT_1 JLPT,PH:pbBSE|j
改悪,かいあく,개악·나쁘게 고침,JLPT_1 JLPT,/C5*Xn=Cv
海運,かいうん,해운,JLPT_1 JLPT,"CDcOa:,]6U"
外貨,がいか,외화,JLPT_1 JLPT,P{MzU_0f=F
改革,かいかく,개혁,JLPT_1 JLPT,"nxg,|fRPK9"
貝殻,かいがら,조개껍데기,JLPT_1 JLPT,rr4Z^$`(_`
外観,がいかん,외관,JLPT_1 JLPT,JF[`}jk]g#
階級,かいきゅう,계급,JLPT_1 JLPT,G#*h9O@`+|
海峡,かいきょう,해협,JLPT_1 JLPT,jy18h1NAzv
会見,かいけん,회견,JLPT_1 JLPT,umW!}@pgti
介護,かいご,간호·수발,JLPT_1 JLPT,kEe>~$Z:bi
開催,かいさい,개최,JLPT_1 JLPT,%(;Yq~m~L
回収,かいしゅう,회수,JLPT_1 JLPT,j[pPaa[c]=
改修,かいしゅう,개수·수리,JLPT_1 JLPT,QiUw+PPipY
怪獣,かいじゅう,괴수,JLPT_1 JLPT,r8Gl`sM7J8
解除,かいじょ,해제,JLPT_1 JLPT,Mgd/-R9vWQ
外相,がいしょう,외무장관 (외상),JLPT_1 JLPT,yrLi>.nXho
害する,がいする,해치다·상하게 하다,JLPT_1 JLPT,Hi`w1ksG:H
概説,がいせつ,개설,JLPT_1 JLPT,nT]AQT3`Q*
回送,かいそう,회송,JLPT_1 JLPT,L?pD4!Fpg8
階層,かいそう,계층,JLPT_1 JLPT,H^MD?o[__x
開拓,かいたく,개척,JLPT_1 JLPT,FypVZrRtNH
会談,かいだん,회담,JLPT_1 JLPT,uN=.m/8Z~3
改定,かいてい,개정,JLPT_1 JLPT,g6THSZ_v^<
改訂,かいてい,개정 (수정),JLPT_1 JLPT,v0XHWw$0B0
가이드,ガイド,가이드·안내,JLPT_1 JLPT,CvJbP*(I@%
街道,かいどう,가도·큰길,JLPT_1 JLPT,N$n&)AJVWA
該当,がいとう,해당,JLPT_1 JLPT,nkZ}`ld7f?
街頭,がいとう,가두·거리,JLPT_1 JLPT,tQu}Nu#P].
가이드북,ガイドブック,가이드북,JLPT_1 JLPT,Eo9u]7eh((
介入,かいにゅう,개입,JLPT_1 JLPT,pZJnTW/Kh#
概念,がいねん,개념,JLPT_1 JLPT,E|SNJ<R/iJ
開発,かいはつ,개발,JLPT_1 JLPT,Kw[.UTN4^R
海抜,かいばつ,해발,JLPT_1 JLPT,jLVxr@vo2y
介抱,かいほう,간호·개포,JLPT_1 JLPT,j$OYFEbGs|
解剖,かいぼう,해부,JLPT_1 JLPT,iL)PO8n0NO
外来,がいらい,외래,JLPT_1 JLPT,~V$m/9|o}
回覧,かいらん,회람,JLPT_1 JLPT,E}}4:_!82P
概略,がい리ゃく,개략,JLPT_1 JLPT,N)qY<nUP|*
海流,かいりゅう,해류,JLPT_1 JLPT,xa/eyqaPDe
改良,かいりょう,개량,JLPT_1 JLPT,"v?jE,5xyr`"
回路,かいろ,회로,JLPT_1 JLPT,fdIy<8[a*F
海路,かいろ,해로,JLPT_1 JLPT,t536M9u42&
省みる,かえりみる,반성하다·되돌아보다,JLPT_1 JLPT,taa>Gm>Nxx
顧みる,かえりみる,회상하다·돌이켜보다,JLPT_1 JLPT,ho_c78W;*R
顔付き,かおつき,안색·용모,JLPT_1 JLPT,k<|EsPF(U~
課外,かがい,과외,JLPT_1 JLPT,ImdEjfLr)>
掲げる,かかげる,게양하다·내걸다,JLPT_1 JLPT,Q[6r`gY-ir
かかと,かかと,발뒤꿈치,JLPT_1 JLPT,F`djJ$owDP
書き取る,かきとる,받아쓰다,JLPT_1 JLPT,OeW)s:B>?h
掻き回す,かきまわす,휘젓다·혼란시키다,JLPT_1 JLPT,"wp9#,9/+Z4"
恥をかく,はじをかく,창피를 당하다,JLPT_1 JLPT,h*j3Yxxcj{
～画,～かく,~획,JLPT_1 JLPT,G#l-jHUMTG
学芸,がくげい,학예,JLPT_1 JLPT,xM-CyLgdV}
格差,かくさ,격차,JLPT_1 JLPT,zvfu/3%U&J
拡散,かくさん,확산,JLPT_1 JLPT,y__Cg;3rb:
학사,がくし,학사,JLPT_1 JLPT,Pq<3#+rCX)
各種,かくしゅ,각종,JLPT_1 JLPT,Jb^Vb%.N$q
隔週,かくしゅう,격주,JLPT_1 JLPT,QbwTj%&$c)
確信,かくしん,확신,JLPT_1 JLPT,zEL{[Q8QNW
革新,かくしん,혁신,JLPT_1 JLPT,ti4?AE7Yh@
学説,がくせつ,학설,JLPT_1 JLPT,GlxSp@=1Ze
確定,かくてい,확정,JLPT_1 JLPT,"e18p,U0K#7"
칵테일,カクテル,칵테일,JLPT_1 JLPT,"E($,YP#I6d"
獲得,かくとく,획득,JLPT_1 JLPT,"B^,*K>>n_|"
楽譜,がくふ,악보,JLPT_1 JLPT,qMA}9*EjCn
確保,かくほ,확보,JLPT_1 JLPT,uY<*K%.TG@
革命,かくめい,혁명,JLPT_1 JLPT,O;mF68dq6Q
確立,かくりつ,확립,JLPT_1 JLPT,m(/`$&[BF3
賭,かけ,내기·도박,JLPT_1 JLPT,s:YO~5k/sp
掛,かけ,외상,JLPT_1 JLPT,c#>^nQjhVy
～掛け,～かけ,~걸이,JLPT_1 JLPT,"Lr[e?zZ5,<"
崖,がけ,벼랑·절벽,JLPT_1 JLPT,lH2H25www/
駆け足,かけあし,구보,JLPT_1 JLPT,Nd5EP#88A|
家計,かけい,가계,JLPT_1 JLPT,vh}KbR&s=#
駆けっこ,かけっこ,달리기 시합,JLPT_1 JLPT,"A8,h2([S[A"
加工,かこう,가공,JLPT_1 JLPT,E^@%K2YN]n
化合,かごう,화합,JLPT_1 JLPT,my>j<9l(Hz
かさばる,かさばる,부피가 커지다,JLPT_1 JLPT,"nuG,E:/*HK"
かさむ,かさむ,늘어나다·쌓이다,JLPT_1 JLPT,D*tj!&=/|(
箇条書,かじょうがき,조목조목 씀·나열,JLPT_1 JLPT,uU[=f*p0xK
頭,かしら,우두머리·머리,JLPT_1 JLPT,qKQ^U]P!d/
微か,かすか,희미한,JLPT_1 JLPT,"iuQ;E47,]H"
霞む,かすむ,안개 끼다·희미해지다,JLPT_1 JLPT,Muk^XW#N{G
擦る,かする,스치다·비비다,JLPT_1 JLPT,b*c:1ipqfg
火星,かせい,화성,JLPT_1 JLPT,hK6{i6DNme
化石,かせき,화석,JLPT_1 JLPT,i)2P[%uf@w
河川,かせん,하천,JLPT_1 JLPT,j9XYM<zDW5
化繊,かせん,화선·합성 섬유,JLPT_1 JLPT,A<4D0W-y5X
過疎,かそ,과소·인구 희박,JLPT_1 JLPT,C6FP<#I<*d
片～,かた～,외~·한쪽~,JLPT_1 JLPT,p/$/VrksK}
片言,かたこと,서툰 말씨,JLPT_1 JLPT Intermediate_Japanese_Ln.13 Intermediate_Japanese,nEkc_9&ki`
傾ける,かたむける,기울이다,JLPT_1 JLPT,g+aTq;z^TG
固める,かためる,굳히다·단단히 하다,JLPT_1 JLPT,M}jO{cRWN^
傍ら,かたわら,곁·옆·~하는 한편,JLPT_1 JLPT,H(u3_23(VR
花壇,かだん,화단,JLPT_1 JLPT,vyDiG-w#Vb
家畜,かちく,가축,JLPT_1 JLPT,sf(M2A{2zC
且つ,かつ,게다가·또한,JLPT_1 JLPT,"bxhWiXnmE,"
がっくり,がっくり,털썩·맥이 풀리는 모양,JLPT_1 JLPT,n#j+;o[:]<
合唱,がっしょう,합창,JLPT_1 JLPT,"ck-jle>!,g"
がっしり,가っしり,다부지게·탄탄하게,JLPT_1 JLPT,Kl0>:WZG~Z
合致,がっち,일치·합치,JLPT_1 JLPT,Af^(s-@)C7
がっちり,がっちり,빈틈없이·단단히,JLPT_1 JLPT,dl.]7IVV60
かつて,かつて,일찍이·예전에,JLPT_1 JLPT,fI;@sLyG_Q
勝手,かって,제멋대로·부엌·형편,JLPT_1 JLPT,r+VI)d1wQ0
컷,カット,컷·절단·삭제,JLPT_1 JLPT,Q+NVsyIn!c
活発,かっぱつ,활발,JLPT_1 JLPT,M`7Eo@!%5A
合併,がっぺい,합병,JLPT_1 JLPT,h>=`Vc9TZZ
카테고리,カテゴリー,카테고리·범주,JLPT_1 JLPT,JAwB1=<{pF
叶う,かなう,이루어지다,JLPT_1 JLPT,E5LD5p#as=
叶える,かなえる,이루어 주다·들어주다,JLPT_1 JLPT,x!3$MxvZF0
金槌,かなづち,쇠망치·맥주병(수영 못하는 사람),JLPT_1 JLPT,C7&9nlfhkO
かなわない,かなわない,당해낼 수 없다·견딜 수 없다,JLPT_1 JLPT,i9$e:WA[rV
加入,かにゅう,가입,JLPT_1 JLPT,"w%]Rn6,Z,X"
予て,かねて,전부터·이미,JLPT_1 JLPT,i+&=;*57v}
庇う,かばう,감싸다·보호하다,JLPT_1 JLPT,e-}GY5UR@1
株式,かぶしき,주식,JLPT_1 JLPT,nMsDO&gGxt
かぶれる,かぶれる,옻이 오르다·(나쁜 영향을) 받다,JLPT_1 JLPT,C5U+~~@Gnd
花粉,かふん,꽃가루,JLPT_1 JLPT,Gm8]&VGB-;
貨幣,かへい,화폐·화폐 제도,JLPT_1 JLPT,F<$WXw={D<
構える,かまえる,자세를 잡다·준비하다·설립하다,JLPT_1 JLPT,jB<-nj(U&|
過密,かみつ,과밀,JLPT_1 JLPT,AOD1mkToDl
噛み切る,かみきる,물어 끊다,JLPT_1 JLPT,"hh,VOk`A<;"
컴백,カムバック,컴백·복귀,JLPT_1 JLPT,HjHeH1>k=t
카메라맨,カメラマン,카메라맨·사진사,JLPT_1 JLPT,:MlB;<{_:
粥,かゆ,죽,JLPT_1 JLPT,fFz9w`]5pq
体付き,からだつき,체격·몸집,JLPT_1 JLPT,D?fkTo{@|E
絡む,からむ,얽히다·트집을 잡다,JLPT_1 JLPT,O17r;^Y(oJ
かりに,かりに,만약·임시로,JLPT_1 JLPT,c$0g$/@+f7
차트,カルテ,진료기록부 (차트),JLPT_1 JLPT,GwQApsAV[E
차고,ガレージ,차고,JLPT_1 JLPT,LKr$xf+m)f
過労,かろう,과로,JLPT_1 JLPT,Dx#E|nd<`@
かろうじて,かろうじて,겨우·간신히,JLPT_1 JLPT,wzpJb%R2eZ
交す,かわす,주고받다·교환하다,JLPT_1 JLPT,ytWMD-K7Sv
代る代る,かわるがわる,교대로·번갈아,JLPT_1 JLPT,Q<D|kTCMFu
簡易,かんい,간이·간편함,JLPT_1 JLPT,Qdl&|7}97?
灌漑,かんがい,관개,JLPT_1 JLPT,x3v&{30@Ie
眼科,がんか,안과,JLPT_1 JLPT,y$)@b7Z=25
眼球,がんきゅう,안구·눈알,JLPT_1 JLPT,ppa9QzmFoc
玩具,がんぐ,완구·장난감,JLPT_1 JLPT,Fu?U%1UjU`
簡潔,かんけつ,간결,JLPT_1 JLPT,Ch64u(7Zi6
還元,かんげん,환원,JLPT_1 JLPT,b1~cd_rb8g
看護,かんご,간호,JLPT_1 JLPT,v]`cby4zI~
漢語,かんご,한자어,JLPT_1 JLPT,BzS`z3a0wD
頑固,がんこ,완고·고집불통,JLPT_1 JLPT,iS7AjV-r.~
勧告,かんこく,권고,JLPT_1 JLPT,ReTMd+-Cqd
換算,かんさん,환산,JLPT_1 JLPT,V_iERi63U
監視,かんし,감시,JLPT_1 JLPT,xYmgA~gB7D
慣習,かんしゅう,관습,JLPT_1 JLPT,xb4/I5BD9M
観衆,かんしゅう,관중,JLPT_1 JLPT,suIg*_}y!}
願書,がんしょ,원서,JLPT_1 JLPT,PJ0db[)2y/
干渉,かんしょう,간섭,JLPT_1 JLPT,FlV}wK<+oD
頑丈,がんじょう,튼튼함·견고함,JLPT_1 JLPT,o)b^-Y;KL)
感触,かんしょく,감촉,JLPT_1 JLPT,Ll+!^%W~Bg
肝心,かんじん,중요함·핵심적임,JLPT_1 JLPT,cGezcCU7jN
肝腎,かんじん,중요함·핵심적임,JLPT_1 JLPT,qQm@vZEhuX
関税,かんぜい,관세,JLPT_1 JLPT,J<YhnUzDH9
岩石,がんせき,암석,JLPT_1 JLPT,Fvc~*$ysUp
感染,かんせん,감염,JLPT_1 JLPT,yaKv$j-u9~
幹線,かんせん,간선,JLPT_1 JLPT,qnR@^N<xB(
簡素,かんそ,간소,JLPT_1 JLPT,jcV8%N9G]T
観点,かんてん,관점,JLPT_1 JLPT,sRkkbw!PVn
感度,かんど,감도,JLPT_1 JLPT,c!Eb1-<+V1
컨닝,カンニング,컨닝·부정행위,JLPT_1 JLPT,f{(PYG4OSM
元年,がんねん,원년 (첫해),JLPT_1 JLPT,hmCuQzSd35
幹部,かんぶ,간부,JLPT_1 JLPT,L1KYyf^E^2
完ぺき,かんぺき,완벽,JLPT_1 JLPT,z+SJefr{>B
勘弁,かんべん,용서·변제,JLPT_1 JLPT,"l*Q,*Lu2Mg"
感無量,かんむりょう,감개무량,JLPT_1 JLPT,h`NZ!a[CSf
勧誘,かんゆう,권유,JLPT_1 Intermediate_Japanese_Ln.5 JLPT Intermediate_Japanese,fyr>KNdC{T
関与,かんよ,관여,JLPT_1 JLPT,d<Jle/NX</
寛容,かんよう,관용·너그러움,JLPT_1 JLPT,f|A2.V0M-n
元来,がんらい,원래·본래,JLPT_1 JLPT,Cno5E):pRp
観覧,かんらん,관람,JLPT_1 JLPT,"A$Cx0<I,I0"
慣例,かんれい,관례,JLPT_1 JLPT,t0a}a`u9:H
還暦,かんれき,환갑,JLPT_1 JLPT,4cAN40ulx
貫禄,かんろく,관록·위엄,JLPT_1 JLPT,I1]lC*Xh&L
緩和,かんわ,완화,JLPT_1 JLPT,"k^:RZ|u,e@"
의안,ぎあん,의안,JLPT_1 JLPT,"I,VMbY@&-V"
危害,きがい,위해·위험,JLPT_1 JLPT,F>Z;`xG3Np
企画,きかく,기획,JLPT_1 Intermediate_Japanese_Ln.14 JLPT Intermediate_Japanese,w*I2LS4{H:
規格,きかく,규격,JLPT_1 JLPT,"xzs,)in_UO"
着飾る,きかざる,성장하다·꾸미다,JLPT_1 JLPT,HoI9}BI#^/
気兼ね,きがね,어려워함·거북함,JLPT_1 JLPT,GRlL|p}26%
気軽,きがる,홀가분함·부담 없음,JLPT_1 JLPT,s;sgdqP}O.
危機,きき,위기,JLPT_1 JLPT,C.^&25N@a~
聞き取り,ききとり,듣기·청해,JLPT_1 JLPT,soL?dWfD3o
効き目,ききめ,효과·효능,JLPT_1 JLPT,"i,@$ZV_BJi"
帰京,ききょう,귀경,JLPT_1 JLPT,wzR`J2j)`0
戯曲,ぎきょく,희곡,JLPT_1 JLPT,Dx[W!Tbqvu
基金,ききん,기금,JLPT_1 JLPT,Jsw14fTONr
喜劇,きげき,희극·코미디,JLPT_1 JLPT,vo)8mTt@2i
議決,ぎけつ,의결,JLPT_1 JLPT,ina$-8>Dz[
棄権,きけん,기권,JLPT_1 JLPT,yPr@u5g:%p
既婚,きこん,기혼,JLPT_1 JLPT,"zec,ws!-1^"
気障,きざ,잘난 체함·비위에 거슬림,JLPT_1 JLPT,PIJe@Xxivf
記載,きさい,기재,JLPT_1 JLPT,"AtF!,w].-2"
兆,きざし,조짐·전조,JLPT_1 JLPT,KEdc345jt(
気質,きしつ,기질·성질,JLPT_1 JLPT,sH[}/atE{z
期日,きじつ,기일,JLPT_1 JLPT,"v,pIo6nfY,"
きしむ,きしむ,삐걱거리다,JLPT_1 JLPT,JyV83hu3eM
議事堂,ぎじどう,의사당,JLPT_1 JLPT,ku.2udaM_
記述,きじゅつ,기술·기록,JLPT_1 JLPT,keg8V#>EyG
