expression,reading,meaning,tags,guid,example_jp,example_reading_hiragana,example_ko
気に障る,きにさわる,비위에 거슬리다,JLPT_1 JLPT,[y(oNAuO3o,彼の高慢な態度が気に障る。,かれのこうまんなたいどがきにさわる。,그의 거만한 태도가 비위에 거슬린다.
規範,きはん,규범,JLPT_1 JLPT,NdMspV=->{,法律は社会の規範となる。,ほうりつはしゃかいのきはんとなる。,법률은 사회의 규범이 된다.
基盤,きばん,기반,JLPT_1 JLPT,8j{x9&4BC#,信頼が協力の基盤になる。,しんらいがきょうりょくのきばんになる。,신뢰가 협력의 기반이 된다.
気品,きひん,기품,JLPT_1 JLPT,TC=Y-STRpi,立ち居振る舞いに気品がある。,たちいふるまいにきひんがある。,몸가짐에 기품이 있다.
起伏,きふく,기복,JLPT_1 JLPT,ky3+b$6<0%,この道は起伏が激しい。,このみちはきふくがはげしい。,이 길은 기복이 심하다.
却下,きゃっか,"각하, 기각",JLPT_1 JLPT,(CGsbg=Y32,申請は要件を満たさず却下された。,しんせいはようけんをみたさずきゃっかされた。,신청은 요건을 충족하지 못해 기각됐다.
キャリア,キャリア,"커리어, 경력",JLPT_1 JLPT,P|c(!A@NO%,海外で長いキャリアを築いた。,かいがいでながいきゃりあをきずいた。,해외에서 오랜 경력을 쌓았다.
急速,きゅうそく,"급히, 갑작스럽게",JLPT_1 JLPT,+t9?+G5R93,感染が急速に広がった。,かんせんがきゅうそくにひろがった。,감염이 급속히 퍼졌다.
休養,きゅうよう,휴양,JLPT_1 JLPT,|nMC!Nyu`),温泉で十分に休養した。,おんせんでじゅうぶんにきゅうようした。,온천에서 충분히 휴양했다.
寄与,きよ,기여,JLPT_1 JLPT,z.V[V`Ajp0,研究の発展に大きく寄与した。,けんきゅうのはってんにおおきくきよした。,연구 발전에 크게 기여했다.
起用,きよう,기용,JLPT_1 JLPT,|EJ.ZdUUZ},新人を主役に起用した。,しんじんをしゅやくにきようした。,신인을 주연으로 기용했다.
教訓,きょうくん,교훈,JLPT_1 JLPT,6SxiJrFk9_,失敗から貴重な教訓を得た。,しっぱいからきちょうなきょうくんをえた。,실패에서 귀중한 교훈을 얻었다.
強硬,きょうこう,강경함,JLPT_1 JLPT,G]]/D#q7M1,政府は強硬な姿勢を崩さない。,せいふはきょうこうなしせいをくずさない。,정부는 강경한 태도를 굽히지 않는다.
興じる,きょうじる,"즐기다, 흥겨워하다",JLPT_1 JLPT,Gi~*N.<v0d,皆でカードゲームに興じた。,みんなでかーどげーむにきょうじた。,모두 함께 카드 게임을 즐겼다.
強制,きょうせい,강제,JLPT_1 JLPT,1`VS/NOW(Q,参加を強制してはいけない。,さんかをきょうせいしてはいけない。,참가를 강요해서는 안 된다.
切り出す,きりだす,"(말을) 꺼내다, 시작하다",JLPT_1 JLPT,9DdskY1<f;,父は静かに本題を切り出した。,ちちはしずかにほんだいをきりだした。,아버지는 조용히 본론을 꺼냈다.
緊急,きんきゅう,긴급,JLPT_1 JLPT,"EW2K8mNPZ,",緊急の連絡が入りました。,きんきゅうのれんらくがはいりました。,긴급 연락이 왔습니다.
禁物,きんもつ,금물,JLPT_1 JLPT,Re8?e(uEI^,油断は禁物だ。,ゆだんはきんもつだ。,방심은 금물이다.
食い込む,くいこむ,"파고들다, 차지하다",JLPT_1 JLPT,O:OaJooJAg,細いひもが腕に食い込んだ。,ほそいひもがうでにくいこんだ。,가는 끈이 팔을 파고들었다.
食い止める,くいとめる,저지하다,JLPT_1 JLPT,Ea-$|E]roP,火の広がりを食い止めた。,ひのひろがりをくいとめた。,불길의 확산을 저지했다.
駆使する,くしする,구사하다,JLPT_1 JLPT,(>Q-|&xF*g,三か国語を駆使して交渉した。,さんかこくごをくししてこうしょうした。,3개 국어를 구사해 협상했다.
くだす,くだす,① (지위) 낮추다 ② (명령) 내리다,JLPT_1 JLPT,KxV%$vecWX,裁判官が判決をくだした。,さいばんかんがはんけつをくだした。,판사가 판결을 내렸다.
口がかたい,くちがかたい,입이 무겁다,JLPT_1 JLPT,=W2P99jEoA,彼は口がかたいから信頼できる。,かれはくちがかたいからしんらいできる。,그는 입이 무거워서 믿을 수 있다.
ぐっすり,ぐっすり,푹(깊은 잠을 자는 모양),JLPT_1 JLPT,<ZxkO;7|1e,昨夜はぐっすり眠れた。,さくやはぐっすりねむれた。,어젯밤은 푹 잘 수 있었다.
くよくよ,くよくよ,끙끙(사소한 일을 늘 걱정하는 모양),JLPT_1 JLPT,gaM7i!]lBZ,済んだことをくよくよ悩むな。,すんだことをくよくよなやむな。,지난 일을 끙끙 고민하지 마라.
クレーム,クレーム,"불만, 클레임",JLPT_1 JLPT,p3@/pf4]NL,商品の傷についてクレームが来た。,しょうひんのきずについてくれーむがきた。,상품 흠집에 대한 불만이 들어왔다.
軽快,けいかい,경쾌함,JLPT_1 JLPT,$5R3%716e_,軽快な音楽に合わせて踊った。,けいかいなおんがくにあわせておどった。,경쾌한 음악에 맞춰 춤췄다.
形勢,けいせい,형세,JLPT_1 JLPT,`9H!+=s;Ow,後半で試合の形勢が逆転した。,こうはんでしあいのけいせいがぎゃくてんした。,후반에 경기 형세가 역전됐다.
経歴,けいれき,경력,JLPT_1 JLPT,D@Qly1VCY(,履歴書に職務経歴を書く。,りれきしょにしょくむけいれきをかく。,이력서에 직무 경력을 쓴다.
結成,けっせい,결성,JLPT_1 JLPT,CIwP^oU.IP,地域の青年団を結成した。,ちいきのせいねんだんをけっせいした。,지역 청년단을 결성했다.
結束,けっそく,결속,JLPT_1 JLPT,",S,+$,yj=^",危機を前に仲間の結束が強まった。,ききをまえになかまのけっそくがつよまった。,위기 앞에서 동료들의 결속이 강해졌다.
けなす,けなす,"혹평하다, 헐뜯다",JLPT_1 JLPT,I8hg/^`E7f,人の努力をけなすのはよくない。,ひとのどりょくをけなすのはよくない。,남의 노력을 헐뜯는 것은 좋지 않다.
煙たい,けむたい,"냅다, 맵고 싸하다",JLPT_1 JLPT,CVuqw)T/FY,煙が目に染みて煙たい。,けむりがめにしみてけむたい。,연기가 눈을 자극해 매캐하다.
～圏,～けん,~권,JLPT_1 JLPT,"4,$N$)FE;O",首都圏では家賃が高い。,しゅとけんではやちんがたかい。,수도권은 집세가 비싸다.
権威,けんい,권위,JLPT_1 JLPT,"fq,{q7uCUc",彼は医学界の権威だ。,かれはいがくかいのけんいだ。,그는 의학계의 권위자다.
言及,げんきゅう,언급,JLPT_1 JLPT,(s~3>F^/EJ,報告書は原因にも言及した。,ほうこくしょはげんいんにもげんきゅうした。,보고서는 원인도 언급했다.
堅実,けんじつ,견실함,JLPT_1 JLPT,/)YwMAP>eA,彼は堅実な方法で財産を築いた。,かれはけんじつなほうほうでざいさんをきずいた。,그는 견실한 방법으로 재산을 일궜다.
健全,けんぜん,건전함,JLPT_1 JLPT,7R3V8tGl/.,子供の健全な成長を願う。,こどものけんぜんなせいちょうをねがう。,아이의 건전한 성장을 바란다.
厳密,げんみつ,엄밀함,JLPT_1 JLPT,G%11CFb&(6,二つの言葉を厳密に区別する。,ふたつのことばをげんみつにくべつする。,두 단어를 엄밀히 구별한다.
合意,ごうい,합의,JLPT_1 JLPT,-(T<]#pZ1>,双方が条件に合意した。,そうほうがじょうけんにごういした。,양측이 조건에 합의했다.
抗議,こうぎ,항의,JLPT_1 JLPT,tZ9etH1GRI,値上げに抗議する声が上がった。,ねあげにこうぎするこえがあがった。,가격 인상에 항의하는 목소리가 나왔다.
交錯,こうさく,"교차, 뒤얽힘",JLPT_1 JLPT,"Q,xsjaaK~8",期待と不安が心に交錯した。,きたいとふあんがこころにこうさくした。,기대와 불안이 마음속에 뒤얽혔다.
交渉,こうしょう,교섭,JLPT_1 JLPT,sVVwtP6Z>*,賃金について会社と交渉する。,ちんぎんについてかいしゃとこうしょうする。,임금에 관해 회사와 교섭한다.
向上,こうじょう,향상,JLPT_1 JLPT,:m[2:a68&4,練習で技術が向上した。,れんしゅうでぎじゅつがこうじょうした。,연습으로 기술이 향상됐다.
互角,ごかく,"호각, 막상막하",JLPT_1 JLPT,`}ny2O@a%E,両者の実力は互角だ。,りょうしゃのじつりょくはごかくだ。,양쪽의 실력은 막상막하다.
ここちよい,ここちよい,기분 좋다,JLPT_1 JLPT,"1!-W,;SK`3",春風がここちよい。,はるかぜがここちよい。,봄바람이 기분 좋다.
心得,こころえ,"소양, 이해",JLPT_1 JLPT,VFQFX*Wtv{,茶道の心得が少しある。,さどうのこころえがすこしある。,다도에 대한 소양이 조금 있다.
心がける,こころがける,유의하다,JLPT_1 JLPT,^g.^((^T:|,毎朝早く起きるよう心がける。,まいあさはやくおきるようこころがける。,매일 아침 일찍 일어나도록 유의한다.
心強い,こころづよい,마음 든든하다,JLPT_1 JLPT,*K~~%uy:J~,仲間がいると心強い。,なかまがいるとこころづよい。,동료가 있으면 든든하다.
心細い,こころぼそい,불안하다,JLPT_1 JLPT,^{}{hO~$He,一人で待つのは心細い。,ひとりでまつのはこころぼそい。,혼자 기다리기는 불안하다.
こじれる,こじれる,"뒤틀리다, 복잡해지다",JLPT_1 JLPT,Tp#d)r}*:6,交渉がこじれて訴訟になった。,こうしょうがこじれてそしょうになった。,협상이 꼬여 소송으로 번졌다.
こだわる,こだわる,구애되다,JLPT_1 JLPT,H!=F@?RGD.,形式にこだわる必要はない。,けいしきにこだわるひつようはない。,형식에 얽매일 필요는 없다.
こつ,こつ,요령,JLPT_1 JLPT,q=UXU:8W%(,少ない油で揚げるこつを教わった。,すくないあぶらであげるこつをおそわった。,적은 기름으로 튀기는 요령을 배웠다.
ことごとく,ことごとく,"모조리, 죄다",JLPT_1 JLPT,"**_,*8k,w>",予想はことごとく外れた。,よそうはことごとくはずれた。,예상은 모조리 빗나갔다.
ことによると,ことによると,어쩌면,JLPT_1 JLPT,3X;DLw6ER[,ことによると明日は雪かもしれない。,ことによるとあしたはゆきかもしれない。,어쩌면 내일은 눈이 올지도 모른다.
ごまかす,ごまかす,"속이다, 얼버무리다",JLPT_1 JLPT,Xfe;WFKKj@,年齢をごまかして応募した。,ねんれいをごまかしておうぼした。,나이를 속여 지원했다.
こまやか,こまやか,"자상함, 세밀함",JLPT_1 JLPT,^O|1@L^zee,こまやかな心遣いに感謝する。,こまやかなこころづかいにかんしゃする。,세심한 배려에 감사한다.
こみあげる,こみあげる,치밀어 오르다,JLPT_1 JLPT,O}YH!W[|ur,悔しさが胸にこみあげた。,くやしさがむねにこみあげた。,분한 마음이 가슴에 치밀었다.
コミュニケーション,コミュニケーション,커뮤니케이션,JLPT_1 JLPT,woQcCCQY[|,家族とのコミュニケーションを大切にする。,かぞくとのこみゅにけーしょんをたいせつにする。,가족과의 소통을 소중히 한다.
こめる,こめる,"넣다, 담다",JLPT_1 JLPT,a3x!Af:$N=,手紙に感謝の気持ちをこめた。,てがみにかんしゃのきもちをこめた。,편지에 감사의 마음을 담았다.
孤立,こりつ,고립,JLPT_1 JLPT,eJiA:`Q#~M,村は洪水で孤立した。,むらはこうずいでこりつした。,마을은 홍수로 고립됐다.
これといった,これといった,이렇다 할,JLPT_1 JLPT,"e_4{//yB,]",これといった趣味はない。,これといったしゅみはない。,이렇다 할 취미는 없다.
ごろごろ(と),ごろごろ(と),데굴데굴,JLPT_1 JLPT,M|>ciyT9??,大きな岩がごろごろと転がった。,おおきないわがごろごろところがった。,큰 바위들이 데굴데굴 굴렀다.
コンスタントに,コンスタントに,꾸준히,JLPT_1 JLPT,6lP{@{?h/.,毎月コンスタントに利益を出す。,まいつきこんすたんとにりえきをだす。,매달 꾸준히 이익을 낸다.
サイクル,サイクル,"사이클, 주기",JLPT_1 JLPT,fzhrY!m5vq,景気は十年のサイクルで変動する。,けいきはじゅうねんのさいくるでへんどうする。,경기는 10년 주기로 변동한다.
在庫,ざいこ,재고,JLPT_1 JLPT,2q[YPZ@&#h,倉庫の在庫を確認した。,そうこのざいこをかくにんした。,창고의 재고를 확인했다.
サイズ,サイズ,사이즈,JLPT_1 JLPT,]+fiDQS+CZ,靴のサイズが合わない。,くつのさいずがあわない。,신발 사이즈가 맞지 않는다.
再発,さいはつ,재발,JLPT_1 JLPT,;5mef3NrS+,退院後に病気が再発した。,たいいんごにびょうきがさいはつした。,퇴원 후 병이 재발했다.
さえる,さえる,(머리가) 맑아지다,JLPT_1 JLPT,tM%jN0wM5-,朝は頭がさえて仕事が進む。,あさはあたまがさえてしごとがすすむ。,아침에는 머리가 맑아 일이 잘된다.
差し支える,さしつかえる,지장이 있다,JLPT_1 JLPT,O{eBJ&B/Hx,寝不足は翌日の仕事に差し支える。,ねぶそくはよくじつのしごとにさしつかえる。,수면 부족은 다음 날 업무에 지장을 준다.
さじをなげる,さじをなげる,가망이 없어 포기하다,JLPT_1 JLPT,Xc{df%D.]c,医者もついにさじをなげた。,いしゃもついにさじをなげた。,의사도 마침내 가망이 없다며 포기했다.
察する,さっする,헤아리다,JLPT_1 JLPT,"8?t-[t?#i,",表情から彼の不安を察した。,ひょうじょうからかれのふあんをさっした。,표정에서 그의 불안을 헤아렸다.
さも,さも,"자못, 아주, 정말로",JLPT_1 JLPT,q`m~Y/Z(1a,彼はさも得意そうに笑った。,かれはさもとくいそうにわらった。,그는 자못 뿌듯한 듯 웃었다.
参照,さんしょう,참조,JLPT_1 JLPT,e3$hN{q=>C,詳細は次の表を参照してください。,しょうさいはつぎのひょうをさんしょうしてください。,상세 내용은 다음 표를 참조해 주세요.
仕上げる,しあげる,완성하다,JLPT_1 JLPT,nf9V^Uon2),職人が料理を美しく仕上げた。,しょくにんがりょうりをうつくしくしあげた。,장인이 요리를 아름답게 완성했다.
しいて,しいて,"억지로, 굳이, 구태여",JLPT_1 JLPT,suVnp5W{fM,しいて言えば、駅から遠いのが欠点だ。,しいていえば、えきからとおいのがけってんだ。,굳이 말하자면 역에서 먼 것이 단점이다.
シェア,シェア,점유율,JLPT_1 JLPT,9ngF}Z-(vr,国内市場で高いシェアを占める。,こくないしじょうでたかいしぇあをしめる。,국내 시장에서 높은 점유율을 차지한다.
自覚,じかく,자각,JLPT_1 JLPT,Pd<iqXRB;M,自分の責任を自覚している。,じぶんのせきにんをじかくしている。,자신의 책임을 자각하고 있다.
しかけ,しかけ,"장치, 속임수",JLPT_1 JLPT,;;%4KaZv}m,箱を開けると音が鳴るしかけだ。,はこをあけるとおとがなるしかけだ。,상자를 열면 소리가 나는 장치다.
時期,じき,시기,JLPT_1 JLPT,vpk&4-rZTl,今は旅行に最適な時期だ。,いまはりょこうにさいてきなじきだ。,지금은 여행하기 가장 좋은 시기다.
仕組み,しくみ,구조(=メカニズム),JLPT_1 JLPT,.^vSmOpW+>,発電の仕組みを模型で示した。,はつでんのしくみをもけいでしめした。,발전 구조를 모형으로 보여 줬다.
支障,ししょう,지장,JLPT_1 JLPT,!.?;jd<Tzo,工事は営業に支障をきたした。,こうじはえいぎょうにししょうをきたした。,공사는 영업에 지장을 초래했다.
辞退,じたい,사퇴,JLPT_1 JLPT,TdunQRepU;,健康上の理由で役員を辞退した。,けんこうじょうのりゆうでやくいんをじたいした。,건강상의 이유로 임원직을 사퇴했다.
シック,シック,"멋진 모양, 세련된 모양",JLPT_1 JLPT,8ib_m/mR7m,シックな色の上着を選んだ。,しっくないろのうわぎをえらんだ。,세련된 색의 윗옷을 골랐다.
実情,じつじょう,실정,JLPT_1 JLPT,ejyz>)3/|_,現場の実情に合わない規則だ。,げんばのじつじょうにあわないきそくだ。,현장 실정에 맞지 않는 규칙이다.
しぶとい,しぶとい,고집이 세다,JLPT_1 JLPT,x~?{NY>Kw<,何度倒されてもしぶとく立ち上がった。,なんどたおされてもしぶとくたちあがった。,몇 번을 쓰러져도 끈질기게 일어섰다.
染みる,しみる,"스며들다, 배다",JLPT_1 JLPT,bF@7sb+esr,雨が靴の中まで染みた。,あめがくつのなかまでしみた。,빗물이 신발 안까지 스며들었다.
じめじめ,じめじめ,"축축, 끈적끈적(습기가 많은 모양)",JLPT_1 JLPT,V>Ak{a|kz%,梅雨で部屋がじめじめしている。,つゆでへやがじめじめしている。,장마로 방이 축축하다.
遮断,しゃだん,차단,JLPT_1 JLPT,DQ0G8VzgX2,厚い壁が外の音を遮断する。,あついかべがそとのおとをしゃだんする。,두꺼운 벽이 바깥 소리를 차단한다.
ジャンル,ジャンル,장르,JLPT_1 JLPT,Czq2NW}49w,この映画は喜劇のジャンルに入る。,このえいがはきげきのじゃんるにはいる。,이 영화는 희극 장르에 속한다.
従事,じゅうじ,종사,JLPT_1 JLPT,=TRMV+Jd9A,兄は医療現場に従事している。,あにはいりょうげんばにじゅうじしている。,형은 의료 현장에 종사하고 있다.
周到な,しゅうとうな,주도면밀한,JLPT_1 JLPT,+z`Ovn~JQ;,周到な準備が成功につながった。,しゅうとうなじゅんびがせいこうにつながった。,주도면밀한 준비가 성공으로 이어졌다.
修復,しゅうふく,"수복, 복원",JLPT_1 JLPT,6nTMc~Lt=d,専門家が古い壁画を修復した。,せんもんかがふるいへきがをしゅうふくした。,전문가가 오래된 벽화를 복원했다.
収容,しゅうよう,수용,JLPT_1 JLPT,~lo2Rgo@$*,避難所は百人を収容できる。,ひなんじょはひゃくにんをしゅうようできる。,대피소는 100명을 수용할 수 있다.
熟知,じゅくち,숙지,JLPT_1 JLPT,o;F0:ziHPD,彼は現地の事情を熟知している。,かれはげんちのじじょうをじゅくちしている。,그는 현지 사정을 숙지하고 있다.
主張,しゅちょう,주장,JLPT_1 JLPT,cSy:c{8E{2,会議で自分の意見を主張した。,かいぎでじぶんのいけんをしゅちょうした。,회의에서 자신의 의견을 주장했다.
主導権,しゅどうけん,주도권,JLPT_1 JLPT,^%5P@-8.^9,交渉の主導権を相手に握られた。,こうしょうのしゅどうけんをあいてににぎられた。,협상의 주도권을 상대에게 빼앗겼다.
(情報)網,(じょうほう)もう,(정보)망,JLPT_1 JLPT,@g{oS.@6E(,世界中に情報網を張り巡らす。,せかいじゅうにじょうほうもうをはりめぐらす。,전 세계에 정보망을 둘러친다.
処置,しょち,"처치, 조치",JLPT_1 JLPT,rGW5Qx8M_3,医師が傷口に適切な処置をした。,いしがきずぐちにてきせつなしょちをした。,의사가 상처에 적절한 처치를 했다.
助長する,じょちょうする,조장하다,JLPT_1 JLPT,A6D]qcgX9U,不用意な発言が不安を助長した。,ふよういなはつげんがふあんをじょちょうした。,경솔한 발언이 불안을 조장했다.
自立,じりつ,자립,JLPT_1 JLPT,LM{?-npynA,二十歳で親元を離れて自立した。,はたちでおやもとをはなれてじりつした。,스무 살에 부모 곁을 떠나 자립했다.
しわざ,しわざ,"짓, 소행",JLPT_1 JLPT,"3_:Y~71Ct,",窓が割れたのは弟のしわざだ。,まどがわれたのはおとうとのしわざだ。,창문이 깨진 것은 남동생의 짓이다.
進呈,しんてい,"증정, 드림",JLPT_1 JLPT,YC5T;{5]iN,先着百名に記念品を進呈します。,せんちゃくひゃくめいにきねんひんをしんていします。,선착순 100명에게 기념품을 드립니다.
推移,すいい,추이,JLPT_1 JLPT,:yKgrv$:)L,人口の推移をグラフで示す。,じんこうのすいいをぐらふでしめす。,인구 추이를 그래프로 나타낸다.
すがすがしい,すがすがしい,상쾌하다,JLPT_1 JLPT,ciJ>sPPa3!,朝の空気がすがすがしい。,あさのくうきがすがすがしい。,아침 공기가 상쾌하다.
すくう,すくう,"떠내다, 건져 올리다",JLPT_1 JLPT,|}^zKz9mDY,網で池の落ち葉をすくった。,あみでいけのおちばをすくった。,그물로 연못의 낙엽을 건져 올렸다.
すさまじい,すさまじい,"무섭다, 굉장하다",JLPT_1 JLPT,*M%i)PXue4,会場にすさまじい歓声が響いた。,かいじょうにすさまじいかんせいがひびいた。,경기장에 굉장한 함성이 울렸다.
スタイル,スタイル,스타일,JLPT_1 JLPT,7!H!AzBX3w,働き方のスタイルが変わった。,はたらきかたのすたいるがかわった。,일하는 방식이 바뀌었다.
ずっしりと,ずっしりと,묵직한,JLPT_1 JLPT,/~5yz{]%t{,米袋はずっしりと重かった。,こめぶくろはずっしりとおもかった。,쌀자루는 묵직하게 무거웠다.
ストック,ストック,재고,JLPT_1 JLPT,]p0pZ<neS.,災害に備えて水をストックする。,さいがいにそなえてみずをすとっくする。,재해에 대비해 물을 비축한다.
すばしこい,すばしこい,민첩하다,JLPT_1 JLPT,g$7|L[%`~l,猫がすばしこく塀を登った。,ねこがすばしこくへいをのぼった。,고양이가 민첩하게 담을 올랐다.
スペース,スペース,공간,JLPT_1 JLPT,"vTCY,BtwDw",机を置くスペースがない。,つくえをおくすぺーすがない。,책상을 놓을 공간이 없다.
すべすべ,すべすべ,(피부가) 매끈매끈,JLPT_1 JLPT,0Ic`-~ODbT,この石は表面がすべすべしている。,このいしはひょうめんがすべすべしている。,이 돌은 표면이 매끈하다.
すんなり,すんなり,"척척, 순조롭게",JLPT_1 JLPT,>_w.GqhTYo,手続きはすんなり終わった。,てつづきはすんなりおわった。,절차는 순조롭게 끝났다.
制限,せいげん,제한,JLPT_1 JLPT,.<^17%r+`w,入場者数を百人に制限する。,にゅうじょうしゃすうをひゃくにんにせいげんする。,입장객 수를 100명으로 제한한다.
盛大に,せいだいに,성대하게,JLPT_1 JLPT,!Kv#r5+Ao-,創立記念日を盛大に祝った。,そうりつきねんびをせいだいにいわった。,창립 기념일을 성대하게 축하했다.
精力的,せいりょくてき,정력적임,JLPT_1 JLPT,uLbd]@/[J(,彼女は精力的に各地を訪ねた。,かのじょはせいりょくてきにかくちをたずねた。,그녀는 정력적으로 각지를 방문했다.
せかせかと,せかせかと,"성급하게, 침착하지 못하게",JLPT_1 JLPT,`s7bn.#o:n,朝からせかせかと荷造りしている。,あさからせかせかとにづくりしている。,아침부터 부산하게 짐을 싸고 있다.
切実,せつじつ,절실함,JLPT_1 JLPT,d{hu1EDop.,住民の願いは切実だ。,じゅうみんのねがいはせつじつだ。,주민들의 바람은 절실하다.
摂取,せっしゅ,섭취,JLPT_1 JLPT,|xmw{rZayr,野菜から十分な栄養を摂取する。,やさいからじゅうぶんなえいようをせっしゅする。,채소로 충분한 영양을 섭취한다.
絶大な,ぜつだいな,절대적인,JLPT_1 JLPT,ihMqPq;3sp,その発見は社会に絶大な影響を与えた。,そのはっけんはしゃかいにぜつだいなえいきょうをあたえた。,그 발견은 사회에 막대한 영향을 주었다.
せつない,せつない,애달프다,JLPT_1 JLPT,wp>$FP&Sg6,故郷を思うと胸がせつない。,ふるさとをおもうとむねがせつない。,고향을 생각하면 가슴이 애달프다.
設立,せつりつ,설립,JLPT_1 JLPT,ef;0aCDH/<,地域に新しい学校を設立した。,ちいきにあたらしいがっこうをせつりつした。,지역에 새 학교를 설립했다.
セレモニー,セレモニー,"세레모니, 의식",JLPT_1 JLPT,;AsyA<jT%V,開幕セレモニーに選手が並んだ。,かいまくせれもにーにせんしゅがならんだ。,개막식에 선수들이 늘어섰다.
選考,せんこう,"선고, 전형",JLPT_1 JLPT,)rO(5gF6OF,書類選考を通過した。,しょるいせんこうをつうかした。,서류 전형을 통과했다.
センサー,センサー,센서,JLPT_1 JLPT,]np6ziO^BB,センサーが煙を検知した。,せんさーがけむりをけんちした。,센서가 연기를 감지했다.
センス,センス,센스,JLPT_1 JLPT,",HlIouJ~*(",彼女は服のセンスがいい。,かのじょはふくのせんすがいい。,그녀는 옷 입는 감각이 좋다.
壮大,そうだい,장대함,JLPT_1 JLPT,<_S|ccms/s,壮大な山々を眺めた。,そうだいなやまやまをながめた。,장대한 산들을 바라봤다.
備わる,そなわる,갖추어지다,JLPT_1 JLPT,yKGWi-1zjL,この部屋には必要な設備が備わっている。,このへやにはひつようなせつびがそなわっている。,이 방에는 필요한 설비가 갖춰져 있다.
そっけない,そっけない,"무정하다, 냉담하다",JLPT_1 JLPT,[jRGmy@]#{,店員はそっけない返事をした。,てんいんはそっけないへんじをした。,점원은 냉담하게 대답했다.
そわそわ,そわそわ,안절부절 못함,JLPT_1 JLPT,",^G9wM.NI4",結果が気になってそわそわする。,けっかがきになってそわそわする。,결과가 신경 쓰여 안절부절못한다.
ぞんざい,ぞんざい,아무렇게나 함,JLPT_1 JLPT,|Qs8.di$4^,道具をぞんざいに扱うな。,どうぐをぞんざいにあつかうな。,도구를 함부로 다루지 마라.
対処,たいしょ,대처,JLPT_1 JLPT,.%.]}HeI{7,事故には冷静に対処してください。,じこにはれいせいにたいしょしてください。,사고에는 침착하게 대처해 주세요.
大胆,だいたん,대담함,JLPT_1 JLPT,2j3!3z+~5/,彼は大胆な改革に踏み切った。,かれはだいたんなかいかくにふみきった。,그는 대담한 개혁에 나섰다.
台無し,だいなし,엉망이 됨,JLPT_1 JLPT,"*7OAKt,(4=",雨で遠足が台無しになった。,あめでえんそくがだいなしになった。,비 때문에 소풍을 망쳤다.
打開,だかい,타개,JLPT_1 JLPT,d.qxMb<_Wv,行き詰まりを打開する案を探す。,いきづまりをだかいするあんをさがす。,막힌 상황을 타개할 방안을 찾는다.
多角的,たかくてき,다각적,JLPT_1 JLPT,",Lq0($6O@w",問題を多角的に検討する。,もんだいをたかくてきにけんとうする。,문제를 다각적으로 검토한다.
たくましい,たくましい,늠름하다,JLPT_1 JLPT,f5hg@`Q*kF,息子はたくましく成長した。,むすこはたくましくせいちょうした。,아들은 늠름하게 성장했다.
打診,だしん,타진,JLPT_1 JLPT,GLq*lTI{Zo,先方に提携の意向を打診した。,せんぽうにていけいのいこうをだしんした。,상대 측에 제휴 의향을 타진했다.
たたえる,たたえる,"칭찬하다, 기리다",JLPT_1 JLPT,AhE&i2$ErK,観客は選手の健闘をたたえた。,かんきゃくはせんしゅのけんとうをたたえた。,관객은 선수의 선전을 칭찬했다.
立て替える,たてかえる,대신 갚아주다,JLPT_1 JLPT,Q0z>bGfaGd,昼食代は私が立て替えます。,ちゅうしょくだいはわたしがたてかえます。,점심값은 제가 대신 내겠습니다.
たどる,たどる,길을 따라가다,JLPT_1 JLPT,YD2l_nVkuF,地図を見ながら山道をたどった。,ちずをみながらやまみちをたどった。,지도를 보며 산길을 따라갔다.
だぶだぶ,だぶだぶ,헐렁헐렁,JLPT_1 JLPT,)/7Zp4Qzlg,この服は私にはだぶだぶだ。,このふくはわたしにはだぶだぶだ。,이 옷은 내게 너무 헐렁하다.
ためらう,ためらう,주저하다,JLPT_1 JLPT,p.*e<hg-ni,返事をするのをためらって黙り込んだ。,へんじをするのをためらってだまりこんだ。,대답하기를 주저하며 입을 다물었다.
保つ,たもつ,유지하다,JLPT_1 JLPT,meBNF0rOL&,室温を一定に保つ。,しつおんをいっていにたもつ。,실내 온도를 일정하게 유지한다.
だるい,だるい,나른하다,JLPT_1 JLPT,"{,^A[P$ZeZ",熱が出て体がだるい。,ねつがでてからだがだるい。,열이 나서 몸이 나른하다.
断言,だんげん,단언,JLPT_1 JLPT,5c:Ts0**HP,彼は無実だと断言した。,かれはむじつだとだんげんした。,그는 무죄라고 단언했다.
短縮,たんしゅく,단축,JLPT_1 JLPT,Q_xd+GozN4,会議時間を一時間に短縮した。,かいぎじかんをいちじかんにたんしゅくした。,회의 시간을 한 시간으로 단축했다.
仲裁,ちゅうさい,중재,JLPT_1 JLPT,l{O-yBzW5e,第三者が争いを仲裁した。,だいさんしゃがあらそいをちゅうさいした。,제삼자가 다툼을 중재했다.
忠実に,ちゅうじつに,충실히,JLPT_1 JLPT,3@uSTPh@F3,原文を忠実に翻訳した。,げんぶんをちゅうじつにほんやくした。,원문을 충실히 번역했다.
直面,ちょくめん,직면,JLPT_1 JLPT,q!NR^JUA#=,会社は深刻な危機に直面した。,かいしゃはしんこくなききにちょくめんした。,회사는 심각한 위기에 직면했다.
直感的に,ちょっかんてきに,직감적으로,JLPT_1 JLPT,811Qp3;83D,この記号は直感的に理解できる。,このきごうはちょっかんてきにりかいできる。,이 기호는 직감적으로 이해할 수 있다.
