expression,reading,meaning,tags,guid,example_jp,example_reading_hiragana,example_ko
抑制,よくせい,억제,JLPT_1 JLPT,?N#>o^gCLC,塩分を控えることで血圧の上昇を抑制する。,えんぶんをひかえることでけつあつのじょうしょうをよくせいする。,염분을 줄여 혈압 상승을 억제한다.
養成,ようせい,양성,JLPT_1 JLPT,VrRt50i~I:,大学は地域医療を担う人材を養成している。,だいがくはちいきいりょうをになうじんざいをようせいしている。,대학은 지역 의료를 담당할 인재를 양성하고 있다.
予断,よだん,예측,JLPT_1 JLPT,^Lh2AfdEh|,予断を許さない状況が今も続いている。,よだんをゆるさないじょうきょうがいまもつづいている。,한 치 앞을 내다볼 수 없는 상황이 지금도 이어지고 있다.
余波,よは,여파,JLPT_1 JLPT,:%>hd4kvTz,値上げの余波が飲食店にも広がっている。,ねあげのよはがいんしょくてんにもひろがっている。,가격 인상의 여파가 음식점에도 퍼지고 있다.
よみがえる,よみがえる,되살아나다,JLPT_1 JLPT,@&6MbKDA]h,懐かしい曲を聞くと学生時代の記憶がよみがえる。,なつかしいきょくをきくとがくせいじだいのきおくがよみがえる。,그리운 노래를 들으면 학창 시절의 기억이 되살아난다.
楽観的,らっかんてき,낙관적,JLPT_1 JLPT,z&cu^Tr8/(,根拠もなく楽観的に考えるのは危険だ。,こんきょもなくらっかんてきにかんがえるのはきけんだ。,근거도 없이 낙관적으로 생각하는 것은 위험하다.
リード,リード,리드,JLPT_1 JLPT,0T1m9oYw}%,主将の一打でチームが一点リードした。,しゅしょうのいちだでちーむがいってんりーどした。,주장의 한 방으로 팀이 1점 앞섰다.
リスク,リスク,위험,JLPT_1 JLPT,pdv;)Z-VDr,海外投資には為替変動のリスクが伴う。,かいがいとうしにはかわせへんどうのりすくがともなう。,해외 투자에는 환율 변동 위험이 따른다.
リストアップ,リストアップ,"나열, 열거",JLPT_1 JLPT,kt;E{GlsCL,訪問したい店を十軒リストアップした。,ほうもんしたいみせをじゅっけんりすとあっぷした。,방문하고 싶은 가게 열 곳을 목록으로 뽑았다.
理性的,りせいてき,이성적,JLPT_1 JLPT,ZED42x;3H*,感情に流されず理性的に話し合おう。,かんじょうにながされずりせいてきにはなしあおう。,감정에 휩쓸리지 말고 이성적으로 대화하자.
流出,りゅうしゅつ,유출,JLPT_1 JLPT,I|>G0I)$1P,顧客情報の流出を防ぐ対策が必要だ。,こきゃくじょうほうのりゅうしゅつをふせぐたいさくがひつようだ。,고객 정보 유출을 막을 대책이 필요하다.
領域,りょういき,영역,JLPT_1 JLPT,0t}tySa;?|,その問題は医学だけで扱える領域を超えている。,そのもんだいはいがくだけであつかえるりょういきをこえている。,그 문제는 의학만으로 다룰 수 있는 영역을 넘어선다.
良識,りょうしき,양식,JLPT_1 JLPT,RscUuHIs53,公共の場では良識ある行動が求められる。,こうきょうのばではりょうしきあるこうどうがもとめられる。,공공장소에서는 양식 있는 행동이 요구된다.
類推,るいすい,유추,JLPT_1 JLPT,"=P8i4M@,B,",過去の事例から事故の原因を類推した。,かこのじれいからじこのげんいんをるいすいした。,과거 사례에서 사고 원인을 유추했다.
ルーズ,ルーズ,"단정치 못함, 허술함",JLPT_1 JLPT,":)0,I+<L~A",時間にルーズな彼は今日も遅刻した。,じかんにるーずなかれはきょうもちこくした。,시간 관념이 허술한 그는 오늘도 지각했다.
レイアウト,レイアウト,레이아웃,JLPT_1 JLPT,y4QtY]Cm:A,家具を動かして部屋のレイアウトを変えた。,かぐをうごかしてへやのれいあうとをかえた。,가구를 옮겨 방의 배치를 바꾸었다.
(歴史)上,(れきし)じょう,(역사)상,JLPT_1 JLPT,"9(,C]#>(i[",この発見は医学史上きわめて重要だ。,このはっけんはいがくしじょうきわめてじゅうようだ。,이 발견은 의학 역사상 매우 중요하다.
歴然と,れきぜんと,또렷하게,JLPT_1 JLPT,T?aWTDfyDM,練習量の差が結果に歴然と表れた。,れんしゅうりょうのさがけっかにれきぜんとあらわれた。,연습량의 차이가 결과에 뚜렷이 나타났다.
レベル,レベル,"레벨, 수준",JLPT_1 JLPT,T*s31&ntDL,初心者のレベルに合わせて説明する。,しょしんしゃのれべるにあわせてせつめいする。,초보자의 수준에 맞춰 설명한다.
連帯,れんたい,연대,JLPT_1 JLPT,"}e,05N1JlO",災害を機に地域の連帯が強まった。,さいがいをきにちいきのれんたいがつよまった。,재해를 계기로 지역의 연대가 강해졌다.
浪費,ろうひ,낭비,JLPT_1 JLPT,Z}-#9S/NE],誰もいない部屋の照明をつけておくのは電気の浪費だ。,だれもいないへやのしょうめいをつけておくのはでんきのろうひだ。,아무도 없는 방의 조명을 켜 두는 것은 전기 낭비다.
ろくに,ろくに,"제대로, 변변히",JLPT_1 JLPT,d|G2YB[8[N,徹夜したので朝食もろくに食べられなかった。,てつやしたのでちょうしょくもろくにたべられなかった。,밤을 새워서 아침밥도 제대로 먹지 못했다.
ロマンチック,ロマンチック,"로맨틱함, 낭만적임",JLPT_1 JLPT,4o1*rO3$gY,海辺のホテルでロマンチックな夕食を楽しんだ。,うみべのほてるでろまんちっくなゆうしょくをたのしんだ。,해변 호텔에서 낭만적인 저녁 식사를 즐겼다.
論理,ろんり,논리,JLPT_1 JLPT,1w?*m5{7Xy,感情ではなく論理に基づいて結論を出した。,かんじょうではなくろんりにもとづいてけつろんをだした。,감정이 아니라 논리에 근거해 결론을 내렸다.
わざわざ,わざわざ,"일부러, 특별히",JLPT_1 JLPT,]6#@&VKi{w,雨の中をわざわざ届けてくれてありがとう。,あめのなかをわざわざとどけてくれてありがとう。,빗속에 일부러 가져다줘서 고마워.
わずらわしい,わずらわしい,"귀찮다, 성가시다",JLPT_1 JLPT,QdA$PdzOm+,毎朝満員電車に乗るのはわずらわしい。,まいあさまんいんでんしゃにのるのはわずらわしい。,매일 아침 만원 전철을 타는 것은 성가시다.
割り当てる,わりあてる,분배하다,JLPT_1 JLPT,B:I$D{joXC,部長は新人にも重要な仕事を割り当てた。,ぶちょうはしんじんにもじゅうようなしごとをわりあてた。,부장은 신입에게도 중요한 일을 배정했다.
割り込む,わりこむ,끼어들다,JLPT_1 JLPT,Z{p5Jki@rs,列に割り込む人を係員が注意した。,れつにわりこむひとをかかりいんがちゅういした。,줄에 끼어드는 사람을 직원이 주의시켰다.
間柄,あいだがら,관계,JLPT_1 JLPT,-FzL`(WT%F,二人は何でも相談できる間柄だ。,ふたりはなんでもそうだんできるあいだがらだ。,두 사람은 무엇이든 의논할 수 있는 사이다.
あざやか,あざやか,선명함,JLPT_1 JLPT,;MR~@Sr1h;,雨上がりの空にあざやかな虹が架かった。,あめあがりのそらにあざやかなにじがかかった。,비가 갠 하늘에 선명한 무지개가 걸렸다.
当てはめる,あてはめる,"꼭 들어 맞추다, 적용시키다",JLPT_1 JLPT,F:fy4}]TA5,学んだ公式を実際の問題に当てはめる。,まなんだこうしきをじっさいのもんだいにあてはめる。,배운 공식을 실제 문제에 적용한다.
ありきたりだ,ありきたりだ,"흔하다, 평범하다",JLPT_1 JLPT,"aW~+sUS,F3",その映画はありきたりな結末で物足りなかった。,そのえいがはありきたりなけつまつでものたりなかった。,그 영화는 흔한 결말이라 아쉬웠다.
案の定,あんのじょう,"예상대로, 아니나다를까",JLPT_1 JLPT,87b+MbpYPp,案の定、午後から激しい雨が降り出した。,あんのじょう、ごごからはげしいあめがふりだした。,예상대로 오후부터 거센 비가 내리기 시작했다.
意地,いじ,고집,JLPT_1 JLPT,`2bM@GP^LH,意地を張らずに自分の間違いを認めなさい。,いじをはらずにじぶんのまちがいをみとめなさい。,고집부리지 말고 자신의 잘못을 인정해라.
一律,いちりつ,일률,JLPT_1 JLPT,L0SI+!WHs#,年齢に関係なく料金は一律千円です。,ねんれいにかんけいなくりょうきんはいちりつせんえんです。,나이와 관계없이 요금은 일률적으로 천 엔입니다.
一括,いっかつ,"일괄, 한데 묶음",JLPT_1 JLPT,R|2p+?1Tx&,支払いは月末に一括でお願いします。,しはらいはげつまつにいっかつでおねがいします。,결제는 월말에 일괄로 부탁드립니다.
一見,いっけん,언뜻 보기에,JLPT_1 JLPT,SL_kuD:5uu,一見簡単そうだが、解くには工夫が要る。,いっけんかんたんそうだが、とくにはくふうがいる。,언뜻 간단해 보이지만 풀려면 궁리가 필요하다.
今更,いまさら,이제와서,JLPT_1 JLPT,W|3lrQR9dv,今更謝っても失った信用は戻らない。,いまさらあやまってもうしなったしんようはもどらない。,이제 와서 사과해도 잃어버린 신뢰는 돌아오지 않는다.
いやに,いやに,"이상하게, 묘하게",JLPT_1 JLPT,0:qH.2v4+?,今日はいやに電車が空いている。,きょうはいやにでんしゃがすいている。,오늘은 이상하게 전철이 한산하다.
内訳,うちわけ,"내역, 명세",JLPT_1 JLPT,^F`1{zHQiZ,請求額の内訳を明細書で確認した。,せいきゅうがくのうちわけをめいさいしょでかくにんした。,청구액의 내역을 명세서로 확인했다.
うなだれる,うなだれる,고개를 숙이다,JLPT_1 JLPT,5RX7#fcd%s,敗戦した選手は黙ってうなだれた。,はいせんしたせんしゅはだまってうなだれた。,패배한 선수는 말없이 고개를 숙였다.
裏腹,うらはら,"정반대, 모순이 됨",JLPT_1 JLPT,hp|_s>A9=r,厳しい言葉とは裏腹に彼の表情は優しかった。,きびしいことばとはうらはらにかれのひょうじょうはやさしかった。,엄한 말과는 반대로 그의 표정은 다정했다.
押収,おうしゅう,압수,JLPT_1 JLPT,Akb~7n60KL,警察は容疑者の自宅から証拠品を押収した。,けいさつはようぎしゃのじたくからしょうこひんをおうしゅうした。,경찰은 용의자의 자택에서 증거품을 압수했다.
おごる,おごる,한턱내다,JLPT_1 JLPT,"x?tXiV*,q^",昇進祝いに今日は私がおごるよ。,しょうしんいわいにきょうはわたしがおごるよ。,승진 축하로 오늘은 내가 한턱낼게.
帯びる,おびる,"(성질, 경향) 띠다",JLPT_1 JLPT,orFy|d|2UW,夕暮れの空が赤みを帯びてきた。,ゆうぐれのそらがあかみをおびてきた。,해 질 무렵 하늘이 붉은빛을 띠기 시작했다.
思い詰める,おもいつめる,골똘히 생각하다,JLPT_1 JLPT,}fq^4Bdu-A,一人で思い詰めず家族に相談しなさい。,ひとりでおもいつめずかぞくにそうだんしなさい。,혼자 골똘히 고민하지 말고 가족에게 의논해라.
（～は）おろか,（～は）おろか,"(~은) 고사하고, (~은) 물론",JLPT_1 JLPT,v(3*dPFc+C,彼は漢字はおろか、ひらがなも読めない。,かれはかんじはおろか、ひらがなもよめない。,그는 한자는 고사하고 히라가나도 읽지 못한다.
解明,かいめい,"해명, 밝힘",JLPT_1 JLPT,Prtk:7(3u5,研究班が感染経路の解明に乗り出した。,けんきゅうはんがかんせんけいろのかいめいにのりだした。,연구팀이 감염 경로 규명에 나섰다.
解約,かいやく,해약,JLPT_1 JLPT,.5Gj/U%:6%,転居に伴い電気の契約を解約した。,てんきょにともないでんきのけいやくをかいやくした。,이사하면서 전기 계약을 해지했다.
抱え込む,かかえこむ,① (양팔로) 껴안다 ② 떠맡다,JLPT_1 JLPT,"Eum6h,Y1gp",仕事を一人で抱え込まず仲間に頼ろう。,しごとをひとりでかかえこまずなかまにたよろう。,일을 혼자 떠안지 말고 동료에게 의지하자.
かすれる,かすれる,"(목이) 쉬다, (글씨가) 흐릿하게 써지다",JLPT_1 JLPT,{21ts2UtRj,叫び続けたせいで声がかすれてしまった。,さけびつづけたせいでこえがかすれてしまった。,계속 소리친 탓에 목소리가 쉬어 버렸다.
かたくな,かたくな,"완고함, 막무가내임",JLPT_1 JLPT,"o6ERS$I$@,",彼は謝罪を求められてもかたくなに拒んだ。,かれはしゃざいをもとめられてもかたくなにこばんだ。,그는 사과를 요구받고도 완강히 거부했다.
合致,がっち,"합치, 일치",JLPT_1 JLPT,OWk+w4ML~v,双方の証言は細部まで合致している。,そうほうのしょうげんはさいぶまでがっちしている。,양측의 증언은 세부까지 일치한다.
かなう,かなう,"희망대로 되다, 이루어지다",JLPT_1 JLPT,aQ;ML2u{=J,長年の夢がかなって自分の店を持てた。,ながねんのゆめがかなってじぶんのみせをもてた。,오랜 꿈이 이루어져 내 가게를 갖게 되었다.
かばう,かばう,"(남의 죄, 잘못) 감싸주다",JLPT_1 JLPT,O)dOSR-y|W,母親は子供をかばって前に立った。,ははおやはこどもをかばってまえにたった。,어머니는 아이를 감싸며 앞에 섰다.
加味,かみ,"(맛, 다른 요소) 더함, 가미",JLPT_1 JLPT,jA@~O5@6pI,利用者の意見も加味して設計を見直した。,りようしゃのいけんもかみしてせっけいをみなおした。,이용자의 의견도 감안해 설계를 재검토했다.
仮に,かりに,"가령, 임시로",JLPT_1 JLPT,.DyW]&|I0`,仮に失敗しても経験は無駄にならない。,かりにしっぱいしてもけいけんはむだにならない。,가령 실패하더라도 경험은 헛되지 않는다.
閑静,かんせい,"조용함, 고요함",JLPT_1 JLPT,"$[g<E,w6^x",駅から離れた閑静な住宅街に引っ越した。,えきからはなれたかんせいなじゅうたくがいにひっこした。,역에서 떨어진 조용한 주택가로 이사했다.
簡素,かんそ,간소,JLPT_1 JLPT,7`CP^E>RPP,式は身内だけで簡素に執り行われた。,しきはみうちだけでかんそにとりおこなわれた。,식은 가족끼리만 간소하게 치러졌다.
かんぺき,かんぺき,완벽함,JLPT_1 JLPT,eEVL3{5<:S,準備はかんぺきだったのに本番で失敗した。,じゅんびはかんぺきだったのにほんばんでしっぱいした。,준비는 완벽했는데 실전에서 실패했다.
ぎこちない,ぎこちない,"어색하다, 딱딱하다",JLPT_1 JLPT,5~W2JAyy(F,初対面の二人は会話がどこかぎこちない。,しょたいめんのふたりはかいわがどこかぎこちない。,처음 만난 두 사람은 대화가 어딘가 어색하다.
きざ,きざ,"불쾌함, 아니꼬움",JLPT_1 JLPT,aF^{F~S[_0,彼のきざな褒め方がどうも鼻につく。,かれのきざなほめかたがどうもはなにつく。,그의 느끼한 칭찬 방식이 아무래도 거슬린다.
兆し,きざし,"조짐, 징조",JLPT_1 JLPT,Xx-H+NIB2`,木々の芽に春の兆しを感じた。,きぎのめにはるのきざしをかんじた。,나무의 새싹에서 봄의 조짐을 느꼈다.
基調,きちょう,"기조, 바탕",JLPT_1 JLPT,J;]%F=QP3~,今年も緊縮路線を基調とする予算が組まれた。,ことしもきんしゅくろせんをきちょうとするよさんがくまれた。,올해도 긴축 노선을 기조로 한 예산이 편성됐다.
軌道,きどう,궤도,JLPT_1 JLPT,2Sy{gzGBP;,事業はようやく軌道に乗り始めた。,じぎょうはようやくきどうにのりはじめた。,사업은 마침내 궤도에 오르기 시작했다.
極端,きょくたん,극단적임,JLPT_1 JLPT,fu=uLW-`xN,食事を極端に減らす減量法は危険だ。,しょくじをきょくたんにへらすげんりょうほうはきけんだ。,식사를 극단적으로 줄이는 감량법은 위험하다.
拠点,きょてん,거점,JLPT_1 JLPT,n<(m5dCF@G,港町を海外展開の拠点に選んだ。,みなとまちをかいがいてんかいのきょてんにえらんだ。,항구 도시를 해외 진출의 거점으로 선택했다.
均等に,きんとうに,균등하게,JLPT_1 JLPT,:r-:9kNDRB,生地を八人分に均等に分ける。,きじをはちにんぶんにきんとうにわける。,반죽을 여덟 사람 몫으로 균등하게 나눈다.
緊密,きんみつ,긴밀함,JLPT_1 JLPT,sYX~f;=rA8,両社は緊密に連携して新製品を開発した。,りょうしゃはきんみつにれんけいしてしんせいひんをかいはつした。,두 회사는 긴밀히 협력해 신제품을 개발했다.
食い違う,くいちがう,"어긋나다, 엇갈리다",JLPT_1 JLPT,Ypft!lK>IV,二人の証言は時間の点で食い違っている。,ふたりのしょうげんはじかんのてんでくいちがっている。,두 사람의 증언은 시간 면에서 엇갈린다.
くじける,くじける,(기세가) 꺾이다,JLPT_1 JLPT,@X{|S-[Ru&,何度失敗しても彼女はくじけなかった。,なんどしっぱいしてもかのじょはくじけなかった。,몇 번 실패해도 그녀는 기가 꺾이지 않았다.
口出し,くちだし,말참견,JLPT_1 JLPT,d}%Z$kT^vs,夫婦の問題に他人が口出しするべきではない。,ふうふのもんだいにたにんがくちだしするべきではない。,부부 문제에 남이 참견해서는 안 된다.
くまなく,くまなく,"분명히, 뚜렷하게, 빠짐없이",JLPT_1 JLPT,^<;BYfEh-3,捜索隊は山中をくまなく捜した。,そうさくたいはさんちゅうをくまなくさがした。,수색대는 산속을 빠짐없이 찾아보았다.
工面,くめん,"변통, 주머니 사정",JLPT_1 JLPT,dK4q{R+b8%,旅費を工面するため週末も働いた。,りょひをくめんするためしゅうまつもはたらいた。,여비를 마련하려고 주말에도 일했다.
欠如,けつじょ,결여,JLPT_1 JLPT,@?(-;*Hp|5,その制度には公平性が欠如している。,そのせいどにはこうへいせいがけつじょしている。,그 제도에는 공평성이 결여되어 있다.
結末,けつまつ,결말,JLPT_1 JLPT,6b8%2Hxv#L,最後まで予想できない結末に驚いた。,さいごまでよそうできないけつまつにおどろいた。,끝까지 예상할 수 없는 결말에 놀랐다.
高尚,こうしょう,고상함,JLPT_1 JLPT,^p_^-hUg6N,彼は高尚な理想を語るが行動が伴わない。,かれはこうしょうなりそうをかたるがこうどうがともなわない。,그는 고상한 이상을 말하지만 행동이 따르지 않는다.
広大,こうだい,광대함,JLPT_1 JLPT,nYCO>CgW`U,眼下には広大な平原が広がっていた。,がんかにはこうだいなへいげんがひろがっていた。,눈 아래에는 광대한 평원이 펼쳐져 있었다.
交付,こうふ,교부,JLPT_1 JLPT,9#~lK_^r#l,市役所で住民票を交付してもらった。,しやくしょでじゅうみんひょうをこうふしてもらった。,시청에서 주민표를 발급받았다.
巧妙,こうみょう,교묘함,JLPT_1 JLPT,"QN,AxOaoh-",巧妙に仕組まれた詐欺に気づかなかった。,こうみょうにしくまれたさぎにきづかなかった。,교묘하게 꾸며진 사기라는 것을 알아차리지 못했다.
心当たり,こころあたり,짐작 가는 곳,JLPT_1 JLPT,Km6}gZ&`0o,鍵の置き場所に心当たりはありませんか。,かぎのおきばしょにこころあたりはありませんか。,열쇠를 둔 곳에 짐작 가는 데가 없습니까?
心構え,こころがまえ,"마음가짐, 각오",JLPT_1 JLPT,CYhfqBl[-U,災害時に備える心構えを忘れてはいけない。,さいがいじにそなえるこころがまえをわすれてはいけない。,재해에 대비하는 마음가짐을 잊어서는 안 된다.
細心,さいしん,세심함,JLPT_1 JLPT,RHW@3Xb8US,危険な薬品なので細心の注意を払う。,きけんなやくひんなのでさいしんのちゅういをはらう。,위험한 약품이므로 세심한 주의를 기울인다.
作動,さどう,작동,JLPT_1 JLPT,Nwx<<./xk@,非常ボタンを押すと警報装置が作動する。,ひじょうぼたんをおすとけいほうそうちがさどうする。,비상 버튼을 누르면 경보 장치가 작동한다.
しがみつく,しがみつく,매달리다,JLPT_1 JLPT,~Mi6L)pQ/6,幼い子供が母親の腕にしがみついた。,おさないこどもがははおやのうでにしがみついた。,어린아이가 어머니의 팔에 매달렸다.
資質,ししつ,자질,JLPT_1 JLPT,"FW0E_6,o]%",彼女には指導者としての資質がある。,かのじょにはしどうしゃとしてのししつがある。,그녀에게는 지도자로서의 자질이 있다.
失脚する,しっきゃくする,실각하다,JLPT_1 JLPT,>Jyt#QJp=8,汚職疑惑で大臣が失脚した。,おしょくぎわくでだいじんがしっきゃくした。,부패 의혹으로 장관이 실각했다.
質素,しっそ,검소함,JLPT_1 JLPT,SkWNhz0W&/,祖母は質素だが満ち足りた生活を送った。,そぼはしっそだがみちたりたせいかつをおくった。,할머니는 검소하지만 만족스러운 삶을 살았다.
実に,じつに,실로,JLPT_1 JLPT,rN?7U?0cME,頂上からの眺めは実に見事だった。,ちょうじょうからのながめはじつにみごとだった。,정상에서 본 경치는 실로 훌륭했다.
しなやか,しなやか,탄력이 있고 유연함,JLPT_1 JLPT,KF6dOQWRJ$,この竹は強い風にも耐えるほどしなやかだ。,このたけはつよいかぜにもたえるほどしなやかだ。,이 대나무는 강풍에도 견딜 만큼 유연하다.
辞任,じにん,사임,JLPT_1 JLPT,q~j)cnp;^7,社長は業績悪化の責任を取り辞任した。,しゃちょうはぎょうせきあっかのせきにんをとりじにんした。,사장은 실적 악화의 책임을 지고 사임했다.
遮断する,しゃだんする,차단하다,JLPT_1 JLPT,Ga*E~kJ>)j,大雪で山間部への道路が遮断された。,おおゆきでさんかんぶへのどうろがしゃだんされた。,폭설로 산간 지역으로 가는 도로가 차단되었다.
終日,しゅうじつ,종일,JLPT_1 JLPT,"srA{,8BJ/L",台風のため終日すべての便が欠航した。,たいふうのためしゅうじつすべてのびんがけっこうした。,태풍 때문에 종일 모든 항공편이 결항했다.
重複,じゅうふく,중복,JLPT_1 JLPT,p![gg$W+^E,名簿に同じ名前が重複して登録されている。,めいぼにおなじなまえがじゅうふくしてとうろくされている。,명부에 같은 이름이 중복 등록되어 있다.
収容する,しゅうようする,수용하다,JLPT_1 JLPT,"=Z%kD6S,14",救助された住民を体育館に収容した。,きゅうじょされたじゅうみんをたいいくかんにしゅうようした。,구조된 주민들을 체육관에 수용했다.
出荷,しゅっか,출하,JLPT_1 JLPT,b3>eENi22@,収穫した野菜を早朝に市場へ出荷する。,しゅうかくしたやさいをそうちょうにいちばへしゅっかする。,수확한 채소를 이른 아침 시장으로 출하한다.
照合,しょうごう,대조,JLPT_1 JLPT,z#zrL2tny),伝票と商品の番号を一つずつ照合した。,でんぴょうとしょうひんのばんごうをひとつずつしょうごうした。,전표와 상품 번호를 하나씩 대조했다.
昇進,しょうしん,승진,JLPT_1 JLPT,LJu7ed`w@0,彼は来月、支店長に昇進する。,かれはらいげつ、してんちょうにしょうしんする。,그는 다음 달 지점장으로 승진한다.
ショック,しょっく,"쇼크, 충격",JLPT_1 JLPT,DPvijcf.pP,突然の解雇に大きなショックを受けた。,とつぜんのかいこにおおきなしょっくをうけた。,갑작스러운 해고에 큰 충격을 받았다.
退く,しりぞく,"물러나다, 후퇴하다",JLPT_1 JLPT,"|xpj,1g}cY",敵の猛攻を受けて部隊は一時退いた。,てきのもうこうをうけてぶたいはいちじしりぞいた。,적의 맹공을 받아 부대는 잠시 후퇴했다.
仕業,しわざ,"소행, 짓",JLPT_1 JLPT,X|nv0F-@ZE,机の落書きは弟の仕業だった。,つくえのらくがきはおとうとのしわざだった。,책상의 낙서는 남동생의 짓이었다.
親善,しんぜん,친선,JLPT_1 JLPT,uGyrS44[-%,両国の選手が親善試合で交流した。,りょうこくのせんしゅがしんぜんじあいでこうりゅうした。,양국 선수들이 친선 경기에서 교류했다.
素早い,すばやい,재빠르다,JLPT_1 JLPT,.c)~a]q4i=,猫は物音に驚いて素早く逃げた。,ねこはものおとにおどろいてすばやくにげた。,고양이는 소리에 놀라 재빨리 달아났다.
ずばりと,ずばりと,딱(정곡을 정확히 찌르는 모양),JLPT_1 JLPT,MLwSih)fee,彼は計画の欠点をずばりと指摘した。,かれはけいかくのけってんをずばりとしてきした。,그는 계획의 결점을 정확히 지적했다.
ずらっと,ずらっと,"늘어선 모양, 주욱",JLPT_1 JLPT,W^-^*w]i;7,店先には新鮮な果物がずらっと並んでいる。,みせさきにはしんせんなくだものがずらっとならんでいる。,가게 앞에는 신선한 과일이 쭉 늘어서 있다.
正当な,せいとうな,정당한,JLPT_1 JLPT,3LMABJ@LUt,正当な理由なく欠席すれば減点される。,せいとうなりゆうなくけっせきすればげんてんされる。,정당한 이유 없이 결석하면 감점된다.
絶滅,ぜつめつ,"절멸, 멸종",JLPT_1 JLPT,}N5km1Gp5/,乱獲によって多くの魚種が絶滅の危機にある。,らんかくによっておおくのぎょしゅがぜつめつのききにある。,남획으로 많은 어종이 멸종 위기에 놓여 있다.
相応,そうおう,"상응, 어울림",JLPT_1 JLPT,LljRR]uUAg,会社は能力相応の給与を提示した。,かいしゃはのうりょくそうおうのきゅうよをていじした。,회사는 능력에 상응하는 급여를 제시했다.
総じて,そうじて,"대체로, 일반적으로",JLPT_1 JLPT,"mK6N,9zECt",この地域の住民は総じて防災意識が高い。,このちいきのじゅうみんはそうじてぼうさいいしきがたかい。,이 지역 주민들은 대체로 방재 의식이 높다.
底力,そこぢから,저력,JLPT_1 JLPT,MZ$-H-|g5A,苦しい試合でチームの底力が発揮された。,くるしいしあいでちーむのそこぢからがはっきされた。,힘든 경기에서 팀의 저력이 발휘되었다.
そそる,そそる,(식욕 등을) 돋우다,JLPT_1 JLPT,1uhYq.>1fO,香ばしい匂いが食欲をそそる。,こうばしいにおいがしょくよくをそそる。,고소한 냄새가 식욕을 돋운다.
備え付ける,そなえつける,"비치하다, 설비하다",JLPT_1 JLPT,`$op~F^X[J,各客室に小型の冷蔵庫を備え付けた。,かくきゃくしつにこがたのれいぞうこをそなえつけた。,각 객실에 소형 냉장고를 비치했다.
そらす,そらす,"(딴 데로) 돌리다, 빗나가게 하다",JLPT_1 JLPT,S#{Grp[gdq,彼は都合の悪い質問から目をそらした。,かれはつごうのわるいしつもんからめをそらした。,그는 곤란한 질문에서 시선을 돌렸다.
耐えがたい,たえがたい,"(괴로움, 자극) 견디기 힘들다",JLPT_1 JLPT,"fZjY)T}s,d",真夏の工事現場は耐えがたい暑さだった。,まなつのこうじげんばはたえがたいあつさだった。,한여름 공사 현장은 견디기 힘든 더위였다.
巧み,たくみ,솜씨가 좋음,JLPT_1 JLPT,"O:}9*2zVw,",職人は巧みな手つきで魚をさばいた。,しょくにんはたくみなてつきでさかなをさばいた。,장인은 능숙한 손놀림으로 생선을 손질했다.
携わる,たずさわる,"(어떤 일) 관계하다, 종사하다",JLPT_1 JLPT,i8u#X]V6IW,父は長年、橋の建設に携わってきた。,ちちはながねん、はしのけんせつにたずさわってきた。,아버지는 오랫동안 다리 건설에 종사해 왔다.
脱却する,だっきゃくする,"탈피하다, 벗어나다",JLPT_1 JLPT,EbvT-tnU%@,古い慣習から脱却するには勇気が要る。,ふるいかんしゅうからだっきゃくするにはゆうきがいる。,낡은 관습에서 벗어나려면 용기가 필요하다.
たやすい,たやすい,"쉽다, 용이하다",JLPT_1 JLPT,X$SmOV<#Nh,基本を理解すれば操作はたやすい。,きほんをりかいすればそうさはたやすい。,기본을 이해하면 조작은 쉽다.
単一,たんいつ,단일,JLPT_1 JLPT,6.bagGX/$8,この機械は単一の電池で動く。,このきかいはたんいつのでんちでうごく。,이 기계는 단일 배터리로 작동한다.
断じて,だんじて,결코,JLPT_1 JLPT,dMT*>_OIpj,暴力による解決は断じて認められない。,ぼうりょくによるかいけつはだんじてみとめられない。,폭력에 의한 해결은 결코 인정할 수 없다.
緻密な,ちみつな,치밀한,JLPT_1 JLPT,F$|sW.hI(P,犯人は緻密な計画を立てていた。,はんにんはちみつなけいかくをたてていた。,범인은 치밀한 계획을 세우고 있었다.
忠実,ちゅうじつ,충실함,JLPT_1 JLPT,to{N0ekNyB,原作に忠実な映画だと評価された。,げんさくにちゅうじつなえいがだとひょうかされた。,원작에 충실한 영화라는 평가를 받았다.
中毒,ちゅうどく,중독,JLPT_1 JLPT,afXxDxan^a,彼はアルコール中毒の治療を受けている。,かれはあるこーるちゅうどくのちりょうをうけている。,그는 알코올 중독 치료를 받고 있다.
調達,ちょうたつ,조달,JLPT_1 JLPT,N?wwpuV45G,海外から必要な部品を調達した。,かいがいからひつようなぶひんをちょうたつした。,해외에서 필요한 부품을 조달했다.
痛烈な,つうれつな,통렬한,JLPT_1 JLPT,Ar5`N2cxDX,首相の発言に野党から痛烈な批判が相次いだ。,しゅしょうのはつげんにやとうからつうれつなひはんがあいついだ。,총리의 발언에 야당의 통렬한 비판이 잇따랐다.
つぶやく,つぶやく,"중얼거리다, 투덜거리다",JLPT_1 JLPT,0emQZMBIJ),彼は結果を見て「信じられない」とつぶやいた。,かれはけっかをみて「しんじられない」とつぶやいた。,그는 결과를 보고 “믿을 수 없어”라고 중얼거렸다.
