expression,reading,meaning,tags,guid
朗らか,ほがらか,명랑함,JLPT_1 JLPT,"01rj|,@i5j"
誇る,ほこる,자랑하다,JLPT_1 JLPT,e<#?0*saBF
墓地,ぼち,묘지,JLPT_1 JLPT,f3#OU@=@pX
滅ぶ,ほろぶ,멸망하다,JLPT_1 JLPT,_YS*1U=%[h
本場,ほんば,본고장,JLPT_1 JLPT,=zqM(MyQF;
奔放な,ほんぽうな,(자유)분방한,JLPT_1 JLPT,uhlo_qp4v[
賄う,まかなう,"조달하다, 마련하다, 식사를 제공하다",JLPT_1 JLPT,L9<za!4C^x
紛らわしい,まぎらわしい,헷갈리기 쉽다,JLPT_1 JLPT,FVyqZt>50B
街角,まちかど,길모퉁이,JLPT_1 JLPT,"Jx,N#7?8yz"
磨く,みがく,닦다,JLPT_1 JLPT,5:0KiU|6>j
自ら,みずから,스스로,JLPT_1 JLPT,C>w15Qo-bo
身近,みぢか,"자기 몸에 가까운 곳, 신변",JLPT_1 JLPT,U.:g8jz&E-
源,みなもと,"근원, 수원",JLPT_1 JLPT,|^]D4MtYpz
無言,むごん,"무언, 말이 없음",JLPT_1 JLPT,##.W*vXOs;
矛盾,むじゅん,모순,JLPT_1 JLPT,Q*lrZcN%WA
無条件,むじょうけん,무조건,JLPT_1 JLPT,7A0PQ2}i30
迷信,めいしん,미신,JLPT_1 JLPT,G(zu=l:W*l
名誉,めいよ,명예,JLPT_1 JLPT,*y~Du+=3uQ
巡り,めぐり,"한바퀴 돎, 여기저기 돎, 순례",JLPT_1 JLPT,h*HE]Jyt=s
巡る,めぐる,① 돌다 ② 둘러싸다,JLPT_1 JLPT,{JXAw!Ssz0
網羅,もうら,망라,JLPT_1 JLPT,eBr17+|4`P
猛烈,もうれつ,맹렬함,JLPT_1 JLPT,dujH-{R<4T
模索,もさく,모색,JLPT_1 JLPT,aEiD0q4X3<
戻す,もどす,되돌리다,JLPT_1 JLPT,&1QdH*+JpV
物事,ものごと,"세상사, 매사",JLPT_1 JLPT,uW9i|j5sEz
模様,もよう,"모양, 무늬",JLPT_1 JLPT,GmMN7C(=6>
催す,もよおす,개최하다,JLPT_1 JLPT,)?=$m4o#;W
躍進,やくしん,약진(눈부시게 진출함),JLPT_1 JLPT,">L*%J[Y],f"
和らぐ,やわらぐ,누그러지다,JLPT_1 JLPT,ZS_}EHu32x
由緒,ゆいしょ,유서,JLPT_1 JLPT,~I(AAae<T9
勇敢に,ゆうかんに,용감하게,JLPT_1 JLPT,[0I/wr|)K8
融通,ゆうずう,① (돈의) 융통 ② 융통성,JLPT_1 JLPT,P-+[jX2vfh
有望,ゆうぼう,유망함,JLPT_1 JLPT,tcRA[smO57
夕闇,ゆうやみ,"땅거미, 황혼",JLPT_1 JLPT,2Pq2}EFVW)
幽霊,ゆうれい,유령,JLPT_1 JLPT,Y7nhX:H`z|
容易,ようい,용이함,JLPT_1 JLPT,KR]c2-E{4)
様相,ようそう,양상,JLPT_1 JLPT,u02_2`M{)x
余暇,よか,여가,JLPT_1 JLPT,)up(q@LG=I
装う,よそおう,① 치장하다 ② 가장하다,JLPT_1 JLPT,X`.pJ.vQ|8
寮,りょう,기숙사,JLPT_1 JLPT,tv)AWqU0r0
了解,りょうかい,"승낙, 납득, 양해",JLPT_1 JLPT,cssSyE$11*
履歴,りれき,이력,JLPT_1 JLPT,!&ZQ&1DQWJ
倫理的,りんりてき,윤리적,JLPT_1 JLPT,~k^G]aVTt$
類似,るいじ,"유사, 비슷함",JLPT_1 JLPT,KBB39G32#/
連日,れんじつ,"연일, 매일",JLPT_1 JLPT,RG}m[>8=K!
廊下,ろうか,복도,JLPT_1 JLPT,yK.e<g*v4f
老衰,ろうすい,노쇠,JLPT_1 JLPT,yW0Xo?Ixn:
枠,わく,"틀, 테두리",JLPT_1 JLPT,*Alttcd>ej
枠内,わくない,테두리 안,JLPT_1 JLPT,$hUUigP&$P
技,わざ,기술,JLPT_1 JLPT,$MxE|:!O^=
愛想,あいそ,붙임성,JLPT_1 JLPT,0aCRM.[A(7
愛着,あいちゃく,애착,JLPT_1 JLPT,f:dMqy2O{&
あえて,あえて,"감히, 굳이",JLPT_1 JLPT,nK$mtf}&Ka
あかす,あかす,"밝히다, 털어놓다",JLPT_1 JLPT,y`2=0~P*ST
あくどい,あくどい,"악랄하다, 악착같다",JLPT_1 JLPT,xyfUf9oID0
足手まとい,あしでまとい,"거치적거림, 짐",JLPT_1 JLPT,%hfs@_%c2D
足止めされる,あしどめされる,발이 묶이다,JLPT_1 JLPT,R.?t8@(^J^
頭打ち,あたまうち,한계점에 이름,JLPT_1 JLPT,wH|C-4]Y?J
あっけない,あっけない,"어이없다, 싱겁다",JLPT_1 JLPT,l.bK*.Qg2m
あっさり,あっさり,"간단히, 깨끗이",JLPT_1 JLPT,<vjh7VuXuf
圧倒,あっとう,압도,JLPT_1 JLPT,}40K6*x[/t
圧迫,あっぱく,압박,JLPT_1 JLPT,"D0V/dbD,{X"
危ぶまれる,あやぶまれる,의심스럽다,JLPT_1 JLPT,Y.??Bbz+Xu
あやふや,あやふや,"불확실함, 모호함",JLPT_1 JLPT,&KFDuf@7:u
誤る,あやまる,"실수하다, 잘못하다",JLPT_1 JLPT,YaJ<<;Pwz]
あらかじめ,あらかじめ,"미리, 사전에",JLPT_1 JLPT,"z23l,JR7,{"
改める,あらためる,고치다,JLPT_1 JLPT,D-*Vs_XnD2
ありのままに,ありのままに,사실대로,JLPT_1 JLPT,{TIlM?4<xX
安静,あんせい,안정,JLPT_1 JLPT,5n|bj_/&@a
言い張る,いいはる,우기다,JLPT_1 JLPT,{k3Jh;@^c-
生かす,いかす,살리다,JLPT_1 JLPT,R=Y@`.n:cK
いかにも,いかにも,"정말, 매우",JLPT_1 JLPT,"q2]i;,i23C"
異色,いしょく,"이색적임, 색다름",JLPT_1 JLPT,1w%Zxv]%F-
いじる,いじる,만지작거리다,JLPT_1 JLPT,"X),Jl`*3za"
一任,いちにん,일임,JLPT_1 JLPT,<s^lzlVi!*
一面,いちめん,① 일면 ② 온통,JLPT_1 JLPT,Pzg+Pve[[Z
一連,いちれん,① 일련 ② 일행,JLPT_1 JLPT,XOo:x4vk{D
一環,いっかん,일환,JLPT_1 JLPT,]k{ygyfFgl
一挙に,いっきょに,"일거에, 단숨에",JLPT_1 JLPT,HVa|0<e!YY
逸材,いつざい,우수한 인재,JLPT_1 JLPT,t5%7~YBo.a
いっそ,いっそ,차라리,JLPT_1 JLPT,(m/SIp+b~S
一掃する,いっそうする,일소하다,JLPT_1 JLPT,AZflOac_Je
逸脱する,いつだつする,벗어나다,JLPT_1 JLPT,&.1_LiJ{Ud
意図,いと,의도,JLPT_1 JLPT,"c5e,T7TQ2s"
いとも,いとも,"매우, 아주",JLPT_1 JLPT,98Z*@Xmv9!
いやらしい,いやらしい,불쾌하다,JLPT_1 JLPT,)oXNGTu+Hx
意欲,いよく,의욕,JLPT_1 JLPT,"OO,h2-F}K("
ウイルス,ウイルス,바이러스,JLPT_1 JLPT,W@kN:8.&P;
ウェイト,ウェイト,"무게, 중점(=ウエート)",JLPT_1 JLPT,[!wVwcO(gy
受け入れる,うけいれる,받아들이다,JLPT_1 JLPT,Bwt`5t&b<k
受ける,うける,받다,JLPT_1 JLPT,3eGo%$}xXp
うすうす,うすうす,"어렴풋이, 짐작으로",JLPT_1 JLPT,>4pq8s5q>#
うずうずしている,うずうずしている,몸이 쑤시다,JLPT_1 JLPT,(*qs;_jiY#
うっかり,うっかり,깜빡,JLPT_1 JLPT,"369AJ,Z6j@"
うっとうしい,うっとうしい,① (기분·날씨) 울적하고 답답하다 ② 귀찮다,JLPT_1 JLPT,UfHyP7LV[:
腕前,うでまえ,"솜씨, 역량",JLPT_1 JLPT,<S)n`:8MjC
うなぎのぼり,うなぎのぼり,빠르게 올라감,JLPT_1 JLPT,$f=YDJy[8M
うぬぼれる,うぬぼれる,자만하다,JLPT_1 JLPT,:J}lM=-Wd!
運用,うんよう,운용,JLPT_1 JLPT,I;MIHB)sH6
閲覧室,えつらんしつ,열람실,JLPT_1 JLPT,KQ.]a3uS%b
エレガント,エレガント,우아함,JLPT_1 JLPT,!%0#Y1`=tx
円満,えんまん,원만함,JLPT_1 JLPT,c[l[^t2`ao
負う,おう,① 짊어지다 ② 혜택을 입다,JLPT_1 JLPT,5}`3[Amvfr
応急,おうきゅう,응급,JLPT_1 JLPT,mMGYI8$BZK
旺盛,おうせい,왕성,JLPT_1 JLPT,=B}UznXAeC
大筋,おおすじ,"대강, 대략, 요점",JLPT_1 JLPT,SS;54vhvJa
オーバー,オーバー,"초과, 오버",JLPT_1 JLPT,bE8&<Zs?X;
おおかた,おおかた,"거의, 대강",JLPT_1 JLPT,30@A>[_FY}
大げさ,おおげさ,"과장됨, 야단스러움",JLPT_1 JLPT,;Ko$OpQ4c6
おおまか,おおまか,"대범함, 대충",JLPT_1 JLPT,{mDc@S-Ac-
おおらか,おおらか,대범하고 느긋함,JLPT_1 JLPT,ix9<AtIbAR
おさまる,おさまる,잠잠해지다,JLPT_1 JLPT,+0s4:2$HWa
おどおど,おどおど,쭈뼛쭈뼛,JLPT_1 JLPT,lVVq1;4Tf:
おびただしい,おびただしい,(수·양) 엄청나다,JLPT_1 JLPT,|cf4);Ch[O
おもむき,おもむき,"풍취, 멋",JLPT_1 JLPT,Co(q1Mfnsf
及ぼす,およぼす,(영향) 미치다,JLPT_1 JLPT,YGMOZW84o.
おろか,おろか,어리석음,JLPT_1 JLPT,"P3kUeVI,So"
おろそか,おろそか,소홀함,JLPT_1 JLPT,gB7z]e}*@U
快挙,かいきょ,쾌거,JLPT_1 JLPT,tV;N%6u(o!
改修,かいしゅう,"개수, 수리",JLPT_1 JLPT,>d8EyTGg_T
解除,かいじょ,해제,JLPT_1 JLPT,9W$W{}H[x$
会心,かいしん,"회심, 마음에 듦",JLPT_1 JLPT,9=boki>ghm
概説,がいせつ,개설,JLPT_1 JLPT,d$I)(aB~!b
(改訂)版,(かいてい)ばん,(개정)판,JLPT_1 JLPT,t{NG;+b~a[
該当,がいとう,해당,JLPT_1 JLPT,"l#vI,!H-5@"
介入,かいにゅう,개입,JLPT_1 JLPT,8oJD~.&2!3
概念,がいねん,개념,JLPT_1 JLPT,"-vIq(,5c4T"
介抱,かいほう,"간호, 병구완",JLPT_1 JLPT,kU?s`IwfKl
顔が広い,かおがひろい,발이 넓다,JLPT_1 JLPT,$IVY&{!{I@
掲げる,かかげる,"내걸다, 내세우다",JLPT_1 JLPT,"ZLn@Sd2=K,"
確実,かくじつ,확실함,JLPT_1 JLPT,dVy11w~%4o
革新,かくしん,혁신,JLPT_1 JLPT,]e3t#~7Iy7
確保,かくほ,확보,JLPT_1 JLPT,m~ED`pmiI8
駆けつける,かけつける,"서둘러 가다, 급히 달려가다",JLPT_1 JLPT,Z+/3r-e|@%
可決される,かけつされる,가결되다,JLPT_1 JLPT,unyG!x_Y7E
加減,かげん,"가감, 조절",JLPT_1 JLPT,8D8WG3KR5+
加工,かこう,가공,JLPT_1 JLPT,@$EGA}c6ne
かさばる,かさばる,부피가 커지다,JLPT_1 JLPT,)|(hY~BRt<
過疎,かそ,과소(지나치게 성김),JLPT_1 JLPT,",{q2-r|b[D"
かたわら,かたわら,"옆, 곁",JLPT_1 JLPT,ZJJvVw0CpT
かつ,かつ,"동시에, 한편",JLPT_1 JLPT,-|&7]ULgse
画期的,かっきてき,획기적임,JLPT_1 JLPT,zOG6H5+lC9
合併,がっぺい,합병,JLPT_1 JLPT,C^SplQ%U!?
稼働,かどう,가동,JLPT_1 JLPT,"zsD!q2O1F,"
稼動,かどう,가동,JLPT_1 JLPT,TE8Q/}8_dl
加筆する,かひつする,덧붙이다,JLPT_1 JLPT,E!p3Sx}zDF
過密,かみつ,"과밀(함), 빽빽함",JLPT_1 JLPT,HfOS]F17J<
がやがやと,がやがやと,왁자지껄,JLPT_1 JLPT,w6:LG?P(RG
がらりと,がらりと,"확, 싹(갑자기 변하는 모양)",JLPT_1 JLPT,-ZlH%D.db1
ガレージ,ガレージ,차고,JLPT_1 JLPT,fc%+Ck):[a
過労,かろう,과로,JLPT_1 JLPT,hy79pz(:T[
かろうじて,かろうじて,"겨우, 간신히",JLPT_1 JLPT,:h.W?olhd;
完結,かんけつ,완결,JLPT_1 JLPT,n`G%?<Un(N
還元,かんげん,환원,JLPT_1 JLPT,35w$1[;F7E
頑固,がんこ,완고함,JLPT_1 JLPT,?alv)hy]Ph
肝心,かんじん,"중요함, 요긴함",JLPT_1 JLPT,dSA4J*LoN^
カンニング,カンニング,커닝,JLPT_1 JLPT,c[uZ2#f[2Q
危害,きがい,위해,JLPT_1 JLPT,"-<i?gIyn,x"
気掛かり,きがかり,"걱정, 마음에 걸림",JLPT_1 JLPT,@4EZ9u3ju1
規格,きかく,규격,JLPT_1 JLPT,"?&xA1,rw`%"
きがね,きがね,"어렵게 여김, 스스럼",JLPT_1 JLPT,"$+$sB?VJa,"
ぎくしゃく,ぎくしゃく,"껄끄러움, 어색함",JLPT_1 JLPT,ngL<4nFxFY
棄権,きけん,기권,JLPT_1 JLPT,AO^L^&Z1h}
きしむ,きしむ,삐걱거리다,JLPT_1 JLPT,!wRX#a[kLG
規制,きせい,규제,JLPT_1 JLPT,:B||bW85i_
きっちり,きっちり,꼭 맞는 모양,JLPT_1 JLPT,zRiz`_Ro-n
きっぱり(と),きっぱり(と),"딱 잘라, 단호하게",JLPT_1 JLPT,ckn_#@0^$-
気に障る,きにさわる,비위에 거슬리다,JLPT_1 JLPT,[y(oNAuO3o
規範,きはん,규범,JLPT_1 JLPT,NdMspV=->{
基盤,きばん,기반,JLPT_1 JLPT,8j{x9&4BC#
気品,きひん,기품,JLPT_1 JLPT,TC=Y-STRpi
起伏,きふく,기복,JLPT_1 JLPT,ky3+b$6<0%
却下,きゃっか,"각하, 기각",JLPT_1 JLPT,(CGsbg=Y32
キャリア,キャリア,"커리어, 경력",JLPT_1 JLPT,P|c(!A@NO%
急速,きゅうそく,"급히, 갑작스럽게",JLPT_1 JLPT,+t9?+G5R93
休養,きゅうよう,휴양,JLPT_1 JLPT,|nMC!Nyu`)
寄与,きよ,기여,JLPT_1 JLPT,z.V[V`Ajp0
起用,きよう,기용,JLPT_1 JLPT,|EJ.ZdUUZ}
教訓,きょうくん,교훈,JLPT_1 JLPT,6SxiJrFk9_
強硬,きょうこう,강경함,JLPT_1 JLPT,G]]/D#q7M1
興じる,きょうじる,"즐기다, 흥겨워하다",JLPT_1 JLPT,Gi~*N.<v0d
強制,きょうせい,강제,JLPT_1 JLPT,1`VS/NOW(Q
切り出す,きりだす,"(말을) 꺼내다, 시작하다",JLPT_1 JLPT,9DdskY1<f;
緊急,きんきゅう,긴급,JLPT_1 JLPT,"EW2K8mNPZ,"
禁物,きんもつ,금물,JLPT_1 JLPT,Re8?e(uEI^
食い込む,くいこむ,"파고들다, 차지하다",JLPT_1 JLPT,O:OaJooJAg
食い止める,くいとめる,저지하다,JLPT_1 JLPT,Ea-$|E]roP
駆使する,くしする,구사하다,JLPT_1 JLPT,(>Q-|&xF*g
くだす,くだす,① (지위) 낮추다 ② (명령) 내리다,JLPT_1 JLPT,KxV%$vecWX
口がかたい,くちがかたい,입이 무겁다,JLPT_1 JLPT,=W2P99jEoA
ぐっすり,ぐっすり,푹(깊은 잠을 자는 모양),JLPT_1 JLPT,<ZxkO;7|1e
くよくよ,くよくよ,끙끙(사소한 일을 늘 걱정하는 모양),JLPT_1 JLPT,gaM7i!]lBZ
クレーム,クレーム,"불만, 클레임",JLPT_1 JLPT,p3@/pf4]NL
軽快,けいかい,경쾌함,JLPT_1 JLPT,$5R3%716e_
形勢,けいせい,형세,JLPT_1 JLPT,`9H!+=s;Ow
経歴,けいれき,경력,JLPT_1 JLPT,D@Qly1VCY(
結成,けっせい,결성,JLPT_1 JLPT,CIwP^oU.IP
結束,けっそく,결속,JLPT_1 JLPT,",S,+$,yj=^"
けなす,けなす,"혹평하다, 헐뜯다",JLPT_1 JLPT,I8hg/^`E7f
煙たい,けむたい,"냅다, 맵고 싸하다",JLPT_1 JLPT,CVuqw)T/FY
～圏,～けん,~권,JLPT_1 JLPT,"4,$N$)FE;O"
権威,けんい,권위,JLPT_1 JLPT,"fq,{q7uCUc"
言及,げんきゅう,언급,JLPT_1 JLPT,(s~3>F^/EJ
堅実,けんじつ,견실함,JLPT_1 JLPT,/)YwMAP>eA
健全,けんぜん,건전함,JLPT_1 JLPT,7R3V8tGl/.
厳密,げんみつ,엄밀함,JLPT_1 JLPT,G%11CFb&(6
合意,ごうい,합의,JLPT_1 JLPT,-(T<]#pZ1>
抗議,こうぎ,항의,JLPT_1 JLPT,tZ9etH1GRI
交錯,こうさく,"교차, 뒤얽힘",JLPT_1 JLPT,"Q,xsjaaK~8"
交渉,こうしょう,교섭,JLPT_1 JLPT,sVVwtP6Z>*
向上,こうじょう,향상,JLPT_1 JLPT,:m[2:a68&4
互角,ごかく,"호각, 막상막하",JLPT_1 JLPT,`}ny2O@a%E
ここちよい,ここちよい,기분 좋다,JLPT_1 JLPT,"1!-W,;SK`3"
心得,こころえ,"소양, 이해",JLPT_1 JLPT,VFQFX*Wtv{
心がける,こころがける,유의하다,JLPT_1 JLPT,^g.^((^T:|
心強い,こころづよい,마음 든든하다,JLPT_1 JLPT,*K~~%uy:J~
心細い,こころぼそい,불안하다,JLPT_1 JLPT,^{}{hO~$He
こじれる,こじれる,"뒤틀리다, 복잡해지다",JLPT_1 JLPT,Tp#d)r}*:6
こだわる,こだわる,구애되다,JLPT_1 JLPT,H!=F@?RGD.
こつ,こつ,요령,JLPT_1 JLPT,q=UXU:8W%(
ことごとく,ことごとく,"모조리, 죄다",JLPT_1 JLPT,"**_,*8k,w>"
ことによると,ことによると,어쩌면,JLPT_1 JLPT,3X;DLw6ER[
ごまかす,ごまかす,"속이다, 얼버무리다",JLPT_1 JLPT,Xfe;WFKKj@
こまやか,こまやか,"자상함, 세밀함",JLPT_1 JLPT,^O|1@L^zee
こみあげる,こみあげる,치밀어 오르다,JLPT_1 JLPT,O}YH!W[|ur
コミュニケーション,コミュニケーション,커뮤니케이션,JLPT_1 JLPT,woQcCCQY[|
こめる,こめる,"넣다, 담다",JLPT_1 JLPT,a3x!Af:$N=
孤立,こりつ,고립,JLPT_1 JLPT,eJiA:`Q#~M
これといった,これといった,이렇다 할,JLPT_1 JLPT,"e_4{//yB,]"
ごろごろ(と),ごろごろ(と),데굴데굴,JLPT_1 JLPT,M|>ciyT9??
コンスタントに,コンスタントに,꾸준히,JLPT_1 JLPT,6lP{@{?h/.
サイクル,サイクル,"사이클, 주기",JLPT_1 JLPT,fzhrY!m5vq
在庫,ざいこ,재고,JLPT_1 JLPT,2q[YPZ@&#h
サイズ,サイズ,사이즈,JLPT_1 JLPT,]+fiDQS+CZ
再発,さいはつ,재발,JLPT_1 JLPT,;5mef3NrS+
さえる,さえる,(머리가) 맑아지다,JLPT_1 JLPT,tM%jN0wM5-
差し支える,さしつかえる,지장이 있다,JLPT_1 JLPT,O{eBJ&B/Hx
さじをなげる,さじをなげる,가망이 없어 포기하다,JLPT_1 JLPT,Xc{df%D.]c
察する,さっする,헤아리다,JLPT_1 JLPT,"8?t-[t?#i,"
さも,さも,"자못, 아주, 정말로",JLPT_1 JLPT,q`m~Y/Z(1a
参照,さんしょう,참조,JLPT_1 JLPT,e3$hN{q=>C
仕上げる,しあげる,완성하다,JLPT_1 JLPT,nf9V^Uon2)
しいて,しいて,"억지로, 굳이, 구태여",JLPT_1 JLPT,suVnp5W{fM
シェア,シェア,점유율,JLPT_1 JLPT,9ngF}Z-(vr
自覚,じかく,자각,JLPT_1 JLPT,Pd<iqXRB;M
しかけ,しかけ,"장치, 속임수",JLPT_1 JLPT,;;%4KaZv}m
時期,じき,시기,JLPT_1 JLPT,vpk&4-rZTl
仕組み,しくみ,구조(=メカニズム),JLPT_1 JLPT,.^vSmOpW+>
支障,ししょう,지장,JLPT_1 JLPT,!.?;jd<Tzo
辞退,じたい,사퇴,JLPT_1 JLPT,TdunQRepU;
シック,シック,"멋진 모양, 세련된 모양",JLPT_1 JLPT,8ib_m/mR7m
実情,じつじょう,실정,JLPT_1 JLPT,ejyz>)3/|_
しぶとい,しぶとい,고집이 세다,JLPT_1 JLPT,x~?{NY>Kw<
染みる,しみる,"스며들다, 배다",JLPT_1 JLPT,bF@7sb+esr
じめじめ,じめじめ,"축축, 끈적끈적(습기가 많은 모양)",JLPT_1 JLPT,V>Ak{a|kz%
遮断,しゃだん,차단,JLPT_1 JLPT,DQ0G8VzgX2
ジャンル,ジャンル,장르,JLPT_1 JLPT,Czq2NW}49w
従事,じゅうじ,종사,JLPT_1 JLPT,=TRMV+Jd9A
周到な,しゅうとうな,주도면밀한,JLPT_1 JLPT,+z`Ovn~JQ;
修復,しゅうふく,"수복, 복원",JLPT_1 JLPT,6nTMc~Lt=d
収容,しゅうよう,수용,JLPT_1 JLPT,~lo2Rgo@$*
熟知,じゅくち,숙지,JLPT_1 JLPT,o;F0:ziHPD
主張,しゅちょう,주장,JLPT_1 JLPT,cSy:c{8E{2
主導権,しゅどうけん,주도권,JLPT_1 JLPT,^%5P@-8.^9
(情報)網,(じょうほう)もう,(정보)망,JLPT_1 JLPT,@g{oS.@6E(
処置,しょち,"처치, 조치",JLPT_1 JLPT,rGW5Qx8M_3
助長する,じょちょうする,조장하다,JLPT_1 JLPT,A6D]qcgX9U
自立,じりつ,자립,JLPT_1 JLPT,LM{?-npynA
しわざ,しわざ,"짓, 소행",JLPT_1 JLPT,"3_:Y~71Ct,"
進呈,しんてい,"증정, 드림",JLPT_1 JLPT,YC5T;{5]iN
推移,すいい,추이,JLPT_1 JLPT,:yKgrv$:)L
すがすがしい,すがすがしい,상쾌하다,JLPT_1 JLPT,ciJ>sPPa3!
すくう,すくう,"떠내다, 건져 올리다",JLPT_1 JLPT,|}^zKz9mDY
すさまじい,すさまじい,"무섭다, 굉장하다",JLPT_1 JLPT,*M%i)PXue4
スタイル,スタイル,스타일,JLPT_1 JLPT,7!H!AzBX3w
ずっしりと,ずっしりと,묵직한,JLPT_1 JLPT,/~5yz{]%t{
ストック,ストック,재고,JLPT_1 JLPT,]p0pZ<neS.
すばしこい,すばしこい,민첩하다,JLPT_1 JLPT,g$7|L[%`~l
スペース,スペース,공간,JLPT_1 JLPT,"vTCY,BtwDw"
すべすべ,すべすべ,(피부가) 매끈매끈,JLPT_1 JLPT,0Ic`-~ODbT
すんなり,すんなり,"척척, 순조롭게",JLPT_1 JLPT,>_w.GqhTYo
制限,せいげん,제한,JLPT_1 JLPT,.<^17%r+`w
盛大に,せいだいに,성대하게,JLPT_1 JLPT,!Kv#r5+Ao-
精力的,せいりょくてき,정력적임,JLPT_1 JLPT,uLbd]@/[J(
せかせかと,せかせかと,"성급하게, 침착하지 못하게",JLPT_1 JLPT,`s7bn.#o:n
切実,せつじつ,절실함,JLPT_1 JLPT,d{hu1EDop.
摂取,せっしゅ,섭취,JLPT_1 JLPT,|xmw{rZayr
絶大な,ぜつだいな,절대적인,JLPT_1 JLPT,ihMqPq;3sp
せつない,せつない,애달프다,JLPT_1 JLPT,wp>$FP&Sg6
設立,せつりつ,설립,JLPT_1 JLPT,ef;0aCDH/<
セレモニー,セレモニー,"세레모니, 의식",JLPT_1 JLPT,;AsyA<jT%V
選考,せんこう,"선고, 전형",JLPT_1 JLPT,)rO(5gF6OF
センサー,センサー,센서,JLPT_1 JLPT,]np6ziO^BB
センス,センス,센스,JLPT_1 JLPT,",HlIouJ~*("
壮大,そうだい,장대함,JLPT_1 JLPT,<_S|ccms/s
備わる,そなわる,갖추어지다,JLPT_1 JLPT,yKGWi-1zjL
そっけない,そっけない,"무정하다, 냉담하다",JLPT_1 JLPT,[jRGmy@]#{
そわそわ,そわそわ,안절부절 못함,JLPT_1 JLPT,",^G9wM.NI4"
ぞんざい,ぞんざい,아무렇게나 함,JLPT_1 JLPT,|Qs8.di$4^
対処,たいしょ,대처,JLPT_1 JLPT,.%.]}HeI{7
大胆,だいたん,대담함,JLPT_1 JLPT,2j3!3z+~5/
台無し,だいなし,엉망이 됨,JLPT_1 JLPT,"*7OAKt,(4="
打開,だかい,타개,JLPT_1 JLPT,d.qxMb<_Wv
多角的,たかくてき,다각적,JLPT_1 JLPT,",Lq0($6O@w"
たくましい,たくましい,늠름하다,JLPT_1 JLPT,f5hg@`Q*kF
打診,だしん,타진,JLPT_1 JLPT,GLq*lTI{Zo
たたえる,たたえる,"칭찬하다, 기리다",JLPT_1 JLPT,AhE&i2$ErK
立て替える,たてかえる,대신 갚아주다,JLPT_1 JLPT,Q0z>bGfaGd
たどる,たどる,길을 따라가다,JLPT_1 JLPT,YD2l_nVkuF
だぶだぶ,だぶだぶ,헐렁헐렁,JLPT_1 JLPT,)/7Zp4Qzlg
ためらう,ためらう,주저하다,JLPT_1 JLPT,p.*e<hg-ni
保つ,たもつ,유지하다,JLPT_1 JLPT,meBNF0rOL&
だるい,だるい,나른하다,JLPT_1 JLPT,"{,^A[P$ZeZ"
断言,だんげん,단언,JLPT_1 JLPT,5c:Ts0**HP
短縮,たんしゅく,단축,JLPT_1 JLPT,Q_xd+GozN4
仲裁,ちゅうさい,중재,JLPT_1 JLPT,l{O-yBzW5e
忠実に,ちゅうじつに,충실히,JLPT_1 JLPT,3@uSTPh@F3
直面,ちょくめん,직면,JLPT_1 JLPT,q!NR^JUA#=
直感的に,ちょっかんてきに,직감적으로,JLPT_1 JLPT,811Qp3;83D
使いこなす,つかいこなす,"잘 다루다, 구사하다",JLPT_1 JLPT,iPUN2]f?%D
(最善を)尽くす,(さいぜんを)つくす,(최선을) 다하다,JLPT_1 JLPT,6rOoY1.]4}
つくづく,つくづく,"정말, 매우, 절실히",JLPT_1 JLPT,0Y|rO6!N5W
つじつま,つじつま,"사리, 이치",JLPT_1 JLPT,&0%oC@Y]bk
強み,つよみ,"강점, 장점",JLPT_1 JLPT,4c4mkI%-?j
データ,データ,데이터,JLPT_1 JLPT,MB&QAhtmV/
手遅れ,ておくれ,"때늦음, 시기를 놓침",JLPT_1 JLPT,]Q=1aI?p?K
てがかり,てがかり,"단서, 실마리",JLPT_1 JLPT,jB8W*fTN.:
適応,てきおう,적응,JLPT_1 JLPT,<Qi4.-qFYh
てきぱきと,てきぱきと,일을 척척 해내는 모양,JLPT_1 JLPT,[od8%B)p:]
てぎわ,てぎわ,"솜씨, 수완",JLPT_1 JLPT,^%/wH*:vO=
デザイン,デザイン,디자인,JLPT_1 JLPT,"pf9aBZ6C,W"
デザート,デザート,"디저트, 후식",JLPT_1 JLPT,CDm+2|GR.>
手先,てさき,손재주,JLPT_1 JLPT,Gw_3#W)fFh
手順,てじゅん,"순서, 절차",JLPT_1 JLPT,[e5mBo6Le/
撤去,てっきょ,철거,JLPT_1 JLPT,QIG+fRR|t[
てっきり,てっきり,틀림없이,JLPT_1 JLPT,^O=4+j-Sk>
手配,てはい,준비,JLPT_1 JLPT,8ak4{RV)I_
同意,どうい,동의,JLPT_1 JLPT,#51EwvILrK
同感,どうかん,동감,JLPT_1 JLPT,H@tL9}EjPX
統合,とうごう,통합,JLPT_1 JLPT,":z<A`sQ4c,"
到底,とうてい,도저히,JLPT_1 JLPT,Rgou#sMdZf
どうにか,どうにか,"그럭저럭, 겨우",JLPT_1 JLPT,kLs&?GnW33
当(ホテル),とう(ホテル),"당, 저희(호텔)",JLPT_1 JLPT,0m{%LvM[>x
特技,とくぎ,특기,JLPT_1 JLPT,{H@1L+tCwn
とっさに,とっさに,"순간적으로, 바로",JLPT_1 JLPT,`0;HNizRX2
突破,とっぱ,돌파,JLPT_1 JLPT,[(Qd(D=kK7
