expression,reading,meaning,tags,guid,example_jp,example_reading_hiragana,example_ko
速やか,すみやか,"재빠름, 신속함",JLPT_1 JLPT,X9/*r`(3+[,異常を発見したら速やかに報告してください。,いじょうをはっけんしたらすみやかにほうこくしてください。,이상을 발견하면 신속히 보고해 주세요.
澄む,すむ,"맑다, 맑아지다",JLPT_1 JLPT,}eyckl^=<m,雨上がりの夜空がきれいに澄んでいる。,あめあがりのよぞらがきれいにすんでいる。,비가 갠 뒤 밤하늘이 맑게 개어 있다.
盛大,せいだい,성대함,JLPT_1 JLPT,XM]gVzgGB_,創立百周年の式典が盛大に行われた。,そうりつひゃくしゅうねんのしきてんがせいだいにおこなわれた。,창립 100주년 기념식이 성대하게 열렸다.
政府筋,せいふすじ,정부 소식통,JLPT_1 JLPT,P+1sQc&&.8,政府筋によると法案は来週提出される。,せいふすじによるとほうあんはらいしゅうていしゅつされる。,정부 소식통에 따르면 법안은 다음 주 제출된다.
誓約書,せいやくしょ,서약서,JLPT_1 JLPT,_x77De89Q6,入社時に秘密保持の誓約書を提出した。,にゅうしゃじにひみつほじのせいやくしょをていしゅつした。,입사할 때 비밀 유지 서약서를 제출했다.
施錠,せじょう,자물쇠를 채움,JLPT_1 JLPT,oO2K(a:vec,退室する際は窓を閉めて施錠してください。,たいしつするさいはまどをしめてせじょうしてください。,퇴실할 때는 창문을 닫고 잠가 주세요.
是正,ぜせい,시정(잘못된 것을 바로잡음),JLPT_1 JLPT,f`-MQ<hh){,不公平な待遇を早急に是正する。,ふこうへいなたいぐうをそうきゅうにぜせいする。,불공정한 처우를 조속히 바로잡는다.
絶叫,ぜっきょう,절규,JLPT_1 JLPT,dln%J[`?!g,暗闇から突然絶叫が聞こえた。,くらやみからとつぜんぜっきょうがきこえた。,어둠 속에서 갑자기 절규가 들렸다.
設置,せっち,설치,JLPT_1 JLPT,-*scIAi##B,玄関に防犯カメラを設置した。,げんかんにぼうはんかめらをせっちした。,현관에 방범 카메라를 설치했다.
折衷,せっちゅう,절충,JLPT_1 JLPT,zT)yO*qJ3`,和風と洋風を折衷した建物が並ぶ。,わふうとようふうをせっちゅうしたたてものがならぶ。,일본식과 서양식을 절충한 건물이 늘어서 있다.
迫る,せまる,① (시각) 다가오다 ② (상태) 직면하다,JLPT_1 JLPT,9>W/Y@wl)2,試験の日が目前に迫ってきた。,しけんのひがもくぜんにせまってきた。,시험 날이 눈앞으로 다가왔다.
前途,ぜんと,"전도, 앞길",JLPT_1 JLPT,_<}NOL+/cf,卒業生の前途に幸多かれと祈る。,そつぎょうせいのぜんとにさちおおかれといのる。,졸업생의 앞날에 행복이 가득하기를 빈다.
潜伏,せんぷく,잠복,JLPT_1 JLPT,/{.CJ{y52x,犯人は山小屋に潜伏していた。,はんにんはやまごやにせんぷくしていた。,범인은 산속 오두막에 잠복해 있었다.
相互,そうご,상호,JLPT_1 JLPT,Y7M#y>VQ21,相互の理解を深めるため交流を続ける。,そうごのりかいをふかめるためこうりゅうをつづける。,상호 이해를 깊게 하려고 교류를 이어 간다.
騒然とする,そうぜんとする,시끄럽다,JLPT_1 JLPT,T^/hTB`/=M,突然の発表に会場が騒然とした。,とつぜんのはっぴょうにかいじょうがそうぜんとした。,갑작스러운 발표에 회장이 술렁였다.
相場,そうば,시세,JLPT_1 JLPT,mm&}oN}l>>,この辺りの土地の相場を調べた。,このあたりのとちのそうばをしらべた。,이 근처 땅의 시세를 알아봤다.
添える,そえる,"첨부하다, 곁들이다",JLPT_1 JLPT,*3A/I*E%~T,贈り物に短い手紙を添えた。,おくりものにみじかいてがみをそえた。,선물에 짧은 편지를 덧붙였다.
束縛,そくばく,속박,JLPT_1 JLPT,p<Ge;6X)>],厳しい規則が選手を束縛している。,きびしいきそくがせんしゅをそくばくしている。,엄격한 규칙이 선수를 속박하고 있다.
損なう,そこなう,"파손하다, 상하게 하다",JLPT_1 JLPT,"A,-lSDs3&D",不用意な発言が会社の信用を損なった。,ふよういなはつげんがかいしゃのしんようをそこなった。,부주의한 발언이 회사의 신용을 훼손했다.
素材,そざい,소재,JLPT_1 JLPT,5?81.pKP[n,竹は軽くて丈夫な建築素材だ。,たけはかるくてじょうぶなけんちくそざいだ。,대나무는 가볍고 튼튼한 건축 소재다.
阻止,そし,저지,JLPT_1 JLPT,i3G%sU;LMQ,警備員が不審者の侵入を阻止した。,けいびいんがふしんしゃのしんにゅうをそしした。,경비원이 수상한 사람의 침입을 저지했다.
訴訟,そしょう,소송,JLPT_1 JLPT,<tbo#`@t;`,契約を巡る訴訟が三年も続いた。,けいやくをめぐるそしょうがさんねんもつづいた。,계약을 둘러싼 소송이 3년이나 계속되었다.
措置,そち,"조치, 조처",JLPT_1 JLPT,ne#g;:uGDr,政府は感染拡大を防ぐ措置を講じた。,せいふはかんせんかくだいをふせぐそちをこうじた。,정부는 감염 확산을 막기 위한 조치를 취했다.
率先,そっせん,솔선,JLPT_1 JLPT,/]ECMzl)Jc,班長が率先して会場を片付けた。,はんちょうがそっせんしてかいじょうをかたづけた。,반장이 솔선해서 행사장을 정리했다.
存続,そんぞく,존속,JLPT_1 JLPT,:jqfcjehK.,資金不足で事業の存続が危ぶまれている。,しきんぶそくでじぎょうのそんぞくがあやぶまれている。,자금 부족으로 사업의 존속이 위태롭다.
互いに,たがいに,"서로, 다 함께",JLPT_1 JLPT,g<Vkftm5AN,互いに名前を呼び合って親しくなった。,たがいになまえをよびあってしたしくなった。,서로 이름을 부르며 가까워졌다.
多岐にわたる,たきにわたる,여러 갈래에 걸치다,JLPT_1 JLPT,RbzEqu$Fmj,議題は教育から福祉まで多岐にわたる。,ぎだいはきょういくからふくしまでたきにわたる。,의제는 교육부터 복지까지 여러 분야에 걸친다.
妥協,だきょう,타협,JLPT_1 JLPT,St]PZ3G<wc,交渉の末、双方が妥協案を受け入れた。,こうしょうのすえ、そうほうがだきょうあんをうけいれた。,협상 끝에 양측이 타협안을 받아들였다.
卓越,たくえつ,"탁월, 뛰어남",JLPT_1 JLPT,=4ueG+v}zM,彼女は卓越した技術で観客を魅了した。,かのじょはたくえつしたぎじゅつでかんきゃくをみりょうした。,그녀는 탁월한 기술로 관객을 사로잡았다.
託す,たくす,맡기다,JLPT_1 JLPT,",Mc(AAeiXm",将来の判断を若い世代に託した。,しょうらいのはんだんをわかいせだいにたくした。,미래의 판단을 젊은 세대에게 맡겼다.
蓄える,たくわえる,"대비해 두다, 저장하다",JLPT_1 JLPT,N)#*<K6@RK,冬に備えて薪を十分に蓄えた。,ふゆにそなえてたきぎをじゅうぶんにたくわえた。,겨울에 대비해 장작을 충분히 비축했다.
漂う,ただよう,"떠돌다, 감돌다, 표류하다",JLPT_1 JLPT,+QZguIA:8z,台所から香ばしい匂いが漂ってくる。,だいどころからこうばしいにおいがただよってくる。,부엌에서 고소한 냄새가 풍겨 온다.
脱する,だっする,벗어나다,JLPT_1 JLPT,DC|d{S-m;4,長い不況を脱して景気が回復し始めた。,ながいふきょうをだっしてけいきがかいふくしはじめた。,긴 불황에서 벗어나 경기가 회복되기 시작했다.
秩序,ちつじょ,질서,JLPT_1 JLPT,Ow*DfQgT`~,列に並んで会場の秩序を守ってください。,れつにならんでかいじょうのちつじょをまもってください。,줄을 서서 행사장의 질서를 지켜 주세요.
治癒,ちゆ,치유,JLPT_1 JLPT,/D9S<K_5cR,傷の治癒にはしばらく時間がかかる。,きずのちゆにはしばらくじかんがかかる。,상처가 치유되는 데는 당분간 시간이 걸린다.
忠告,ちゅうこく,충고,JLPT_1 JLPT,=_;Ak@o`AB,医師の忠告を無視して働き続けた。,いしのちゅうこくをむししてはたらきつづけた。,의사의 충고를 무시하고 계속 일했다.
中旬,ちゅうじゅん,중순,JLPT_1 JLPT,IZl:fY^C8p,新製品は来月中旬に発売される。,しんせいひんはらいげつちゅうじゅんにはつばいされる。,신제품은 다음 달 중순에 출시된다.
彫刻,ちょうこく,조각,JLPT_1 JLPT,"@,E#BnDLG/",広場の中央に人物の彫刻が置かれている。,ひろばのちゅうおうにじんぶつのちょうこくがおかれている。,광장 중앙에 인물 조각상이 놓여 있다.
徴収,ちょうしゅう,징수,JLPT_1 JLPT,4`{};j?Su6,自治体が住民から税金を徴収する。,じちたいがじゅうみんからぜいきんをちょうしゅうする。,지방 자치 단체가 주민에게서 세금을 징수한다.
沈下,ちんか,"침하, 물속에 가라앉음",JLPT_1 JLPT,:;fv$=r&q=,地下水のくみ上げで地盤が沈下した。,ちかすいのくみあげでじばんがちんかした。,지하수 취수로 지반이 침하했다.
沈黙,ちんもく,침묵,JLPT_1 JLPT,S]@ui1o~{V,会場は一分間の沈黙に包まれた。,かいじょうはいっぷんかんのちんもくにつつまれた。,행사장은 1분간 침묵에 휩싸였다.
陳列,ちんれつ,진열,JLPT_1 JLPT,"U@#m00xs,/",店頭に季節の商品を美しく陳列した。,てんとうにきせつのしょうひんをうつくしくちんれつした。,매장 앞에 계절 상품을 아름답게 진열했다.
費やす,ついやす,소비하다,JLPT_1 JLPT,"F^MC5c&,I,",完成までに十年の歳月を費やした。,かんせいまでにじゅうねんのさいげつをついやした。,완성까지 10년이라는 세월을 들였다.
尽くす,つくす,"다하다, 애쓰다",JLPT_1 JLPT,Gd.y&:vw3A,父は長年家族のために尽くした。,ちちはながねんかぞくのためにつくした。,아버지는 오랫동안 가족을 위해 헌신했다.
償い,つぐない,"보상, 속죄",JLPT_1 JLPT,}X^c!z_&tJ,事故の償いとして治療費を負担した。,じこのつぐないとしてちりょうひをふたんした。,사고에 대한 보상으로 치료비를 부담했다.
告げる,つげる,알리다,JLPT_1 JLPT,^1})s?;dEq,鐘の音が正午を告げた。,かねのおとがしょうごをつげた。,종소리가 정오를 알렸다.
努めて,つとめて,"애써, 되도록",JLPT_1 JLPT,*[ZV`Hq&<+,努めて冷静に話し合うよう心掛けた。,つとめてれいせいにはなしあうようこころがけた。,되도록 냉정하게 대화하려고 마음썼다.
募る,つのる,① 모집하다 ② 더해지다,JLPT_1 JLPT,"CJuH`R?,.b",大会への参加者を広く募っている。,たいかいへのさんかしゃをひろくつのっている。,대회 참가자를 널리 모집하고 있다.
貫く,つらぬく,관철하다,JLPT_1 JLPT,44ngzS!Ekg,彼は最後まで自分の信念を貫いた。,かれはさいごまでじぶんのしんねんをつらぬいた。,그는 끝까지 자신의 신념을 관철했다.
提案,ていあん,제안,JLPT_1 JLPT,OUbAg;s70O,若手社員が新しい販売方法を提案した。,わかてしゃいんがあたらしいはんばいほうほうをていあんした。,젊은 사원이 새로운 판매 방식을 제안했다.
定義,ていぎ,정의,JLPT_1 JLPT,~W[|w}y0Vt,幸福の定義は人によって異なる。,こうふくのていぎはひとによってことなる。,행복의 정의는 사람마다 다르다.
邸宅,ていたく,저택,JLPT_1 JLPT,<j~pF8PNDu,郊外に立つ古い邸宅が公開された。,こうがいにたつふるいていたくがこうかいされた。,교외에 있는 오래된 저택이 공개되었다.
手軽に,てがるに,"간편하게, 손쉽게",JLPT_1 JLPT,O7Gxa{<!ZY,冷凍食品なら手軽に調理できる。,れいとうしょくひんならてがるにちょうりできる。,냉동식품이라면 간편하게 조리할 수 있다.
手際,てぎわ,"솜씨, 수완",JLPT_1 JLPT,"0+h]|bdQn,",職人の鮮やかな手際に見とれた。,しょくにんのあざやかなてぎわにみとれた。,장인의 능숙한 솜씨에 넋을 잃고 바라봤다.
徹底,てってい,"철저, 투철",JLPT_1 JLPT,>cKRtl58+6,原因を徹底して調査する必要がある。,げんいんをてっていしてちょうさするひつようがある。,원인을 철저히 조사할 필요가 있다.
徹夜,てつや,철야,JLPT_1 JLPT,"pL,-OwMG_)",試験前に徹夜して体調を崩した。,しけんまえにてつやしてたいちょうをくずした。,시험 전에 밤을 새워 몸이 안 좋아졌다.
転換,てんかん,전환,JLPT_1 JLPT,rg+&K:fIe3,会社は事業の中心を海外へ転換した。,かいしゃはじぎょうのちゅうしんをかいがいへてんかんした。,회사는 사업의 중심을 해외로 전환했다.
典型,てんけい,전형,JLPT_1 JLPT,FpZA+GZ9o=,これは初心者が陥る典型的な失敗だ。,これはしょしんしゃがおちいるてんけいてきなしっぱいだ。,이것은 초보자가 빠지는 전형적인 실수다.
伝統的,でんとうてき,전통적,JLPT_1 JLPT,"6IQg{=@,AA",祭りでは伝統的な衣装を身に着ける。,まつりではでんとうてきないしょうをみにつける。,축제에서는 전통 의상을 입는다.
添付,てんぷ,첨부,JLPT_1 JLPT,~apCCT6N/W,申請書に本人確認書類を添付した。,しんせいしょにほんにんかくにんしょるいをてんぷした。,신청서에 본인 확인 서류를 첨부했다.
陶器,とうき,"도기, 도자기",JLPT_1 JLPT,:iUh&!IQ3J,旅先で青い模様の陶器を買った。,たびさきであおいもようのとうきをかった。,여행지에서 파란 무늬의 도자기를 샀다.
踏襲する,とうしゅうする,"답습하다, 전철을 밟다",JLPT_1 JLPT,kMeH@[|JkE,新制度は従来の手順をそのまま踏襲している。,しんせいどはじゅうらいのてじゅんをそのままとうしゅうしている。,새 제도는 기존 절차를 그대로 답습하고 있다.
尊い,とうとい,"소중하다, 귀중하다",JLPT_1 JLPT,aI52m!)Z/D,人の命は何ものにも代えがたく尊い。,ひとのいのちはなにものにもかえがたくとうとい。,사람의 생명은 무엇과도 바꿀 수 없이 소중하다.
督促,とくそく,독촉,JLPT_1 JLPT,+d^M++|4v@,支払いが遅れたため督促状が届いた。,しはらいがおくれたためとくそくじょうがとどいた。,납부가 늦어져 독촉장이 도착했다.
滞る,とどこおる,"정체되다, 막히다",JLPT_1 JLPT,26M!:KXqwH,大雪で商品の配送が滞っている。,おおゆきでしょうひんのはいそうがとどこおっている。,폭설로 상품 배송이 지연되고 있다.
唱える,となえる,"외치다, 주장하다",JLPT_1 JLPT,"5=9guN$Q3,",市民団体は核兵器の廃絶を唱えた。,しみんだんたいはかくへいきのはいぜつをとなえた。,시민 단체는 핵무기 폐기를 주장했다.
隣,となり,이웃,JLPT_1 JLPT,FZ*SfrSU3q,電車で隣に座った人と話した。,でんしゃでとなりにすわったひととはなした。,전철에서 옆자리에 앉은 사람과 이야기했다.
乏しい,とぼしい,"부족하다, 가난하다",JLPT_1 JLPT,"orL#,u}:nA",この地域は雨が少なく水資源に乏しい。,このちいきはあめがすくなくみずしげんにとぼしい。,이 지역은 비가 적어 수자원이 부족하다.
取り除く,とりのぞく,제거하다,JLPT_1 JLPT,a6SZ]$[I.h,作業前に床の障害物を取り除いた。,さぎょうまえにゆかのしょうがいぶつをとりのぞいた。,작업 전에 바닥의 장애물을 제거했다.
泥沼,どろぬま,수렁,JLPT_1 JLPT,l~Asmk*#yl,交渉は長引き、抜け出せない泥沼に陥った。,こうしょうはながびき、ぬけだせないどろぬまにおちいった。,협상이 길어지며 빠져나올 수 없는 수렁에 빠졌다.
問屋,とんや,도매상,JLPT_1 JLPT,VH]WS.l{=&,この商品は問屋から直接仕入れている。,このしょうひんはとんやからちょくせつしいれている。,이 상품은 도매상에서 직접 들여온다.
苗,なえ,모종,JLPT_1 JLPT,"I5,4/ECn/5",畑にトマトの苗を等間隔で植えた。,はたけにとまとのなえをとうかんかくでうえた。,밭에 토마토 모종을 같은 간격으로 심었다.
眺める,ながめる,바라보다,JLPT_1 JLPT,g<.$UON4+9,窓から降り続く雪を静かに眺めた。,まどからふりつづくゆきをしずかにながめた。,창밖으로 계속 내리는 눈을 조용히 바라봤다.
慰める,なぐさめる,"달래다, 위로하다",JLPT_1 JLPT,JqVxR@cOYT,友人は落ち込んだ私を優しく慰めた。,ゆうじんはおちこんだわたしをやさしくなぐさめた。,친구는 풀이 죽은 나를 다정하게 위로했다.
嘆く,なげく,탄식하다,JLPT_1 JLPT,WUUmVDP7XC,住民は変わり果てた故郷の姿を嘆いた。,じゅうみんはかわりはてたふるさとのすがたをなげいた。,주민들은 완전히 변해 버린 고향의 모습을 한탄했다.
名残,なごり,"여운, 흔적",JLPT_1 JLPT,"-Mg@h,5Hf8",庭の隅にはまだ雪の名残がある。,にわのすみにはまだゆきのなごりがある。,정원 구석에는 아직 눈의 흔적이 남아 있다.
倣う,ならう,"모방하다, 따르다",JLPT_1 JLPT,QQK6d)2|<C,先輩のやり方に倣って資料を整理した。,せんぱいのやりかたにならってしりょうをせいりした。,선배의 방식을 따라 자료를 정리했다.
日夜,にちや,"① 밤낮 ② 언제나, 늘",JLPT_1 JLPT,",-NQh|Q~?)",研究者たちは日夜、新薬の開発に励んだ。,けんきゅうしゃたちはにちや、しんやくのかいはつにはげんだ。,연구자들은 밤낮으로 신약 개발에 힘썼다.
鈍い,にぶい,둔하다,JLPT_1 JLPT,&X#1=5%s:C,風邪を引いて味覚が鈍くなった。,かぜをひいてみかくがにぶくなった。,감기에 걸려 미각이 둔해졌다.
鈍る,にぶる,둔해지다,JLPT_1 JLPT,r?NLa(=(a1,寒さで指先の感覚が鈍ってきた。,さむさでゆびさきのかんかくがにぶってきた。,추위로 손끝의 감각이 둔해졌다.
如実に,にょじつに,"여실히, 있는 그대로",JLPT_1 JLPT,f+LN2es=z5,売上の減少が不況の影響を如実に示している。,うりあげのげんしょうがふきょうのえいきょうをにょじつにしめしている。,매출 감소가 불황의 영향을 여실히 보여 준다.
認識,にんしき,인식,JLPT_1 JLPT,"WK,uLV2SH1",双方の間には大きな認識のずれがある。,そうほうのあいだにはおおきなにんしきのずれがある。,양측 사이에는 큰 인식 차이가 있다.
忍耐,にんたい,인내,JLPT_1 JLPT,&Z+j7[_92j,長期の訓練には強い忍耐が求められる。,ちょうきのくんれんにはつよいにんたいがもとめられる。,장기간의 훈련에는 강한 인내가 요구된다.
縫う,ぬう,꿰매다,JLPT_1 JLPT,r3v7<wmmTH,破れた制服の袖を母が縫ってくれた。,やぶれたせいふくのそでをははがぬってくれた。,찢어진 교복 소매를 어머니가 꿰매 주셨다.
粘る,ねばる,끈덕지게 버티다,JLPT_1 JLPT,"XI9FUqU,bN",九回裏まで粘って同点に追いついた。,きゅうかいうらまでねばってどうてんにおいついた。,9회 말까지 버텨 동점을 만들었다.
狙う,ねらう,노리다,JLPT_1 JLPT,A-6!#:71qb,泥棒は留守の家を狙って侵入した。,どろぼうはるすのいえをねらってしんにゅうした。,도둑은 빈집을 노려 침입했다.
粘膜,ねんまく,점막,JLPT_1 JLPT,_hirf_~)wv,鼻の粘膜が乾燥して痛む。,はなのねんまくがかんそうしていたむ。,코 점막이 건조해 아프다.
臨む,のぞむ,임하다,JLPT_1 JLPT,k_JnV>qS7z,選手たちは決勝戦に万全の状態で臨んだ。,せんしゅたちはけっしょうせんにばんぜんのじょうたいでのぞんだ。,선수들은 완벽한 상태로 결승전에 임했다.
把握,はあく,파악,JLPT_1 JLPT,zu=yp$o3Ba,担当者が現場の状況を正確に把握した。,たんとうしゃがげんばのじょうきょうをせいかくにはあくした。,담당자가 현장 상황을 정확히 파악했다.
廃棄物,はいきぶつ,폐기물,JLPT_1 JLPT,%KvN.mZ&QR,工場から出る廃棄物を適切に処理する。,こうじょうからでるはいきぶつをてきせつにしょりする。,공장에서 나오는 폐기물을 적절히 처리한다.
背後,はいご,"등 뒤, 배후",JLPT_1 JLPT,G@ub[U!ZJz,事件の背後に大きな組織が存在する。,じけんのはいごにおおきなそしきがそんざいする。,사건의 배후에 큰 조직이 존재한다.
映える,はえる,"빛나다, 사진이 잘 받다",JLPT_1 JLPT,fRXiHnIWiA,白い皿に赤い料理がよく映える。,しろいさらにあかいりょうりがよくはえる。,흰 접시에 붉은 요리가 잘 돋보인다.
漠然,ばくぜん,막연함,JLPT_1 JLPT,"iwze^[-,uU",将来への漠然とした不安を抱えている。,しょうらいへのばくぜんとしたふあんをかかえている。,미래에 대한 막연한 불안을 안고 있다.
暴露,ばくろ,폭로,JLPT_1 JLPT,HGYJT^2Q/Z,内部文書の暴露で不正が明らかになった。,ないぶぶんしょのばくろでふせいがあきらかになった。,내부 문서 폭로로 부정행위가 드러났다.
励む,はげむ,"힘쓰다, 노력하다",JLPT_1 JLPT,Q4d]Z3{aL-,彼は毎朝早くから水泳の練習に励んでいる。,かれはまいあさはやくからすいえいのれんしゅうにはげんでいる。,그는 매일 아침 일찍부터 수영 연습에 힘쓰고 있다.
端,はし,"끝, 가장자리",JLPT_1 JLPT,e^J+(qi3Ji,机の端に置いた本が床に落ちた。,つくえのはしにおいたほんがゆかにおちた。,책상 끝에 놓은 책이 바닥에 떨어졌다.
派生,はせい,파생,JLPT_1 JLPT,F*9l2$3E|s,この言葉から多くの表現が派生した。,このことばからおおくのひょうげんがはせいした。,이 말에서 많은 표현이 파생되었다.
破損,はそん,파손,JLPT_1 JLPT,HtWY_R+^#7,配送中に箱の一部が破損した。,はいそうちゅうにはこのいちぶがはそんした。,배송 중에 상자 일부가 파손되었다.
鉢,はち,"화분, 사발",JLPT_1 JLPT,Bo^4BLH*pd,大きな鉢に観葉植物を植え替えた。,おおきなはちにかんようしょくぶつをうえかえた。,큰 화분에 관엽식물을 옮겨 심었다.
発掘,はっくつ,발굴,JLPT_1 JLPT,"#4-ER,P}uG",遺跡から貴重な土器が発掘された。,いせきからきちょうなどきがはっくつされた。,유적에서 귀중한 토기가 발굴되었다.
華やか,はなやか,화려함,JLPT_1 JLPT,"o/n,ci{O4d",会場は華やかな花で飾られていた。,かいじょうははなやかなはなでかざられていた。,행사장은 화려한 꽃으로 장식되어 있었다.
阻む,はばむ,"막다, 저지하다",JLPT_1 JLPT,4~Obq8q-B*,険しい岩壁が登山者の行く手を阻んだ。,けわしいがんぺきがとざんしゃのゆくてをはばんだ。,험한 암벽이 등산객의 앞길을 가로막았다.
浜辺,はまべ,바닷가,JLPT_1 JLPT,T$TP~@<qBw,子供たちは浜辺で砂の城を作った。,こどもたちははまべですなのしろをつくった。,아이들은 바닷가에서 모래성을 만들었다.
犯罪,はんざい,범죄,JLPT_1 JLPT,>u)EopzkDB,防犯カメラが犯罪の抑止に役立つ。,ぼうはんかめらがはんざいのよくしにやくだつ。,방범 카메라는 범죄 억제에 도움이 된다.
反射,はんしゃ,반사,JLPT_1 JLPT,jjOtRbn^4x,鏡が窓から差す光を反射した。,かがみがまどからさすひかりをはんしゃした。,거울이 창문으로 들어오는 빛을 반사했다.
繁殖,はんしょく,번식,JLPT_1 JLPT,HXh:0Kv[.B,暖かくなると害虫が急速に繁殖する。,あたたかくなるとがいちゅうがきゅうそくにはんしょくする。,날씨가 따뜻해지면 해충이 빠르게 번식한다.
万能,ばんのう,만능,JLPT_1 JLPT,?vBxyE+5l[,どんな病気にも効く万能薬はない。,どんなびょうきにもきくばんのうやくはない。,어떤 병에나 듣는 만능약은 없다.
被害者,ひがいしゃ,피해자,JLPT_1 JLPT,a2Gj;.{FQ0,被害者は法廷で当時の状況を語った。,ひがいしゃはほうていでとうじのじょうきょうをかたった。,피해자는 법정에서 당시 상황을 말했다.
悲惨,ひさん,비참함,JLPT_1 JLPT,|^Gy~#F327,戦争で町は悲惨な姿に変わった。,せんそうでまちはひさんなすがたにかわった。,전쟁으로 도시는 비참한 모습으로 변했다.
潜む,ひそむ,"숨어 있다, 잠재하다",JLPT_1 JLPT,z:$:SbepbQ,森には多くの危険が潜んでいる。,もりにはおおくのきけんがひそんでいる。,숲에는 많은 위험이 숨어 있다.
人影,ひとかげ,"사람의 그림자, 인적",JLPT_1 JLPT,Gdtq1>DGa`,暗い路地の奥に人影が見えた。,くらいろじのおくにひとかげがみえた。,어두운 골목 안쪽에 사람 모습이 보였다.
人柄,ひとがら,인품,JLPT_1 JLPT,/qphiwM6!>,面接では能力だけでなく人柄も見られる。,めんせつではのうりょくだけでなくひとがらもみられる。,면접에서는 능력뿐 아니라 인품도 평가한다.
人質,ひとじち,인질,JLPT_1 JLPT,B>bxcp-eAy,犯人は乗客を人質に取って立てこもった。,はんにんはじょうきゃくをひとじちにとってたてこもった。,범인은 승객을 인질로 잡고 농성했다.
微妙,びみょう,미묘함,JLPT_1 JLPT,"<+fK,j.<)L",二人の発言には微妙な違いがある。,ふたりのはつげんにはびみょうなちがいがある。,두 사람의 발언에는 미묘한 차이가 있다.
評判,ひょうばん,평판,JLPT_1 JLPT,ete*bYpsQ@,駅前の新しい店は評判がいい。,えきまえのあたらしいみせはひょうばんがいい。,역 앞의 새 가게는 평판이 좋다.
披露,ひろう,"피로, 공표함",JLPT_1 JLPT,.U>@*$QrYD,披露宴で新郎が得意な歌を披露した。,ひろうえんでしんろうがとくいなうたをひろうした。,피로연에서 신랑이 자신 있는 노래를 선보였다.
貧富,ひんぷ,빈부,JLPT_1 JLPT,|=kL|cFD?W,教育の機会が貧富で左右されてはならない。,きょういくのきかいがひんぷでさゆうされてはならない。,교육 기회가 빈부에 좌우되어서는 안 된다.
普及,ふきゅう,보급,JLPT_1 JLPT,0-n>bA7i9f,スマートフォンは短期間で広く普及した。,すまーとふぉんはたんきかんでひろくふきゅうした。,스마트폰은 짧은 기간에 널리 보급되었다.
侮辱,ぶじょく,모욕,JLPT_1 JLPT,/UMXn7;`b6,観客から侮辱的な言葉を浴びせられた。,かんきゃくからぶじょくてきなことばをあびせられた。,관객에게서 모욕적인 말을 들었다.
再び,ふたたび,"재차, 다시",JLPT_1 JLPT,Mz@hcY(t]B,十年後、二人は同じ場所で再び会った。,じゅうねんご、ふたりはおなじばしょでふたたびあった。,10년 뒤 두 사람은 같은 곳에서 다시 만났다.
負担,ふたん,부담,JLPT_1 JLPT,]w|fp.i}`_,家賃の値上げが家計の負担になっている。,やちんのねあげがかけいのふたんになっている。,집세 인상이 가계에 부담이 되고 있다.
復興,ふっこう,부흥,JLPT_1 JLPT,$e7;<;C@ub,住民が力を合わせて町の復興を進めた。,じゅうみんがちからをあわせてまちのふっこうをすすめた。,주민들이 힘을 합쳐 마을의 부흥을 추진했다.
赴任,ふにん,부임,JLPT_1 JLPT,`mL(?_J2^?,来月から大阪支社へ赴任することになった。,らいげつからおおさかししゃへふにんすることになった。,다음 달부터 오사카 지사로 부임하게 되었다.
腐敗,ふはい,부패,JLPT_1 JLPT,SD*[mPMqT[,暑さで冷蔵庫の食材が腐敗した。,あつさでれいぞうこのしょくざいがふはいした。,더위로 냉장고의 식재료가 부패했다.
不平等,ふびょうどう,불평등,JLPT_1 JLPT,<~6wuN}E3Y,性別による賃金の不平等をなくす。,せいべつによるちんぎんのふびょうどうをなくす。,성별에 따른 임금 불평등을 없앤다.
踏み場,ふみば,발 디딜 곳,JLPT_1 JLPT,%`6kV_0ssv,部屋は荷物だらけで踏み場もない。,へやはにもつだらけでふみばもない。,방은 짐투성이라 발 디딜 곳도 없다.
閉鎖,へいさ,폐쇄,JLPT_1 JLPT,[LOz)i%nH>,採算が取れず工場の閉鎖が決まった。,さいさんがとれずこうじょうのへいさがきまった。,수지가 맞지 않아 공장 폐쇄가 결정되었다.
別荘,べっそう,별장,JLPT_1 JLPT,UR*vFrC9|5,夏休みは湖畔の別荘で過ごした。,なつやすみはこはんのべっそうですごした。,여름휴가는 호숫가 별장에서 보냈다.
返済,へんさい,"반제, (빚을) 갚음",JLPT_1 JLPT,41vZKw]Lmt,借りたお金を毎月少しずつ返済する。,かりたおかねをまいつきすこしずつへんさいする。,빌린 돈을 매달 조금씩 갚는다.
変遷,へんせん,변천,JLPT_1 JLPT,|w&X46T5zQ,町並みの変遷を古い写真でたどる。,まちなみのへんせんをふるいしゃしんでたどる。,거리 풍경의 변천을 오래된 사진으로 더듬어 본다.
奉仕,ほうし,봉사,JLPT_1 JLPT,gxiLaYn6/i,休日は地域への奉仕として公園を清掃した。,きゅうじつはちいきへのほうしとしてこうえんをせいそうした。,휴일에는 지역 봉사의 일환으로 공원을 청소했다.
膨大,ぼうだい,방대함,JLPT_1 JLPT,"1D,ixgCQ&g",調査で膨大な量の資料が集まった。,ちょうさでぼうだいなりょうのしりょうがあつまった。,조사로 방대한 양의 자료가 모였다.
