expression,reading,meaning,tags,guid
朗らか,ほがらか,명랑함,JLPT_1 JLPT,"01rj|,@i5j"
誇る,ほこる,자랑하다,JLPT_1 JLPT,e<#?0*saBF
墓地,ぼち,묘지,JLPT_1 JLPT,f3#OU@=@pX
滅ぶ,ほろぶ,멸망하다,JLPT_1 JLPT,_YS*1U=%[h
本場,ほんば,본고장,JLPT_1 JLPT,=zqM(MyQF;
奔放な,ほんぽうな,(자유)분방한,JLPT_1 JLPT,uhlo_qp4v[
賄う,まかなう,"조달하다, 마련하다, 식사를 제공하다",JLPT_1 JLPT,L9<za!4C^x
紛らわしい,まぎらわしい,헷갈리기 쉽다,JLPT_1 JLPT,FVyqZt>50B
街角,まちかど,길모퉁이,JLPT_1 JLPT,"Jx,N#7?8yz"
磨く,みがく,닦다,JLPT_1 JLPT,5:0KiU|6>j
自ら,みずから,스스로,JLPT_1 JLPT,C>w15Qo-bo
身近,みぢか,"자기 몸에 가까운 곳, 신변",JLPT_1 JLPT,U.:g8jz&E-
源,みなもと,"근원, 수원",JLPT_1 JLPT,|^]D4MtYpz
無言,むごん,"무언, 말이 없음",JLPT_1 JLPT,##.W*vXOs;
矛盾,むじゅん,모순,JLPT_1 JLPT,Q*lrZcN%WA
無条件,むじょうけん,무조건,JLPT_1 JLPT,7A0PQ2}i30
迷信,めいしん,미신,JLPT_1 JLPT,G(zu=l:W*l
名誉,めいよ,명예,JLPT_1 JLPT,*y~Du+=3uQ
巡り,めぐり,"한바퀴 돎, 여기저기 돎, 순례",JLPT_1 JLPT,h*HE]Jyt=s
巡る,めぐる,① 돌다 ② 둘러싸다,JLPT_1 JLPT,{JXAw!Ssz0
網羅,もうら,망라,JLPT_1 JLPT,eBr17+|4`P
猛烈,もうれつ,맹렬함,JLPT_1 JLPT,dujH-{R<4T
模索,もさく,모색,JLPT_1 JLPT,aEiD0q4X3<
戻す,もどす,되돌리다,JLPT_1 JLPT,&1QdH*+JpV
物事,ものごと,"세상사, 매사",JLPT_1 JLPT,uW9i|j5sEz
模様,もよう,"모양, 무늬",JLPT_1 JLPT,GmMN7C(=6>
催す,もよおす,개최하다,JLPT_1 JLPT,)?=$m4o#;W
躍進,やくしん,약진(눈부시게 진출함),JLPT_1 JLPT,">L*%J[Y],f"
和らぐ,やわらぐ,누그러지다,JLPT_1 JLPT,ZS_}EHu32x
由緒,ゆいしょ,유서,JLPT_1 JLPT,~I(AAae<T9
勇敢に,ゆうかんに,용감하게,JLPT_1 JLPT,[0I/wr|)K8
融通,ゆうずう,① (돈의) 융통 ② 융통성,JLPT_1 JLPT,P-+[jX2vfh
有望,ゆうぼう,유망함,JLPT_1 JLPT,tcRA[smO57
夕闇,ゆうやみ,"땅거미, 황혼",JLPT_1 JLPT,2Pq2}EFVW)
幽霊,ゆうれい,유령,JLPT_1 JLPT,Y7nhX:H`z|
容易,ようい,용이함,JLPT_1 JLPT,KR]c2-E{4)
様相,ようそう,양상,JLPT_1 JLPT,u02_2`M{)x
余暇,よか,여가,JLPT_1 JLPT,)up(q@LG=I
装う,よそおう,① 치장하다 ② 가장하다,JLPT_1 JLPT,X`.pJ.vQ|8
寮,りょう,기숙사,JLPT_1 JLPT,tv)AWqU0r0
了解,りょうかい,"승낙, 납득, 양해",JLPT_1 JLPT,cssSyE$11*
履歴,りれき,이력,JLPT_1 JLPT,!&ZQ&1DQWJ
倫理的,りんりてき,윤리적,JLPT_1 JLPT,~k^G]aVTt$
類似,るいじ,"유사, 비슷함",JLPT_1 JLPT,KBB39G32#/
連日,れんじつ,"연일, 매일",JLPT_1 JLPT,RG}m[>8=K!
廊下,ろうか,복도,JLPT_1 JLPT,yK.e<g*v4f
老衰,ろうすい,노쇠,JLPT_1 JLPT,yW0Xo?Ixn:
枠,わく,"틀, 테두리",JLPT_1 JLPT,*Alttcd>ej
枠内,わくない,테두리 안,JLPT_1 JLPT,$hUUigP&$P
技,わざ,기술,JLPT_1 JLPT,$MxE|:!O^=
